m_id,m_nLine,m_nLineA,m_nLen,m_nLenA,m_gametext
201303015,3,2,20,12,"['ティムのところに行こう', '', '', '', '', '', '', '', '', '', '', '']"
201303016,3,2,20,12,"['崖タウンでティムに会う', '', '', '', '', '', '', '', '', '', '', '']"
201303025,3,2,20,12,"['叔父のところに行こう', '', '', '', '', '', '', '', '', '', '', '']"
201303026,3,2,20,12,"['崖タウンでライアンに会う', '', '', '', '', '', '', '', '', '', '', '']"
201304011,3,2,20,12,"['パトリック', '', '', '', '', '', '', '', '', '', '', '']"
201304012,3,2,20,12,"['親友への誓い', '', '', '', '', '', '', '', '', '', '', '']"
201304013,3,2,20,12,"['【仮】パトリックあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
201304014,3,2,20,12,"['【仮】パトリック受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201304015,3,2,20,12,"['ティムが亡くなった場所にに行こう', '', '', '', '', '', '', '', '', '', '', '']"
201304016,3,2,20,12,"['崖タウン、ティムが亡くなった場所に行く', '', '', '', '', '', '', '', '', '', '', '']"
201401011,3,2,20,12,"['ペレディール', '', '', '', '', '', '', '', '', '', '', '']"
201401012,3,2,20,12,"['待ち人、来たらず', '', '', '', '', '', '', '', '', '', '', '']"
201401013,3,2,20,12,"['～トラベラーストーリー[名声]～\n遺跡を探して旅する\n老学者ペレディール。\n彼の待ち人は一向に来ないようだ。', '', '', '', '', '', '', '', '', '', '', '']"
201401014,3,2,20,12,"['【仮】ペレディール 1章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201401015,3,2,20,12,"['碑石の欠片を取り返せ', '', '', '', '', '', '', '', '', '', '', '']"
201401016,3,2,20,12,"['モービダスから碑石の欠片を取り返せ', '', '', '', '', '', '', '', '', '', '', '']"
201402011,3,2,20,12,"['ペレディール', '', '', '', '', '', '', '', '', '', '', '']"
201402012,3,2,20,12,"['遺跡競争', '', '', '', '', '', '', '', '', '', '', '']"
201402013,3,2,20,12,"['～トラベラーストーリー[名声]～\nライバルのモービダス卿から\n碑文の欠片を取り戻したペレディール。\nそれを手がかりに、探し求める\nガシエ遺跡の場所を特定したいらしい。', '', '', '', '', '', '', '', '', '', '', '']"
201402014,3,2,20,12,"['【仮】ペレディール 2章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201402015,3,2,20,12,"['村人に碑石を見せよう', '', '', '', '', '', '', '', '', '', '', '']"
201402016,3,2,20,12,"['村人に碑石を見せたら何かわかるかも', '', '', '', '', '', '', '', '', '', '', '']"
201403011,3,2,20,12,"['ペレディール', '', '', '', '', '', '', '', '', '', '', '']"
201403012,3,2,20,12,"['モービダスの目的', '', '', '', '', '', '', '', '', '', '', '']"
201403013,3,2,20,12,"['～トラベラーストーリー[名声]～\nモービダス卿の妨害を退け、\n遺跡の探索を続けるペレディール。\nこれまで手に入れた情報から、\nガシエ遺跡は森の奥にありそうだ。', '', '', '', '', '', '', '', '', '', '', '']"
201403014,3,2,20,12,"['【仮】ペレディール 3章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201403015,3,2,20,12,"['森の奥を調べよう', '', '', '', '', '', '', '', '', '', '', '']"
201403016,3,2,20,12,"['碑石と同じような石が森の奥にあるらしい', '', '', '', '', '', '', '', '', '', '', '']"
201403025,3,2,20,12,"['商人に報告しよう', '', '', '', '', '', '', '', '', '', '', '']"
201403026,3,2,20,12,"['冒険譚を約束した商人に報告しに行こう', '', '', '', '', '', '', '', '', '', '', '']"
201404011,3,2,20,12,"['ペレディール', '', '', '', '', '', '', '', '', '', '', '']"
201404012,3,2,20,12,"['ガシエの謎', '', '', '', '', '', '', '', '', '', '', '']"
201404013,3,2,20,12,"['～トラベラーストーリー[名声]～\n邪教の信徒だったモービダス卿を倒し、\nペレディールは調査を続けるが、\n遺跡は未だに見つからない。\n森の奥にあったという情報に\n固執しすぎているように見える――', '', '', '', '', '', '', '', '', '', '', '']"
201404014,3,2,20,12,"['【仮】ペレディール 4章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201404015,3,2,20,12,"['地下を調べてみよう', '', '', '', '', '', '', '', '', '', '', '']"
201404016,3,2,20,12,"['遺跡は埋もれてしまったのかも知れない', '', '', '', '', '', '', '', '', '', '', '']"
201501011,3,2,20,12,"['ラウラ', '', '', '', '', '', '', '', '', '', '', '']"
201501012,3,2,20,12,"['学者の知識欲', '', '', '', '', '', '', '', '', '', '', '']"
201501013,3,2,20,12,"['～トラベラーストーリー[権力]～\n学者のラウラは、【ミステルトス】で\n行商人を探していた。\n遺跡発掘班に入るため、\n必要な本を買いたいらしい。', '', '', '', '', '', '', '', '', '', '', '']"
201501014,3,2,20,12,"['【仮】ラウラ 1章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201501015,3,2,20,12,"['赤い帽子の行商人を探そう', '', '', '', '', '', '', '', '', '', '', '']"
201501016,3,2,20,12,"['町を歩いて、赤い帽子の行商人を探そう', '', '', '', '', '', '', '', '', '', '', '']"
201502011,3,2,20,12,"['ラウラ', '', '', '', '', '', '', '', '', '', '', '']"
201502012,3,2,20,12,"['認めてくれる人', '', '', '', '', '', '', '', '', '', '', '']"
201502013,3,2,20,12,"['～トラベラーストーリー[権力]～\nラウラは父から、学者の道を\n断念するよう諭されていた。\n拒む彼女の元に、古い知人が訪れる。', '', '', '', '', '', '', '', '', '', '', '']"
201502014,3,2,20,12,"['【仮】ラウラ 2章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201502015,3,2,20,12,"['図書館へ行こう', '', '', '', '', '', '', '', '', '', '', '']"
201502016,3,2,20,12,"['鑑定書を書くのに必要な文献を探そう', '', '', '', '', '', '', '', '', '', '', '']"
201502025,3,2,20,12,"['スコットを探そう', '', '', '', '', '', '', '', '', '', '', '']"
201502026,3,2,20,12,"['鑑定書をスコットに持って行こう', '', '', '', '', '', '', '', '', '', '', '']"
201503011,3,2,20,12,"['ラウラ', '', '', '', '', '', '', '', '', '', '', '']"
201503012,3,2,20,12,"['歴史は語る', '', '', '', '', '', '', '', '', '', '', '']"
201503013,3,2,20,12,"['～トラベラーストーリー[権力]～\n壺の鑑定を依頼した商人スコットは、\nラウラの婚約者と名乗った。\nしかしラウラ自身は、\n複雑な感情を抱いているようだ。', '', '', '', '', '', '', '', '', '', '', '']"
201503014,3,2,20,12,"['【仮】ラウラ 3章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201503015,3,2,20,12,"['スコットを探そう', '', '', '', '', '', '', '', '', '', '', '']"
201503016,3,2,20,12,"['鑑定書のことをスコットに聞きに行こう', '', '', '', '', '', '', '', '', '', '', '']"
201504011,3,2,20,12,"['ラウラ', '', '', '', '', '', '', '', '', '', '', '']"
201504012,3,2,20,12,"['さらなる知識のために', '', '', '', '', '', '', '', '', '', '', '']"
201504013,3,2,20,12,"['～トラベラーストーリー[権力]～\n婚約者であったスコットの\n悪事を暴き、父に認められたラウラ。\n彼女は満を持して、\n遺跡発掘班に入るための試験に臨む。', '', '', '', '', '', '', '', '', '', '', '']"
201504014,3,2,20,12,"['【仮】ラウラ 4章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201504015,3,2,20,12,"['試験会場へ行こう', '', '', '', '', '', '', '', '', '', '', '']"
201504016,3,2,20,12,"['遺跡発掘班の試験を受けに行こう', '', '', '', '', '', '', '', '', '', '', '']"
201601011,3,2,20,12,"['アシラン', '', '', '', '', '', '', '', '', '', '', '']"
201601012,3,2,20,12,"['魔物狩り、アシラン', '', '', '', '', '', '', '', '', '', '', '']"
201601013,3,2,20,12,"['【仮】アシランあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
201601014,3,2,20,12,"['【仮】アシラン受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201601015,3,2,20,12,"['魔物の気配を追おう', '', '', '', '', '', '', '', '', '', '', '']"
201601016,3,2,20,12,"['魔物の気配を追い、魔物を倒す', '', '', '', '', '', '', '', '', '', '', '']"
201602011,3,2,20,12,"['アシラン', '', '', '', '', '', '', '', '', '', '', '']"
201602012,3,2,20,12,"['暴れる【ライノホーン】', '', '', '', '', '', '', '', '', '', '', '']"
201602013,3,2,20,12,"['【仮】アシランあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
201602014,3,2,20,12,"['【仮】アシラン受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201602015,3,2,20,12,"['【ライノホーン】を倒そう', '', '', '', '', '', '', '', '', '', '', '']"
201602016,3,2,20,12,"['【ライノホーン】を倒す', '', '', '', '', '', '', '', '', '', '', '']"
201602025,3,2,20,12,"['【ライノホーン】の死体をギャビンに届けよう', '', '', '', '', '', '', '', '', '', '', '']"
201602026,3,2,20,12,"['【ライノホーン】の死体をギャビンに納品する', '', '', '', '', '', '', '', '', '', '', '']"
201603011,3,2,20,12,"['アシラン', '', '', '', '', '', '', '', '', '', '', '']"
201603012,3,2,20,12,"['事件の真相、アシランの怒り', '', '', '', '', '', '', '', '', '', '', '']"
201603013,3,2,20,12,"['【仮】アシランあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
201603014,3,2,20,12,"['【仮】アシラン受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201603015,3,2,20,12,"['ビダルに話を聞きに行こう', '', '', '', '', '', '', '', '', '', '', '']"
201603016,3,2,20,12,"['ビダルに話を聞きに行く', '', '', '', '', '', '', '', '', '', '', '']"
201603025,3,2,20,12,"['ビダルにを探しに行こう', '', '', '', '', '', '', '', '', '', '', '']"
201603026,3,2,20,12,"['ビダルを探す', '', '', '', '', '', '', '', '', '', '', '']"
201604011,3,2,20,12,"['アシラン', '', '', '', '', '', '', '', '', '', '', '']"
201604012,3,2,20,12,"['商人ビダルを討て', '', '', '', '', '', '', '', '', '', '', '']"
201604013,3,2,20,12,"['【仮】アシランあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
201604014,3,2,20,12,"['【仮】アシラン受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201604015,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
201604016,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
201604025,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
201604026,3,2,20,12,"['', '', '', '', '', '', '', '', '', '', '', '']"
201701011,3,2,20,12,"['アディール', '', '', '', '', '', '', '', '', '', '', '']"
201701012,3,2,20,12,"['女剣士とカニ', '', '', '', '', '', '', '', '', '', '', '']"
201701013,3,2,20,12,"['【仮】アディールあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
201701014,3,2,20,12,"['【仮】アディール受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201701015,3,2,20,12,"['【仮】アディール 1章 タスク1目標', '', '', '', '', '', '', '', '', '', '', '']"
201701016,3,2,20,12,"['【仮】アディール 1章 タスク1概要', '', '', '', '', '', '', '', '', '', '', '']"
201702011,3,2,20,12,"['アディール', '', '', '', '', '', '', '', '', '', '', '']"
201702012,3,2,20,12,"['カニの情報を求めて', '', '', '', '', '', '', '', '', '', '', '']"
201702013,3,2,20,12,"['【仮】アディールあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
201702014,3,2,20,12,"['【仮】アディール受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201702015,3,2,20,12,"['【仮】アディール 2章 タスク1目標', '', '', '', '', '', '', '', '', '', '', '']"
201702016,3,2,20,12,"['【仮】アディール 2章 タスク1概要', '', '', '', '', '', '', '', '', '', '', '']"
201702025,3,2,20,12,"['【仮】アディール 2章 タスク2目標', '', '', '', '', '', '', '', '', '', '', '']"
201702026,3,2,20,12,"['【仮】アディール 2章 タスク2概要', '', '', '', '', '', '', '', '', '', '', '']"
201703011,3,2,20,12,"['アディール', '', '', '', '', '', '', '', '', '', '', '']"
201703012,3,2,20,12,"['女剣士と手料理', '', '', '', '', '', '', '', '', '', '', '']"
201703013,3,2,20,12,"['【仮】アディールあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
201703014,3,2,20,12,"['【仮】アディール受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201703015,3,2,20,12,"['【仮】アディール 3章 タスク1目標', '', '', '', '', '', '', '', '', '', '', '']"
201703016,3,2,20,12,"['【仮】アディール 3章 タスク1概要', '', '', '', '', '', '', '', '', '', '', '']"
201704011,3,2,20,12,"['アディール', '', '', '', '', '', '', '', '', '', '', '']"
201704012,3,2,20,12,"['幻のカニ', '', '', '', '', '', '', '', '', '', '', '']"
201704013,3,2,20,12,"['【仮】アディールあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
201704014,3,2,20,12,"['【仮】アディール受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201704015,3,2,20,12,"['【仮】アディール 4章 タスク1目標', '', '', '', '', '', '', '', '', '', '', '']"
201704016,3,2,20,12,"['【仮】アディール 4章 タスク1概要', '', '', '', '', '', '', '', '', '', '', '']"
201704025,3,2,20,12,"['【仮】アディール 4章 タスク2目標', '', '', '', '', '', '', '', '', '', '', '']"
201704026,3,2,20,12,"['【仮】アディール 4章 タスク2概要', '', '', '', '', '', '', '', '', '', '', '']"
201704035,3,2,20,12,"['【仮】アディール 4章 タスク3目標', '', '', '', '', '', '', '', '', '', '', '']"
201704036,3,2,20,12,"['【仮】アディール 4章 タスク3概要', '', '', '', '', '', '', '', '', '', '', '']"
201801011,3,2,20,12,"['ハリル', '', '', '', '', '', '', '', '', '', '', '']"
201801012,3,2,20,12,"['紅の剣士を探して', '', '', '', '', '', '', '', '', '', '', '']"
201801013,3,2,20,12,"['【仮】ハリルあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
201801014,3,2,20,12,"['【仮】ハリル受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201801015,3,2,20,12,"['人さらいを追いかけよう', '', '', '', '', '', '', '', '', '', '', '']"
201801016,3,2,20,12,"['人さらいを追いかけよう', '', '', '', '', '', '', '', '', '', '', '']"
201802011,3,2,20,12,"['ハリル', '', '', '', '', '', '', '', '', '', '', '']"
201802012,3,2,20,12,"['リザードマン退治', '', '', '', '', '', '', '', '', '', '', '']"
201802013,3,2,20,12,"['【仮】ハリルあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
201802014,3,2,20,12,"['【仮】ハリル受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201802015,3,2,20,12,"['シルケの父親の所へ行こう', '', '', '', '', '', '', '', '', '', '', '']"
201802016,3,2,20,12,"['シルケの父親に会いに行って、話を聞こう', '', '', '', '', '', '', '', '', '', '', '']"
201802025,3,2,20,12,"['リザードマンを倒そう', '', '', '', '', '', '', '', '', '', '', '']"
201802026,3,2,20,12,"['リザードマンを見つけ出して、倒そう', '', '', '', '', '', '', '', '', '', '', '']"
201802035,3,2,20,12,"['町へ帰ろう', '', '', '', '', '', '', '', '', '', '', '']"
201802036,3,2,20,12,"['シルケ達に報告しに行こう', '', '', '', '', '', '', '', '', '', '', '']"
201803011,3,2,20,12,"['ハリル', '', '', '', '', '', '', '', '', '', '', '']"
201803012,3,2,20,12,"['決闘の申し込み', '', '', '', '', '', '', '', '', '', '', '']"
201803013,3,2,20,12,"['【仮】ハリルあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
201803014,3,2,20,12,"['【仮】ハリル受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201803015,3,2,20,12,"['剣士レナルドと決闘しよう', '', '', '', '', '', '', '', '', '', '', '']"
201803016,3,2,20,12,"['エドモンズの刺客の剣士レナルドを倒そう', '', '', '', '', '', '', '', '', '', '', '']"
201803025,3,2,20,12,"['決闘の場所へ急ごう', '', '', '', '', '', '', '', '', '', '', '']"
201803026,3,2,20,12,"['エドモンズの刺客の剣士レナルドを倒そう', '', '', '', '', '', '', '', '', '', '', '']"
201804011,3,2,20,12,"['ハリル', '', '', '', '', '', '', '', '', '', '', '']"
201804012,3,2,20,12,"['紅の剣士の真相', '', '', '', '', '', '', '', '', '', '', '']"
201804013,3,2,20,12,"['【仮】ハリルあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
201804014,3,2,20,12,"['【仮】ハリル受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201804015,3,2,20,12,"['【ダンジョン名】へ行こう', '', '', '', '', '', '', '', '', '', '', '']"
201804016,3,2,20,12,"['シルケを助けに【ダンジョン名】へ行こう', '', '', '', '', '', '', '', '', '', '', '']"
201804025,3,2,20,12,"['【ダンジョン名】へ入ろう', '', '', '', '', '', '', '', '', '', '', '']"
201804026,3,2,20,12,"['シルケを助けに【ダンジョン名】へ入ろう', '', '', '', '', '', '', '', '', '', '', '']"
201804035,3,2,20,12,"['決闘の場所へ急ごう', '', '', '', '', '', '', '', '', '', '', '']"
201804036,3,2,20,12,"['エドモンズを倒そう', '', '', '', '', '', '', '', '', '', '', '']"
201901011,3,2,20,12,"['アリアナ 1章', '', '', '', '', '', '', '', '', '', '', '']"
201901012,3,2,20,12,"['剣士アリアナ', '', '', '', '', '', '', '', '', '', '', '']"
201901013,3,2,20,12,"['【仮】アリアナ 1章あらすじ', '', '', '', '', '', '', '', '', '', '', '']"
201901014,3,2,20,12,"['【仮】アリアナ 1章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201901015,3,2,20,12,"['悲鳴の主を助けよう', '', '', '', '', '', '', '', '', '', '', '']"
201901016,3,2,20,12,"['山タウンで悲鳴の主を探す', '', '', '', '', '', '', '', '', '', '', '']"
201902011,3,2,20,12,"['アリアナ 2章', '', '', '', '', '', '', '', '', '', '', '']"
201902012,3,2,20,12,"['仕事と再会', '', '', '', '', '', '', '', '', '', '', '']"
201902013,3,2,20,12,"['【仮】アリアナ 2章あらすじ', '', '', '', '', '', '', '', '', '', '', '']"
201902014,3,2,20,12,"['【仮】アリアナ 2章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201902015,3,2,20,12,"['物資運搬の依頼を達成しよう', '', '', '', '', '', '', '', '', '', '', '']"
201902016,3,2,20,12,"['山フィールドの傭兵団に物資を届ける', '', '', '', '', '', '', '', '', '', '', '']"
201902025,3,2,20,12,"['村に帰ろう', '', '', '', '', '', '', '', '', '', '', '']"
201902026,3,2,20,12,"['町に帰る', '', '', '', '', '', '', '', '', '', '', '']"
201903011,3,2,20,12,"['アリアナ 3章', '', '', '', '', '', '', '', '', '', '', '']"
201903012,3,2,20,12,"['山賊', '', '', '', '', '', '', '', '', '', '', '']"
201903013,3,2,20,12,"['【仮】アリアナ 3章あらすじ', '', '', '', '', '', '', '', '', '', '', '']"
201903014,3,2,20,12,"['【仮】アリアナ 3章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201903015,3,2,20,12,"['ウルソンに会いに行こう', '', '', '', '', '', '', '', '', '', '', '']"
201903016,3,2,20,12,"['ウルソンに会いに行く', '', '', '', '', '', '', '', '', '', '', '']"
201903025,3,2,20,12,"['ウルソンに話を聞きに行こう', '', '', '', '', '', '', '', '', '', '', '']"
201903026,3,2,20,12,"['ウルソンに真相を尋ねに行く', '', '', '', '', '', '', '', '', '', '', '']"
201904011,3,2,20,12,"['アリアナ 4章', '', '', '', '', '', '', '', '', '', '', '']"
201904012,3,2,20,12,"['師匠の死の真相', '', '', '', '', '', '', '', '', '', '', '']"
201904013,3,2,20,12,"['【仮】アリアナ 4章あらすじ', '', '', '', '', '', '', '', '', '', '', '']"
201904014,3,2,20,12,"['【仮】アリアナ 4章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
201904015,3,2,20,12,"['ウルソンについて行こう', '', '', '', '', '', '', '', '', '', '', '']"
201904016,3,2,20,12,"['ウルソンの後を追う', '', '', '', '', '', '', '', '', '', '', '']"
201904025,3,2,20,12,"['ウルソンを倒そう', '', '', '', '', '', '', '', '', '', '', '']"
201904026,3,2,20,12,"['師の仇、ウルソンを倒そう', '', '', '', '', '', '', '', '', '', '', '']"
202001011,3,2,20,12,"['アマンダ 1章', '', '', '', '', '', '', '', '', '', '', '']"
202001012,3,2,20,12,"['ジェシカの行方', '', '', '', '', '', '', '', '', '', '', '']"
202001013,3,2,20,12,"['【仮】アマンダ 1章あらすじ', '', '', '', '', '', '', '', '', '', '', '']"
202001014,3,2,20,12,"['【仮】アマンダ 1章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
202002011,3,2,20,12,"['アマンダ 2章', '', '', '', '', '', '', '', '', '', '', '']"
202002012,3,2,20,12,"['祈りの集会の準備', '', '', '', '', '', '', '', '', '', '', '']"
202002013,3,2,20,12,"['【仮】アマンダ 2章あらすじ', '', '', '', '', '', '', '', '', '', '', '']"
202002014,3,2,20,12,"['【仮】アマンダ 2章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
202003011,3,2,20,12,"['アマンダ 3章', '', '', '', '', '', '', '', '', '', '', '']"
202003012,3,2,20,12,"['祈りの集会、当日', '', '', '', '', '', '', '', '', '', '', '']"
202003013,3,2,20,12,"['【仮】アマンダ 3章あらすじ', '', '', '', '', '', '', '', '', '', '', '']"
202003014,3,2,20,12,"['【仮】アマンダ 3章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
202004011,3,2,20,12,"['アマンダ 4章', '', '', '', '', '', '', '', '', '', '', '']"
202004012,3,2,20,12,"['ジェシカの行方、再び', '', '', '', '', '', '', '', '', '', '', '']"
202004013,3,2,20,12,"['【仮】アマンダ 4章あらすじ', '', '', '', '', '', '', '', '', '', '', '']"
202004014,3,2,20,12,"['【仮】アマンダ 4章受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
202001015,3,2,20,12,"['フロッゲン', '', '', '', '', '', '', '', '', '', '', '']"
202001016,3,2,20,12,"['増えていると噂の【★フロッゲン】に遭遇。バトルへ。', '', '', '', '', '', '', '', '', '', '', '']"
202001025,3,2,20,12,"['村に戻る', '', '', '', '', '', '', '', '', '', '', '']"
202001026,3,2,20,12,"['川タウンに戻り、アマンダ達の身の上を聞く。', '', '', '', '', '', '', '', '', '', '', '']"
202002015,3,2,20,12,"['小麦粉', '', '', '', '', '', '', '', '', '', '', '']"
202002016,3,2,20,12,"['【★小麦粉】を入手。', '', '', '', '', '', '', '', '', '', '', '']"
202002025,3,2,20,12,"['はちみつ', '', '', '', '', '', '', '', '', '', '', '']"
202002026,3,2,20,12,"['【★はちみつ】を入手。', '', '', '', '', '', '', '', '', '', '', '']"
202002035,3,2,20,12,"['薪はどこ', '', '', '', '', '', '', '', '', '', '', '']"
202002036,3,2,20,12,"['【★薪】の情報を入手。', '', '', '', '', '', '', '', '', '', '', '']"
202002045,3,2,20,12,"['薪', '', '', '', '', '', '', '', '', '', '', '']"
202002046,3,2,20,12,"['【★薪】を入手。', '', '', '', '', '', '', '', '', '', '', '']"
202002055,3,2,20,12,"['材料を届ける', '', '', '', '', '', '', '', '', '', '', '']"
202002056,3,2,20,12,"['無事、食料や材料の調達を終えたアマンダ。町人らとの会話。', '', '', '', '', '', '', '', '', '', '', '']"
202003015,3,2,20,12,"['集会', '', '', '', '', '', '', '', '', '', '', '']"
202003016,3,2,20,12,"['集会に【エドラス王国】の兵士が乱入。集会の中止を求める騒ぎに。', '', '', '', '', '', '', '', '', '', '', '']"
202003025,3,2,20,12,"['村に戻る', '', '', '', '', '', '', '', '', '', '', '']"
202003026,3,2,20,12,"['川タウンに戻る。', '', '', '', '', '', '', '', '', '', '', '']"
202004015,3,2,20,12,"['ジェシカ', '', '', '', '', '', '', '', '', '', '', '']"
202004016,3,2,20,12,"['ジェシカ、【エドラス王国】の兵士らに脅されていた。バトルへ。', '', '', '', '', '', '', '', '', '', '', '']"
202004025,3,2,20,12,"['集会万歳', '', '', '', '', '', '', '', '', '', '', '']"
202004026,3,2,20,12,"['祈りの集会は無事開かれ、多くの人がやってきた。', '', '', '', '', '', '', '', '', '', '', '']"
202101011,3,2,20,12,"['ベルトラン', '', '', '', '', '', '', '', '', '', '', '']"
202101012,3,2,20,12,"['賞金付きの魔物', '', '', '', '', '', '', '', '', '', '', '']"
202101013,3,2,20,12,"['【仮】ベルトランあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
202101014,3,2,20,12,"['【仮】ベルトラン受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
202101015,3,2,20,12,"['【★ゲヌエナ】を狩ろう', '', '', '', '', '', '', '', '', '', '', '']"
202101016,3,2,20,12,"['崖フィールドで【★ゲヌエナ】を狩る', '', '', '', '', '', '', '', '', '', '', '']"
202102011,3,2,20,12,"['ベルトラン', '', '', '', '', '', '', '', '', '', '', '']"
202102012,3,2,20,12,"['隻眼の魔狼を追って１', '', '', '', '', '', '', '', '', '', '', '']"
202102013,3,2,20,12,"['【仮】ベルトランあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
202102014,3,2,20,12,"['【仮】ベルトラン受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
202102015,3,2,20,12,"['道具屋に話を聞こう', '', '', '', '', '', '', '', '', '', '', '']"
202102016,3,2,20,12,"['崖タウンで道具屋に話を聞く', '', '', '', '', '', '', '', '', '', '', '']"
202102025,3,2,20,12,"['【★ハイウルフ】を狩ろう', '', '', '', '', '', '', '', '', '', '', '']"
202102026,3,2,20,12,"['崖フィールドで【★ハイウルフ】を狩る', '', '', '', '', '', '', '', '', '', '', '']"
202102035,3,2,20,12,"['道具屋に報告しよう', '', '', '', '', '', '', '', '', '', '', '']"
202102036,3,2,20,12,"['崖タウンで道具屋に報告する', '', '', '', '', '', '', '', '', '', '', '']"
202103011,3,2,20,12,"['ベルトラン', '', '', '', '', '', '', '', '', '', '', '']"
202103012,3,2,20,12,"['隻眼の魔狼を追って２', '', '', '', '', '', '', '', '', '', '', '']"
202103013,3,2,20,12,"['【仮】ベルトランあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
202103014,3,2,20,12,"['【仮】ベルトラン受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
202103015,3,2,20,12,"['ベルトランの家に行こう', '', '', '', '', '', '', '', '', '', '', '']"
202103016,3,2,20,12,"['崖タウンでベルトランの家に行く', '', '', '', '', '', '', '', '', '', '', '']"
202103025,3,2,20,12,"['貴族に話を聞きに行こう', '', '', '', '', '', '', '', '', '', '', '']"
202103026,3,2,20,12,"['崖タウンでラインフェルトに話を聞く', '', '', '', '', '', '', '', '', '', '', '']"
202104011,3,2,20,12,"['ベルトラン', '', '', '', '', '', '', '', '', '', '', '']"
202104012,3,2,20,12,"['４人の親', '', '', '', '', '', '', '', '', '', '', '']"
202104013,3,2,20,12,"['【仮】ベルトランあらすじ', '', '', '', '', '', '', '', '', '', '', '']"
202104014,3,2,20,12,"['【仮】ベルトラン受諾前テキスト', '', '', '', '', '', '', '', '', '', '', '']"
202104015,3,2,20,12,"['【★隻眼の魔狼】を狩ろう', '', '', '', '', '', '', '', '', '', '', '']"
202104016,3,2,20,12,"['崖汎用ダンジョンで【★隻眼の魔狼】を狩る', '', '', '', '', '', '', '', '', '', '', '']"
202104025,3,2,20,12,"['貴族に報告しよう', '', '', '', '', '', '', '', '', '', '', '']"
202104026,3,2,20,12,"['崖タウン酒場にいく', '', '', '', '', '', '', '', '', '', '', '']"
202201011,3,2,20,12,"['マイルズ', '', '', '', '', '', '', '', '', '', '', '']"
202201012,3,2,20,12,"['父親の背を追って', '', '', '', '', '', '', '', '', '', '', '']"
202201013,3,2,20,12,"['～トラベラーストーリー[権力]～\n聖火騎士見習いのマイルズは、\n追い続けていた盗賊が\nアジトに戻ってきていることを知る。\n是が非でも捕らえたいようだ。', '', '', '', '', '', '', '', '', '', '', '']"
