m_id,m_EffectLabel,m_EffectCategory,m_EffectAsset,m_SpawnMax,m_LoopEffect,m_Enemy,m_PossibleReverse,m_Color
302,COM_ALL_DARK_S,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_Yamiosenritsu_A.FxPS_Btl_Yamiosenritsu_A,8,194,195,195,"[1.0, 1.0, 1.0]"
303,COM_FIRE_TORNADO,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/Fx_Btl_Sandonoshinban_A.Fx_Btl_Sandonoshinban_A,0,194,195,195,"[1.0, 1.0, 1.0]"
304,COM_THUNDER1,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/Fx_Btl_Sandonoshinban_C.Fx_Btl_Sandonoshinban_C,0,194,195,195,"[1.0, 1.0, 1.0]"
305,COM_FIRE_TORNAD_M,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_honoonohashira_A.FxPS_Btl_honoonohashira_A,0,194,195,195,"[1.0, 1.0, 1.0]"
306,COM_THUNDER2,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_Kamigaminoraikou_A.FxPS_Btl_Kamigaminoraikou_A,0,194,195,195,"[1.0, 1.0, 1.0]"
307,COM_KOKUZYUEN,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_kokujuen_A.FxPS_Btl_kokujuen_A,4,194,195,195,"[1.0, 1.0, 1.0]"
308,EFFECT_DAMY_00050,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_shirenjo_A.FxPS_Btl_shirenjo_A,0,194,195,195,"[1.0, 1.0, 1.0]"
309,EFFECT_DAMY_00051,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_shirenha_A.FxPS_Btl_shirenha_A,0,194,195,195,"[1.0, 1.0, 1.0]"
310,EFFECT_DAMY_00052,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_shirenkyu_A.FxPS_Btl_shirenkyu_A,1,194,195,195,"[1.0, 1.0, 1.0]"
311,EFFECT_DAMY_00053,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_Taetemiro_A.FxPS_Btl_Taetemiro_A,0,194,195,195,"[1.0, 1.0, 1.0]"
312,COM_HAMON2,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_Taetemiro_B.FxPS_Btl_Taetemiro_B,8,194,195,195,"[1.0, 1.0, 1.0]"
313,COM_ALL_MIST,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_Taetemiro_C.FxPS_Btl_Taetemiro_C,1,194,195,195,"[1.0, 1.0, 1.0]"
314,EFFECT_DAMY_00054,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_eitihenosetsubouKyushuu_A.FxPS_Btl_eitihenosetsubouKyushuu_A,0,194,195,195,"[1.0, 1.0, 1.0]"
315,EFFECT_DAMY_00055,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_eitihenosetsubouKyushuu_B.FxPS_Btl_eitihenosetsubouKyushuu_B,0,194,195,195,"[1.0, 1.0, 1.0]"
316,EFFECT_DAMY_00056,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_eitihenosetsubouKyushuu_A.FxPS_Btl_eitihenosetsubouKyushuu_A,0,194,195,195,"[1.0, 1.0, 1.0]"
317,EFFECT_DAMY_00057,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_shirenha_B.FxPS_Btl_shirenha_B,0,194,195,195,"[1.0, 1.0, 1.0]"
318,COM_MAGIC_SLEEP,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_SLEEPMAGIC_A.FxPS_Btl_SLEEPMAGIC_A,8,194,195,195,"[1.0, 1.0, 1.0]"
319,COM_SUSPICIOUSTORNADO1,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_EneYOUSEI_A.FxPS_Btl_EneYOUSEI_A,0,194,195,195,"[1.0, 1.0, 1.0]"
320,COM_SUSPICIOUSTORNADO2,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/ENEMY_Juso.ENEMY_Juso,1,194,195,195,"[1.0, 1.0, 1.0]"
321,COM_HOUKOU,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_ENEMY_HOUKOU.FxPS_ENEMY_HOUKOU,4,194,195,195,"[1.0, 1.0, 1.0]"
322,COM_MIST_PURPLE,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/KYOUHAKU.KYOUHAKU,1,194,195,195,"[1.0, 1.0, 1.0]"
323,COM_FEAR_ATK,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FEARSWORD.FEARSWORD,0,194,195,195,"[1.0, 1.0, 1.0]"
324,COM_BUFF_UNIQUE3,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/YOUKUSEI.YOUKUSEI,0,194,195,195,"[1.0, 1.0, 1.0]"
325,ENEMY_DEATH_MAGIC,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_BtlDEADMAGIC.FxPS_BtlDEADMAGIC,4,194,195,195,"[1.0, 1.0, 1.0]"
326,COM_WATERATK,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Eff_Btl_Ene_Spit_Single_Shot_A.Eff_Btl_Ene_Spit_Single_Shot_A,4,194,195,195,"[1.0, 1.0, 1.0]"
327,COM_EXPLOSION2,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/HealingBuddha/FxPS_Btl_Fratic_B.FxPS_Btl_Fratic_B,4,194,195,195,"[1.0, 1.0, 1.0]"
328,ENEMY_SINGLE_MADOUDAN1,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_Madoudan_A.FxPS_Btl_Madoudan_A,8,194,194,195,"[1.0, 1.0, 1.0]"
329,ENEMY_SINGLE_MADOUDAN2,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_Madoudan2_A.FxPS_Btl_Madoudan2_A,8,194,194,195,"[1.0, 1.0, 1.0]"
330,ENEMY_SINGLE_MADOUDAN3,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_Madoudan3_A.FxPS_Btl_Madoudan3_A,8,194,194,195,"[1.0, 1.0, 1.0]"
331,ENEMY_MAGAN,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_ENEMY_MAGAN_A.FxPS_ENEMY_MAGAN_A,0,194,195,195,"[1.0, 1.0, 1.0]"
332,ENEMY_STONE_EXPLOSION,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_ENEMY_MAGAN2_A.FxPS_ENEMY_MAGAN2_A,0,194,195,195,"[1.0, 1.0, 1.0]"
333,ENEMY_DARK_TIRNADO_HIT1,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_TatumakiDark_A.FxPS_Btl_TatumakiDark_A,4,194,195,195,"[1.0, 1.0, 1.0]"
334,ENEMY_DARK_TIRNADO_HIT2,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_TatumakiDark_B.FxPS_Btl_TatumakiDark_B,1,194,195,195,"[1.0, 1.0, 1.0]"
335,COM_BUFF_UNIQUE4,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/Fx_Btl_SeiEn_A.Fx_Btl_SeiEn_A,4,194,195,195,"[1.0, 1.0, 1.0]"
336,COM_DARKFIRE,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_Mouka_A.FxPS_Btl_Mouka_A,1,194,195,195,"[1.0, 1.0, 1.0]"
337,COM_TRJ_SPEARTHROW,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_EnemyYariNage_A.FxPS_Btl_EnemyYariNage_A,1,194,195,195,"[1.0, 1.0, 1.0]"
338,COM_HIT_SPEARTHROW,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_EnemyYariNageRe_A.FxPS_Btl_EnemyYariNageRe_A,8,194,195,195,"[1.0, 1.0, 1.0]"
339,EFFECT_DAMY_00058,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/KIRI_ALL.KIRI_ALL,0,194,195,195,"[1.0, 1.0, 1.0]"
340,EFFECT_DAMY_00059,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_EneSuperStrong_A.FxPS_Btl_EneSuperStrong_A,0,194,195,195,"[1.0, 1.0, 1.0]"
341,ENEMY_TRJ_DAIHOUKOU,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_ENEMY_DAIHOUKOU.FxPS_ENEMY_DAIHOUKOU,4,194,195,195,"[1.0, 1.0, 1.0]"
342,ENEMY_HIT_DAIHOUKOU,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_ENEMY_DAIHOUKOU2.FxPS_ENEMY_DAIHOUKOU2,4,194,195,195,"[1.0, 1.0, 1.0]"
343,ENEMY_SIMETUKERU,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/Eff_Btl_Ene_Squeeze_Single_Shot_A.Eff_Btl_Ene_Squeeze_Single_Shot_A,4,194,195,195,"[1.0, 1.0, 1.0]"
344,ENEMY_BODYATK,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_Taiatari_A.FxPS_Btl_Taiatari_A,8,194,195,194,"[1.0, 1.0, 1.0]"
345,PC_CROSS_ALL,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/Eff_Btl_PC_XCrossSlash_Single_Shot_A.Eff_Btl_PC_XCrossSlash_Single_Shot_A,4,194,195,195,"[1.0, 1.0, 1.0]"
346,ENEMY_WHIP,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_Whip_A.FxPS_Btl_Whip_A,8,194,194,194,"[1.0, 1.0, 1.0]"
347,ENEMY_TSUKISASU,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_Strike_A.FxPS_Btl_Strike_A,8,194,195,195,"[1.0, 1.0, 1.0]"
348,EFFECT_DAMY_00060,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_ENEMY_MAGEN_D.FxPS_ENEMY_MAGEN_D,0,194,195,195,"[1.0, 1.0, 1.0]"
349,EFFECT_DAMY_00061,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/HitEffect/FxPS_Btl_Bang_A.FxPS_Btl_Bang_A,0,194,195,195,"[1.0, 1.0, 1.0]"
350,ENEMY_DANCER_ARIA1,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_HorrorMusic_A.FxPS_Btl_HorrorMusic_A,0,194,195,195,"[1.0, 1.0, 1.0]"
351,ENEMY_DANCER_ARIA2,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_HorrorMusic_B.FxPS_Btl_HorrorMusic_B,0,194,195,195,"[1.0, 1.0, 1.0]"
352,EFFECT_DAMY_00062,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Merchant/FxPS_Btl_compound_B.FxPS_Btl_compound_B,0,194,195,195,"[1.0, 1.0, 1.0]"
353,EFFECT_DAMY_00063,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Merchant/FxPS_Btl_compound_C.FxPS_Btl_compound_C,0,194,195,195,"[1.0, 1.0, 1.0]"
354,EFFECT_DAMY_00064,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Merchant/FxPS_Btl_compound_D.FxPS_Btl_compound_D,0,194,195,195,"[1.0, 1.0, 1.0]"
355,ENEMY_ZANGEKI_RED,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_SingleRedSlashR_A.FxPS_Btl_SingleRedSlashR_A,0,194,195,195,"[1.0, 1.0, 1.0]"
356,ENEMY_ZANGEKI_BLACK,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_SingleBlackSlashR_A.FxPS_Btl_SingleBlackSlashR_A,0,194,195,195,"[1.0, 1.0, 1.0]"
357,COM_ALL_FIRE_LL,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/STAR/FxPS_Btl_StSP_R_2A.FxPS_Btl_StSP_R_2A,0,194,195,195,"[1.0, 1.0, 1.0]"
358,COM_ALL_UNIQUE_LL,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_PrayerSin_B.FxPS_Btl_PrayerSin_B,0,194,195,195,"[1.0, 1.0, 1.0]"
359,COM_MAGICBARRIER,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_MagicBarrier_A.FxPS_Btl_MagicBarrier_A,4,194,195,195,"[1.0, 1.0, 1.0]"
360,ENEMY_TRJ_BOUSOU,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_Simetukeru_C.FxPS_Btl_Simetukeru_C,0,194,195,195,"[1.0, 1.0, 1.0]"
361,ENEMY_HIT_BOUSOU,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_Simetukeru_D.FxPS_Btl_Simetukeru_D,4,194,195,195,"[1.0, 1.0, 1.0]"
362,ENEMY_EYEBEAM,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_ENEMY_MAGEN_B.FxPS_ENEMY_MAGEN_B,0,194,195,195,"[1.0, 1.0, 1.0]"
363,ENEMY_ALL_WIND_L,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_EneWindMagicBst2_A.FxPS_Btl_EneWindMagicBst2_A,1,194,195,195,"[1.0, 1.0, 1.0]"
364,ENEMY_ALL_WIND_LL,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_EneExwind_A.FxPS_Btl_EneExwind_A,1,194,195,195,"[1.0, 1.0, 1.0]"
365,ENEMY_RAINBOWMIST,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Enemy/FxPS_Btl_COMPOUND2_A.FxPS_Btl_COMPOUND2_A,4,194,194,194,"[1.0, 1.0, 1.0]"
366,ENEMY_ITO,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/hunter/FxPS_Btl_MonCatch_A.FxPS_Btl_MonCatch_A,4,194,195,195,"[1.0, 1.0, 1.0]"
367,EFFECT_DAMY_00065,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Eff_Btl_Com_AttackStressUpM_Single_Shot_A.Eff_Btl_Com_AttackStressUpM_Single_Shot_A,8,194,194,194,"[1.0, 1.0, 1.0]"
368,COM_OMEN_FIRE,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Omen/Eff_Blt_Com_FireOmen_Semi_Shot_A.Eff_Blt_Com_FireOmen_Semi_Shot_A,8,194,194,194,"[1.0, 1.0, 1.0]"
369,COM_OMEN_ICE,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Omen/Eff_Blt_Com_IceOmen_Semi_Shot_A.Eff_Blt_Com_IceOmen_Semi_Shot_A,8,194,194,194,"[1.0, 1.0, 1.0]"
370,COM_OMEN_THUNDER,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Omen/Eff_Btl_Com_ThunderOmen_Semi_Shot_A.Eff_Btl_Com_ThunderOmen_Semi_Shot_A,8,194,194,194,"[1.0, 1.0, 1.0]"
371,COM_OMEN_WIND,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Omen/Eff_Btl_Com_WindOmen_Semi_Shot_A.Eff_Btl_Com_WindOmen_Semi_Shot_A,8,194,194,194,"[1.0, 1.0, 1.0]"
372,COM_OMEN_LIGHT,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Omen/Eff_Btl_Com_LightOmen_Semi_Shot_A.Eff_Btl_Com_LightOmen_Semi_Shot_A,8,194,194,194,"[1.0, 1.0, 1.0]"
373,COM_OMEN_DARK,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Omen/Eff_Btl_Com_DarkOmen_Semi_Shot_A.Eff_Btl_Com_DarkOmen_Semi_Shot_A,8,194,194,194,"[1.0, 1.0, 1.0]"
374,EFFECT_DAMY_00066,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Guard/FxPS_Btl_Angel_B.FxPS_Btl_Angel_B,4,194,194,194,"[1.0, 1.0, 1.0]"
375,COM_POISENATK,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/HitEffect/FxPS_Btl_PoisonAttack_A.FxPS_Btl_PoisonAttack_A,4,194,194,194,"[1.0, 1.0, 1.0]"
376,COM_SLEEPATK,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/HitEffect/FxPS_Btl_SleepAttack_A.FxPS_Btl_SleepAttack_A,4,194,194,194,"[1.0, 1.0, 1.0]"
377,COM_CONFUSEATK,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/HitEffect/FxPS_Btl_ConfuseAttack_A.FxPS_Btl_ConfuseAttack_A,4,194,194,194,"[1.0, 1.0, 1.0]"
378,COM_DARKNESSATK,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/HitEffect/FxPS_Btl_DarknessAttack_A.FxPS_Btl_DarknessAttack_A,4,194,194,194,"[1.0, 1.0, 1.0]"
379,COM_SILENCESATK,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/HitEffect/FxPS_Btl_SilenceAttack_A.FxPS_Btl_SilenceAttack_A,4,194,194,194,"[1.0, 1.0, 1.0]"
380,COM_FEARATK,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/HitEffect/FxPS_Btl_FearAttack_A.FxPS_Btl_FearAttack_A,4,194,194,194,"[1.0, 1.0, 1.0]"
381,COM_FIRE_SINGLE_S,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Btl_Com_FireS_Single_Shot_A.Eff_Btl_Com_FireS_Single_Shot_A,12,194,194,194,"[1.0, 1.0, 1.0]"
382,COM_FIRE_SINGLE_M,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Btl_Com_FireM_Single_Shot_A.Eff_Btl_Com_FireM_Single_Shot_A,12,194,194,194,"[1.0, 1.0, 1.0]"
383,COM_FIRE_SINGLE_L,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Blt_Com_FireL_Single_Shot_B.Eff_Blt_Com_FireL_Single_Shot_B,12,194,194,194,"[1.0, 1.0, 1.0]"
384,COM_ICE_SINGLE_S,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Btl_Com_IceS_Single_Shot_A.Eff_Btl_Com_IceS_Single_Shot_A,12,194,194,194,"[1.0, 1.0, 1.0]"
385,COM_ICE_SINGLE_M,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Btl_Com_IceM_Single_Shot_A.Eff_Btl_Com_IceM_Single_Shot_A,12,194,194,194,"[1.0, 1.0, 1.0]"
386,COM_ICE_SINGLE_L,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Blt_Com_IceL_Single_Shot_A.Eff_Blt_Com_IceL_Single_Shot_A,12,194,194,194,"[1.0, 1.0, 1.0]"
387,COM_THUNDER_SINGLE_S,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Btl_Com_ThunderS_Single_Shot_A.Eff_Btl_Com_ThunderS_Single_Shot_A,12,194,194,194,"[1.0, 1.0, 1.0]"
388,COM_THUNDER_SINGLE_M,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Btl_Com_ThunderM_Single_Shot_A.Eff_Btl_Com_ThunderM_Single_Shot_A,12,194,194,194,"[1.0, 1.0, 1.0]"
389,COM_THUNDER_SINGLE_L,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Blt_Com_ThunderL_Single_Shot_A.Eff_Blt_Com_ThunderL_Single_Shot_A,12,194,194,194,"[1.0, 1.0, 1.0]"
390,PC_WIND_SINGLE_S,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Btl_Com_WindS_Single_Shot_A.Eff_Btl_Com_WindS_Single_Shot_A,12,194,194,194,"[1.0, 1.0, 1.0]"
391,PC_WIND_SINGLE_M,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Btl_Com_WindM_Single_Shot_A.Eff_Btl_Com_WindM_Single_Shot_A,12,194,194,194,"[1.0, 1.0, 1.0]"
392,PC_WIND_SINGLE_L,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Btl_Com_WindL_Single_Shot_A.Eff_Btl_Com_WindL_Single_Shot_A,12,194,194,194,"[1.0, 1.0, 1.0]"
393,COM_DARK_SINGLE_S,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Btl_Com_DarkS_Single_Shot_A.Eff_Btl_Com_DarkS_Single_Shot_A,12,194,194,194,"[1.0, 1.0, 1.0]"
394,COM_DARK_SINGLE_M,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Btl_Com_DarkM_Single_Shot_A.Eff_Btl_Com_DarkM_Single_Shot_A,12,194,194,194,"[1.0, 1.0, 1.0]"
395,COM_DARK_SINGLE_L,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/Magician/Eff_Blt_Com_DarkL_Single_Shot_A.Eff_Blt_Com_DarkL_Single_Shot_A,12,194,194,194,"[1.0, 1.0, 1.0]"
396,PC_LIGHT_SINGLE_S,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/priest/FxPS_Btl_PriHolylight1_A.FxPS_Btl_PriHolylight1_A,12,194,194,194,"[1.0, 1.0, 1.0]"
397,PC_LIGHT_SINGLE_M,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/priest/Eff_Btl_PC_HolyLightL_All_Shot_A.Eff_Btl_PC_HolyLightL_All_Shot_A,12,194,194,194,"[1.0, 1.0, 1.0]"
398,PC_LIGHT_SINGLE_L,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/priest/FxPS_Btl_PriHolylight3_A.FxPS_Btl_PriHolylight3_A,12,194,194,194,"[1.0, 1.0, 1.0]"
399,EFFECT_DAMY_00067,6,None,0,194,194,194,"[1.0, 1.0, 1.0]"
400,EFFECT_DAMY_00068,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/FxPS_Btl_BossBoost2_A.FxPS_Btl_BossBoost2_A,0,194,194,194,"[1.0, 1.0, 1.0]"
401,EFFECT_DAMY_00069,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/FxPS_Btl_BossBoost2_A.FxPS_Btl_BossBoost2_A,0,194,194,194,"[1.0, 1.0, 1.0]"
402,EFFECT_DAMY_00070,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Omen/FxPS_Btl_Boost4_A_KS.FxPS_Btl_Boost4_A_KS,4,195,195,195,"[1.0, 1.0, 1.0]"
403,EFFECT_DAMY_00071,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/FxPS_Btl_TigerPowerUp_A.FxPS_Btl_TigerPowerUp_A,0,194,194,194,"[1.0, 1.0, 1.0]"
404,EFFECT_DAMY_00072,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/FxPS_Btl_AkamePowerUp_A.FxPS_Btl_AkamePowerUp_A,4,195,195,195,"[1.0, 1.0, 1.0]"
405,EFFECT_DAMY_00073,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/FxPS_Btl_VelunaPowerUp_A.FxPS_Btl_VelunaPowerUp_A,4,195,195,195,"[1.0, 1.0, 1.0]"
406,PC_FIRE_SRUSH,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/HitEffect/FxPS_Btl_SlashFire_A.FxPS_Btl_SlashFire_A,4,194,194,194,"[1.0, 1.0, 1.0]"
407,PC_ICE_SRUSH,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/HitEffect/FxPS_Btl_SlashIce_B.FxPS_Btl_SlashIce_B,4,194,194,194,"[1.0, 1.0, 1.0]"
408,PC_THUNDER_SRUSH,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/HitEffect/FxPS_Btl_SlashThunder_A.FxPS_Btl_SlashThunder_A,4,194,194,194,"[1.0, 1.0, 1.0]"
409,PC_WIND_SRUSH,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/HitEffect/FxPS_Btl_SlashWind_A.FxPS_Btl_SlashWind_A,4,194,194,194,"[1.0, 1.0, 1.0]"
410,PC_LIGHT_SRUSH,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/HitEffect/FxPS_Btl_SlashLight_A.FxPS_Btl_SlashLight_A,4,194,194,194,"[1.0, 1.0, 1.0]"
411,PC_DARK_SRUSH,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/HitEffect/FxPS_Btl_SlashDark_A.FxPS_Btl_SlashDark_A,4,194,194,194,"[1.0, 1.0, 1.0]"
412,EFFECT_DAMY_00074,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/dagger/FxPS_Btl_EneFireDagger_A.FxPS_Btl_EneFireDagger_A,0,194,194,194,"[1.0, 1.0, 1.0]"
413,EFFECT_DAMY_00075,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/dagger/FxPS_Btl_EneIceDagger_A.FxPS_Btl_EneIceDagger_A,0,194,194,194,"[1.0, 1.0, 1.0]"
414,EFFECT_DAMY_00076,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/dagger/FxPS_Btl_EneDarkDagger_A.FxPS_Btl_EneDarkDagger_A,1,194,194,195,"[1.0, 1.0, 1.0]"
415,EFFECT_DAMY_00077,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/RuneMaster/FxPS_Btl_ReverseRune_A.FxPS_Btl_ReverseRune_A,0,194,194,194,"[1.0, 1.0, 1.0]"
416,COM_HOLYLIGHT,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/priest/Eff_Btl_PC_HolyLightL_All_Shot_A.Eff_Btl_PC_HolyLightL_All_Shot_A,0,194,194,194,"[1.0, 1.0, 1.0]"
417,COM_METEOSTRIKE_WIND,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/STAR/FxPS_Btl_StarMeteorWind_A.FxPS_Btl_StarMeteorWind_A,0,194,194,194,"[1.0, 1.0, 1.0]"
418,COM_METEOSTRIKE_LIGHT,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/STAR/FxPS_Btl_StarMeteorLight_A.FxPS_Btl_StarMeteorLight_A,4,194,195,195,"[1.0, 1.0, 1.0]"
419,COM_METEOSTRIKE_DARK,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/Ability/STAR/FxPS_Btl_StarMeteorDark_A.FxPS_Btl_StarMeteorDark_A,0,194,194,194,"[1.0, 1.0, 1.0]"
420,PC_HIT_SWORD_SINGLE_M,6,/Game/Effect/Resource/V1_0_0/Particles/Btl/weapon/sword/Eff_Btl_PC_SwordM_Single_Shot_A.Eff_Btl_PC_SwordM_Single_Shot_A,4,194,194,194,"[1.0, 1.0, 1.0]"
