m_id,m_Category,m_Grade,m_DisplayOrder,m_HideAchieved,m_HideCondAchieved,m_HideAfterAquired,m_OpenCondAchieve,m_OpenCondQuest,m_OpenCondOther,m_Title,m_Description,m_ConditionID,m_AddInfluence,m_RewardType,m_RewardItemId,m_RewardItemNum,m_RewardOption0,m_LimitedTimeId,m_LimitedStartTimestamp,m_LimitedEndTimestamp,m_AfterAchieveLimitNum,m_LimitNumHide
69,2,1,21011,194,194,194,68,0,0,111319,116320,90069,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
70,2,2,21012,194,194,194,69,0,0,111320,116321,90070,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
71,2,1,21013,195,194,194,0,0,90783,111321,116322,90071,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
72,2,1,21014,194,194,194,71,0,0,111322,116323,90072,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
73,2,2,21015,194,194,194,72,0,0,111323,116324,90073,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
568,2,1,21016,195,194,194,0,0,90784,111788,116789,90538,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
569,2,1,21017,194,194,194,568,0,0,111789,116790,90539,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
570,2,2,21018,194,194,194,569,0,0,111790,116791,90540,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
571,2,1,21019,195,194,194,0,0,90785,111791,116792,90541,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
572,2,1,21020,194,194,194,571,0,0,111792,116793,90542,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
573,2,2,21021,194,194,194,572,0,0,111793,116794,90543,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
574,2,1,21022,195,194,194,0,0,90786,111794,116795,90544,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
575,2,1,21023,194,194,194,574,0,0,111795,116796,90545,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
576,2,2,21024,194,194,194,575,0,0,111796,116797,90546,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
577,2,1,21025,195,194,194,0,0,90787,111797,116798,90547,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
578,2,1,21026,194,194,194,577,0,0,111798,116799,90548,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
579,2,2,21027,194,194,194,578,0,0,111799,116800,90549,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
580,2,1,21028,195,194,194,0,0,90788,111800,116801,90550,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
581,2,1,21029,194,194,194,580,0,0,111801,116802,90551,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
582,2,2,21030,194,194,194,581,0,0,111802,116803,90552,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
583,2,1,21031,195,194,194,0,0,90789,111803,116804,90553,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
584,2,1,21032,194,194,194,583,0,0,111804,116805,90554,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
585,2,2,21033,194,194,194,584,0,0,111805,116806,90555,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
586,2,1,21034,195,194,194,0,0,90790,111806,116807,90556,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
587,2,1,21035,194,194,194,586,0,0,111807,116808,90557,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
588,2,2,21036,194,194,194,587,0,0,111808,116809,90558,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
589,2,1,21037,195,194,194,0,0,90791,111809,116810,90559,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
590,2,1,21038,194,194,194,589,0,0,111810,116811,90560,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
591,2,2,21039,194,194,194,590,0,0,111811,116812,90561,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
592,2,1,21040,195,194,194,0,0,90792,111812,116813,90562,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
593,2,1,21041,194,194,194,592,0,0,111813,116814,90563,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
594,2,2,21042,194,194,194,593,0,0,111814,116815,90564,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
595,2,1,21043,195,194,194,0,0,90793,111815,116816,90565,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
596,2,1,21044,194,194,194,595,0,0,111816,116817,90566,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
597,2,2,21045,194,194,194,596,0,0,111817,116818,90567,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
598,2,1,21046,195,194,194,0,0,90794,111818,116819,90568,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
599,2,1,21047,194,194,194,598,0,0,111819,116820,90569,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
600,2,2,21048,194,194,194,599,0,0,111820,116821,90570,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
601,2,1,21049,195,194,194,0,0,90795,111821,116822,90571,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
602,2,1,21050,194,194,194,601,0,0,111822,116823,90572,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
603,2,2,21051,194,194,194,602,0,0,111823,116824,90573,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
604,2,1,21052,195,194,194,0,0,90796,111824,116825,90574,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
605,2,1,21053,194,194,194,604,0,0,111825,116826,90575,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
606,2,2,21054,194,194,194,605,0,0,111826,116827,90576,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
607,2,1,21055,195,194,194,0,0,90797,111827,116828,90577,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
608,2,1,21056,194,194,194,607,0,0,111828,116829,90578,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
609,2,2,21057,194,194,194,608,0,0,111829,116830,90579,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
610,2,1,21058,195,194,194,0,0,90798,111830,116831,90580,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
611,2,1,21059,194,194,194,610,0,0,111831,116832,90581,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
612,2,2,21060,194,194,194,611,0,0,111832,116833,90582,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
613,2,1,21061,195,194,194,0,0,90799,111833,116834,90583,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
614,2,1,21062,194,194,194,613,0,0,111834,116835,90584,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
615,2,2,21063,194,194,194,614,0,0,111835,116836,90585,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
616,2,1,21064,195,194,194,0,0,90800,111836,116837,90586,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
617,2,1,21065,194,194,194,616,0,0,111837,116838,90587,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
618,2,2,21066,194,194,194,617,0,0,111838,116839,90588,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
619,2,1,21067,195,194,194,0,0,90801,111839,116840,90589,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
620,2,1,21068,194,194,194,619,0,0,111840,116841,90590,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
621,2,2,21069,194,194,194,620,0,0,111841,116842,90591,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
622,2,1,21070,195,194,194,0,0,90802,111842,116843,90592,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
623,2,1,21071,194,194,194,622,0,0,111843,116844,90593,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
624,2,2,21072,194,194,194,623,0,0,111844,116845,90594,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
625,2,1,21073,195,194,194,0,0,90803,111845,116846,90595,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
626,2,1,21074,194,194,194,625,0,0,111846,116847,90596,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
627,2,2,21075,194,194,194,626,0,0,111847,116848,90597,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
628,2,1,21076,195,194,194,0,0,90804,111848,116849,90598,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
629,2,1,21077,194,194,194,628,0,0,111849,116850,90599,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
630,2,2,21078,194,194,194,629,0,0,111850,116851,90600,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
631,2,1,21079,195,194,194,0,0,90805,111851,116852,90601,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
632,2,1,21080,194,194,194,631,0,0,111852,116853,90602,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
633,2,2,21081,194,194,194,632,0,0,111853,116854,90603,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
634,2,1,21082,195,194,194,0,0,90806,111854,116855,90604,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
635,2,1,21083,194,194,194,634,0,0,111855,116856,90605,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
636,2,2,21084,194,194,194,635,0,0,111856,116857,90606,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
637,2,1,21085,195,194,194,0,0,90807,111857,116858,90607,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
638,2,1,21086,194,194,194,637,0,0,111858,116859,90608,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
639,2,2,21087,194,194,194,638,0,0,111859,116860,90609,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
640,2,1,21088,195,194,194,0,0,90808,111860,116861,90610,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
641,2,1,21089,194,194,194,640,0,0,111861,116862,90611,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
642,2,2,21090,194,194,194,641,0,0,111862,116863,90612,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
643,2,1,21091,195,194,194,0,0,90809,111863,116864,90613,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
644,2,1,21092,194,194,194,643,0,0,111864,116865,90614,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
645,2,2,21093,194,194,194,644,0,0,111865,116866,90615,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
646,2,1,21094,195,194,194,0,0,90810,111866,116867,90616,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
647,2,1,21095,194,194,194,646,0,0,111867,116868,90617,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
648,2,2,21096,194,194,194,647,0,0,111868,116869,90618,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
649,2,1,21097,195,194,194,0,0,90811,111869,116870,90619,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
650,2,1,21098,194,194,194,649,0,0,111870,116871,90620,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
651,2,2,21099,194,194,194,650,0,0,111871,116872,90621,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
652,2,1,21100,195,194,194,0,0,90812,111872,116873,90622,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
653,2,1,21101,194,194,194,652,0,0,111873,116874,90623,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
654,2,2,21102,194,194,194,653,0,0,111874,116875,90624,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
655,2,1,21103,195,194,194,0,0,90813,111875,116876,90625,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
656,2,1,21104,194,194,194,655,0,0,111876,116877,90626,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
657,2,2,21105,194,194,194,656,0,0,111877,116878,90627,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
658,2,1,21106,195,194,194,0,0,90814,111878,116879,90628,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
659,2,1,21107,194,194,194,658,0,0,111879,116880,90629,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
660,2,2,21108,194,194,194,659,0,0,111880,116881,90630,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
661,2,1,21109,195,194,194,0,0,90815,111881,116882,90631,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
662,2,1,21110,194,194,194,661,0,0,111882,116883,90632,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
663,2,2,21111,194,194,194,662,0,0,111883,116884,90633,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
667,2,1,21112,195,194,194,0,0,90817,111887,116888,90637,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
668,2,1,21113,194,194,194,667,0,0,111888,116889,90638,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
669,2,2,21114,194,194,194,668,0,0,111889,116890,90639,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
670,2,1,21115,195,194,194,0,0,90818,111890,116891,90640,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
671,2,1,21116,194,194,194,670,0,0,111891,116892,90641,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
672,2,2,21117,194,194,194,671,0,0,111892,116893,90642,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
673,2,1,21118,195,194,194,0,0,90819,111893,116894,90643,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
674,2,1,21119,194,194,194,673,0,0,111894,116895,90644,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
675,2,2,21120,194,194,194,674,0,0,111895,116896,90645,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
679,2,1,21121,195,194,194,0,0,90821,111899,116900,90649,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
680,2,1,21122,194,194,194,679,0,0,111900,116901,90650,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
681,2,2,21123,194,194,194,680,0,0,111901,116902,90651,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
682,2,1,21124,195,194,194,0,0,90822,111902,116903,90652,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
683,2,1,21125,194,194,194,682,0,0,111903,116904,90653,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
684,2,2,21126,194,194,194,683,0,0,111904,116905,90654,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
685,2,1,21127,195,194,194,0,0,90823,111905,116906,90655,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
686,2,1,21128,194,194,194,685,0,0,111906,116907,90656,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
687,2,2,21129,194,194,194,686,0,0,111907,116908,90657,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
688,2,1,21130,195,194,194,0,0,90824,111908,116909,90658,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
689,2,1,21131,194,194,194,688,0,0,111909,116910,90659,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
690,2,2,21132,194,194,194,689,0,0,111910,116911,90660,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
691,2,1,21133,195,194,194,0,0,90825,111911,116912,90661,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
692,2,1,21134,194,194,194,691,0,0,111912,116913,90662,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
693,2,2,21135,194,194,194,692,0,0,111913,116914,90663,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
694,2,1,21136,195,194,194,0,0,90826,111914,116915,90664,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
695,2,1,21137,194,194,194,694,0,0,111915,116916,90665,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
696,2,2,21138,194,194,194,695,0,0,111916,116917,90666,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
697,2,1,21139,195,194,194,0,0,90827,111917,116918,90667,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
698,2,1,21140,194,194,194,697,0,0,111918,116919,90668,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
699,2,2,21141,194,194,194,698,0,0,111919,116920,90669,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
700,2,1,21142,195,194,194,0,0,90828,111920,116921,90670,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
701,2,1,21143,194,194,194,700,0,0,111921,116922,90671,"[0, 2, 0]","[100, 0, 0, 0]","[0, 0, 0, 0]","[2, 0, 0, 0]","[0, 0, 0, 0]",0,0,0,0,194
