m_id,m_Version,m_Name,m_MapID,m_ReturnMapID,m_ReturnPathActorName,m_ReturnDir,m_Kind,m_PlayBGM,m_SoundCueID,m_Skip,m_MapLoadWait,m_IgnoreCharaGroups,m_ForceObjectId
269,Boss/B07_01,EvB07_01_07d,10035,0,,0,12,0,"[4030, 0, 0, 0, 0, 0, 0, 0]",1,194,"[15, 0, 0, 0]",0
270,Boss/B07_01,EvB07_01_07e,10035,0,,0,12,0,"[4030, 0, 0, 0, 0, 0, 0, 0]",1,194,"[15, 0, 0, 0]",0
271,Boss/B07_01,EvB07_01_08a,10035,10035,SnT_2002B1_01,0,12,0,"[4030, 0, 0, 0, 0, 0, 0, 0]",1,194,"[15, 0, 0, 0]",0
6281,Boss/B07_01,EvB07_01_08b,56,0,,0,12,0,"[4030, 0, 0, 0, 0, 0, 0, 0]",1,194,"[15, 0, 0, 0]",0
6282,Boss/B07_01,EvB07_01_08c,10035,0,,0,12,0,"[4030, 0, 0, 0, 0, 0, 0, 0]",1,194,"[15, 0, 0, 0]",0
6283,Boss/B07_01,EvB07_01_08d,2010,0,,0,12,0,"[4030, 0, 0, 0, 0, 0, 0, 0]",1,194,"[15, 0, 0, 0]",0
7042,Boss/B07_01,EvB07_01_08e,10035,0,,0,12,0,"[4030, 0, 0, 0, 0, 0, 0, 0]",1,194,"[15, 0, 0, 0]",0
7043,Boss/B07_01,EvB07_01_08f,10035,10035,Spawn51,3,12,0,"[4030, 0, 0, 0, 0, 0, 0, 0]",1,194,"[15, 0, 0, 0]",0
7044,Boss/B07_01,EvB07_01_08g,10035,0,,0,12,0,"[4030, 0, 0, 0, 0, 0, 0, 0]",1,194,"[15, 0, 0, 0]",0
7045,Boss/B07_01,EvB07_01_08h,10035,0,,0,12,0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,194,"[15, 0, 0, 0]",0
7342,Boss/B07_01,EvB07_01_08i,10035,0,,0,12,0,"[4030, 0, 0, 0, 0, 0, 0, 0]",1,194,"[15, 0, 0, 0]",0
7343,Boss/B07_01,EvB07_01_08j,10035,0,,0,12,0,"[4030, 0, 0, 0, 0, 0, 0, 0]",1,194,"[15, 0, 0, 0]",0
7344,Boss/B07_01,EvB07_01_08k,10035,0,,0,12,0,"[4030, 0, 0, 0, 0, 0, 0, 0]",1,194,"[15, 0, 0, 0]",0
272,Boss/B07_01,EvB07_01_09a,10035,10035,Spawn53,0,12,0,"[4030, 0, 0, 0, 0, 0, 0, 0]",1,194,"[15, 0, 0, 0]",0
273,Boss/B07_01,EvB07_01_10a,100017,0,,0,12,0,"[4030, 0, 0, 0, 0, 0, 0, 0]",1,194,"[15, 0, 0, 0]",0
274,Boss/B07_01,EvB07_01_11a,100017,0,,0,12,0,"[4030, 0, 0, 0, 0, 0, 0, 0]",1,194,"[15, 0, 0, 0]",0
275,Boss/B07_01,EvB07_01_11b,100017,0,,0,12,0,"[4030, 0, 0, 0, 0, 0, 0, 0]",1,194,"[15, 0, 0, 0]",0
276,Boss/B07_01,EvB07_01_11c,100017,0,,0,12,0,"[4030, 0, 0, 0, 0, 0, 0, 0]",1,194,"[15, 0, 0, 0]",0
277,Boss/B07_01,EvB07_01_12a,10029,0,,0,12,0,"[4030, 0, 0, 0, 0, 0, 0, 0]",1,194,"[15, 0, 0, 0]",0
278,Boss/B07_01,EvB07_01_13a,10034,0,,0,12,0,"[4030, 0, 0, 0, 0, 0, 0, 0]",1,194,"[15, 0, 0, 0]",0
279,Boss/B07_01,EvB07_01_13b,58,0,,0,12,0,"[4030, 0, 0, 0, 0, 0, 0, 0]",1,194,"[15, 0, 0, 0]",0
280,Boss/B07_01,EvB07_01_13c,2020,58,Snw_F_1A1_02,2,12,0,"[4030, 0, 0, 0, 0, 0, 0, 0]",1,194,"[15, 0, 0, 0]",0
4614,Tutorial/09,EvTutorial_09,2010,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,194,"[0, 0, 0, 0]",0
4616,Tutorial/11,EvTutorial_11,2010,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,194,"[0, 0, 0, 0]",0
4626,Tutorial/16,EvTutorial_16_B01,2010,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,194,"[0, 0, 0, 0]",0
6475,Tutorial/16,EvTutorial_16_B02,2010,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,194,"[0, 0, 0, 0]",0
6476,Tutorial/16,EvTutorial_16_B03,2010,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,194,"[0, 0, 0, 0]",0
6258,Tutorial/17,EvTutorial_17_01a,2,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6259,Tutorial/17,EvTutorial_17_01b,2,2,SpawnHD,3,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,194,"[0, 0, 0, 0]",0
6604,Tutorial/29,EvTutorial_29,2010,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,194,"[0, 0, 0, 0]",0
7095,Tutorial/31,EvTutorial_31_01,10009,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,194,"[0, 0, 0, 0]",0
7096,Tutorial/31,EvTutorial_31_02,10009,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,194,"[0, 0, 0, 0]",0
7240,Tutorial/32,EvTutorial_32,2010,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,194,"[0, 0, 0, 0]",0
7245,Tutorial/33,EvTutorial_33,2010,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,194,"[0, 0, 0, 0]",0
7588,Tutorial/35,EvTutorial_35_01a,2010,46,Bar1,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,194,"[0, 0, 0, 0]",0
7589,Tutorial/35,EvTutorial_35_01b,2010,56,Bar1,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,194,"[0, 0, 0, 0]",0
7590,Tutorial/35,EvTutorial_35_01c,2010,77,Bar0,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,194,"[0, 0, 0, 0]",0
7757,Tutorial/36,EvTutorial_36,2010,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,194,"[0, 0, 0, 0]",0
8340,Tutorial/38,EvTutorial_38and39,2010,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,194,"[0, 0, 0, 0]",0
9411,Tutorial/70,EvTutorial_70,2010,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",0,194,"[0, 0, 0, 0]",0
55,Work/Ending,EvWorkEnding_B01,2008,0,,0,1,0,"[4003, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
171,Work/Ending,EvWorkEnding_B02,10034,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
247,Work/Ending,EvWorkEnding_B03,10033,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
460,Work/Ending,EvWorkEnding_B04,2,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
461,Work/Ending,EvWorkEnding_B04_2,10010,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
32,Work/Flashback,EvWorkFlashback_B01_02_05a_1,56,0,,0,1,0,"[4002, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
30,Work/Flashback,EvWorkFlashback_B01_02_05a_2,255,0,,0,1,0,"[4002, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
31,Work/Flashback,EvWorkFlashback_B01_02_05a_3,2002,0,,0,1,0,"[4002, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6548,Work/Flashback,EvWorkFlashback_B05_02_09a_1,10015,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6549,Work/Flashback,EvWorkFlashback_B05_02_09a_2,10018,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6550,Work/Flashback,EvWorkFlashback_B05_02_09a_3,2010,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6551,Work/Flashback,EvWorkFlashback_B05_02_09a_4,10014,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6552,Work/Flashback,EvWorkFlashback_B05_02_09a_5,10015,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6553,Work/Flashback,EvWorkFlashback_B05_02_09a_6,10018,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6554,Work/Flashback,EvWorkFlashback_B05_02_09a_7,10015,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
6703,Work/Flashback,EvWorkFlashback_B05_02_09a_8,10018,0,,0,1,0,"[0, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
601,Ply/Ply_001,EvPC001_01_01a,58,0,,0,2,0,"[3000, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
602,Ply/Ply_001,EvPC001_01_02a,56,0,,0,2,0,"[3000, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
603,Ply/Ply_001,EvPC001_01_03a,58,0,,0,2,0,"[3000, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
604,Ply/Ply_001,EvPC001_01_03b,58,0,,0,2,0,"[3000, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
605,Ply/Ply_001,EvPC001_02_01a,56,0,,0,2,0,"[3000, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
606,Ply/Ply_001,EvPC001_02_02a,132,0,,0,2,0,"[3000, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
607,Ply/Ply_001,EvPC001_02_02b,132,132,Snw_D_9A1_01,0,2,0,"[3000, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
608,Ply/Ply_001,EvPC001_02_03a,56,0,,0,2,0,"[3000, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
609,Ply/Ply_001,EvPC001_03_01a,56,0,,0,2,0,"[3000, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
610,Ply/Ply_001,EvPC001_03_02a,59,0,,0,2,0,"[3000, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
611,Ply/Ply_001,EvPC001_03_02b,59,0,,0,2,0,"[3000, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
612,Ply/Ply_001,EvPC001_04_01a,56,0,,0,2,0,"[3000, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
613,Ply/Ply_001,EvPC001_04_02a,56,0,,0,2,0,"[3000, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
614,Ply/Ply_001,EvPC001_04_02b,56,56,Bar0,0,2,0,"[3000, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
615,Ply/Ply_001,EvPC001_04_03a,2015,0,,0,2,0,"[3000, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
616,Ply/Ply_001,EvPC001_04_04a,59,0,,0,2,0,"[3000, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
621,Ply/Ply_002,EvPC002_01_01a,22,0,,0,2,0,"[3001, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
622,Ply/Ply_002,EvPC002_01_02a,22,0,,0,2,0,"[3001, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
623,Ply/Ply_002,EvPC002_01_02b,22,0,,0,2,0,"[3001, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
624,Ply/Ply_002,EvPC002_01_03a,21,21,Sea_T_1A1_01,0,2,0,"[3001, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
625,Ply/Ply_002,EvPC002_01_04a,21,0,,0,2,0,"[3001, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
626,Ply/Ply_002,EvPC002_02_01a,21,21,Sea_T_1A1_02,0,2,0,"[3001, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
627,Ply/Ply_002,EvPC002_02_02a,23,0,,0,2,0,"[3001, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
628,Ply/Ply_002,EvPC002_02_02b,23,0,,0,2,0,"[3001, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
629,Ply/Ply_002,EvPC002_02_02c,23,0,,0,2,0,"[3001, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
630,Ply/Ply_002,EvPC002_02_02d,21,23,Sea_F_2A1_04,0,2,0,"[3001, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
631,Ply/Ply_002,EvPC002_03_01a,21,0,,0,2,0,"[3001, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
632,Ply/Ply_002,EvPC002_03_02a,21,0,,0,2,0,"[3001, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
633,Ply/Ply_002,EvPC002_03_02b,21,21,Sea_T_1A1_04,0,2,0,"[3001, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
634,Ply/Ply_002,EvPC002_03_03a,23,0,,0,2,0,"[3001, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
635,Ply/Ply_002,EvPC002_03_03b,23,0,,0,2,0,"[3001, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
636,Ply/Ply_002,EvPC002_03_03c,21,0,,0,2,0,"[3001, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
637,Ply/Ply_002,EvPC002_04_01a,21,21,House0,0,2,0,"[3001, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
638,Ply/Ply_002,EvPC002_04_02a,131,0,,0,2,0,"[3001, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
639,Ply/Ply_002,EvPC002_04_02b,131,0,,0,2,0,"[3001, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
640,Ply/Ply_002,EvPC002_04_03a,21,0,,0,2,0,"[3001, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
641,Ply/Ply_003,EvPC003_01_01a,121,0,,0,2,0,"[3002, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
642,Ply/Ply_003,EvPC003_01_02a,36,0,,0,2,0,"[3002, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
643,Ply/Ply_003,EvPC003_01_03a,36,0,,0,2,0,"[3002, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
644,Ply/Ply_003,EvPC003_01_03b,36,0,,0,2,0,"[3002, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
645,Ply/Ply_003,EvPC003_01_04a,121,0,,0,2,0,"[3002, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
646,Ply/Ply_003,EvPC003_02_01a,121,0,,0,2,0,"[3002, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
647,Ply/Ply_003,EvPC003_02_02a,36,36,Mnt_F_1A1_05,0,2,0,"[3002, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
648,Ply/Ply_003,EvPC003_02_03a,120,0,,0,2,0,"[3002, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
649,Ply/Ply_003,EvPC003_02_04a,121,0,,0,2,0,"[3002, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
650,Ply/Ply_003,EvPC003_02_04b,121,0,,0,2,0,"[3002, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
651,Ply/Ply_003,EvPC003_03_01a,121,0,,0,2,0,"[3002, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
652,Ply/Ply_003,EvPC003_03_02a,120,0,,0,2,0,"[3002, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
653,Ply/Ply_003,EvPC003_03_03a,120,0,,0,2,0,"[3002, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
654,Ply/Ply_003,EvPC003_03_03b,120,0,,0,2,0,"[3002, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
655,Ply/Ply_003,EvPC003_04_01a,121,0,,0,2,0,"[3002, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
656,Ply/Ply_003,EvPC003_04_02a,120,0,,0,2,0,"[3002, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
657,Ply/Ply_003,EvPC003_04_03a,128,0,,0,2,0,"[3002, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
658,Ply/Ply_003,EvPC003_04_03b,128,0,,0,2,0,"[3002, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
659,Ply/Ply_003,EvPC003_04_04a,121,0,,0,2,0,"[3002, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
661,Ply/Ply_004,EvPC004_01_01a,72,0,,0,2,0,"[3003, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
662,Ply/Ply_004,EvPC004_01_02a,72,0,,0,2,0,"[3003, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
663,Ply/Ply_004,EvPC004_01_02b,72,0,,0,2,0,"[3003, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
664,Ply/Ply_004,EvPC004_01_03a,72,0,,0,2,0,"[3003, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
665,Ply/Ply_004,EvPC004_02_01a,72,0,,0,2,0,"[3003, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
666,Ply/Ply_004,EvPC004_02_02a,73,0,,0,2,0,"[3003, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
667,Ply/Ply_004,EvPC004_02_02b,73,73,Rvr_F_1A1_02,0,2,0,"[3003, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
668,Ply/Ply_004,EvPC004_03_01a,72,0,,0,2,0,"[3003, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
669,Ply/Ply_004,EvPC004_03_02a,130,0,,0,2,0,"[3003, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
670,Ply/Ply_004,EvPC004_03_02b,130,0,,0,2,0,"[3003, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
671,Ply/Ply_004,EvPC004_04_01a,72,0,,0,2,0,"[3003, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
672,Ply/Ply_004,EvPC004_04_02a,72,0,,0,2,0,"[3003, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
673,Ply/Ply_004,EvPC004_04_02b,72,0,,0,2,0,"[3003, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
681,Ply/Ply_005,EvPC005_01_01a,46,0,,0,2,0,"[3004, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
682,Ply/Ply_005,EvPC005_01_02a,48,0,,0,2,0,"[3004, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
683,Ply/Ply_005,EvPC005_01_03a,46,0,,0,2,0,"[3004, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
684,Ply/Ply_005,EvPC005_02_01a,47,0,,0,2,0,"[3004, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
685,Ply/Ply_005,EvPC005_02_02a,46,46,Fst_T_1A1_01,0,2,0,"[3004, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
686,Ply/Ply_005,EvPC005_02_03a,48,0,,0,2,0,"[3004, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
687,Ply/Ply_005,EvPC005_02_03b,48,48,Fst_F_1A1_04,0,2,0,"[3004, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
688,Ply/Ply_005,EvPC005_02_04a,46,0,,0,2,0,"[3004, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
689,Ply/Ply_005,EvPC005_03_01a,46,0,,0,2,0,"[3004, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
690,Ply/Ply_005,EvPC005_03_02a,49,0,,0,2,0,"[3004, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
691,Ply/Ply_005,EvPC005_03_03a,46,46,House4,0,2,0,"[3004, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
692,Ply/Ply_005,EvPC005_04_01a,47,0,,0,2,0,"[3004, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
693,Ply/Ply_005,EvPC005_04_02a,46,0,,0,2,0,"[3004, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
701,Ply/Ply_006,EvPC006_01_01a,26,0,,0,2,0,"[3005, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
702,Ply/Ply_006,EvPC006_01_02a,28,0,,0,2,0,"[3005, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
703,Ply/Ply_006,EvPC006_01_02b,28,28,Dst_F_2A1_02,0,2,0,"[3005, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
704,Ply/Ply_006,EvPC006_01_03a,26,0,,0,2,0,"[3005, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
705,Ply/Ply_006,EvPC006_02_01a,26,0,,0,2,0,"[3005, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
706,Ply/Ply_006,EvPC006_02_02a,126,0,,0,2,0,"[3005, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
707,Ply/Ply_006,EvPC006_02_02b,126,0,,0,2,0,"[3005, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
708,Ply/Ply_006,EvPC006_02_03a,26,0,,0,2,0,"[3005, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
709,Ply/Ply_006,EvPC006_03_01a,26,26,Bar0,0,2,0,"[3005, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
710,Ply/Ply_006,EvPC006_03_02a,26,0,,0,2,0,"[3005, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
711,Ply/Ply_006,EvPC006_03_02b,26,26,House4,0,2,0,"[3005, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
712,Ply/Ply_006,EvPC006_04_01a,26,0,,0,2,0,"[3005, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
713,Ply/Ply_006,EvPC006_04_02a,26,0,,0,2,0,"[3005, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
714,Ply/Ply_006,EvPC006_04_02b,26,26,Dst_T_1A1_04,0,2,0,"[3005, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
721,Ply/Ply_007,EvPC007_01_01a,77,0,,0,2,0,"[3006, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
722,Ply/Ply_007,EvPC007_01_02a,77,0,,0,2,0,"[3006, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
723,Ply/Ply_007,EvPC007_01_03a,77,0,,0,2,0,"[3006, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
724,Ply/Ply_007,EvPC007_01_04a,77,0,,0,2,0,"[3006, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
725,Ply/Ply_007,EvPC007_01_04b,77,0,,0,2,0,"[3006, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
726,Ply/Ply_007,EvPC007_02_01a,77,0,,0,2,0,"[3006, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
727,Ply/Ply_007,EvPC007_02_02a,77,0,,0,2,0,"[3006, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
728,Ply/Ply_007,EvPC007_02_03a,77,0,,0,2,0,"[3006, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
729,Ply/Ply_007,EvPC007_03_01a,77,0,,0,2,0,"[3006, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
730,Ply/Ply_007,EvPC007_03_02a,79,0,,0,2,0,"[3006, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
731,Ply/Ply_007,EvPC007_03_02b,79,0,,0,2,0,"[3006, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
732,Ply/Ply_007,EvPC007_04_01a,77,0,,0,2,0,"[3006, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
733,Ply/Ply_007,EvPC007_04_02a,129,0,,0,2,0,"[3006, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
734,Ply/Ply_007,EvPC007_04_02b,129,129,Pln_D_9A1_01,0,2,0,"[3006, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
741,Ply/Ply_008,EvPC008_01_01a,2,0,,0,2,0,"[3007, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
742,Ply/Ply_008,EvPC008_01_02a,2,0,,0,2,0,"[3007, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
743,Ply/Ply_008,EvPC008_02_01a,2,0,,0,2,0,"[3007, 0, 0, 0, 0, 0, 0, 0]",1,194,"[0, 0, 0, 0]",0
