m_id,m_PartVoiceID,m_voiceId,m_gametext
36832,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Shards can in turn be exchanged for\nuniversal guidestones, experience nuts,\nand more...', '', '', '', '', '', '', '', '', '', '', '']"
36833,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""If you're carrying around any excess\nguidestones, be sure to exchange them for\nshards to strengthen your whole party!"", '', '', '', '', '', '', '', '', '', '', '']"
36834,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Traveler Skills', '', '', '', '', '', '', '', '', '', '', '']"
36835,1027,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['These are attributes that rise as your\ntraveling band grows more influential.', '', '', '', '', '', '', '', '', '', '', '']"
36836,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['You may find yourself traveling faster,\ndealing more damage to foes,\nand more...', '', '', '', '', '', '', '', '', '', '', '']"
36837,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['It is said that the more your name\nspreads, so too does your strength\ngrow...', '', '', '', '', '', '', '', '', '', '', '']"
36838,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Your Background', '', '', '', '', '', '', '', '', '', '', '']"
36839,1009,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""You're a stubborn one, to come this far\nand pry into my personal affairs."", '', '', '', '', '', '', '', '', '', '', '']"
36840,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I travel in search of fortune.\nNothing more, and nothing less.', '', '', '', '', '', '', '', '', '', '', '']"
36841,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['But if our paths cross again\nelsewhere... Perhaps then\nI can share my story.', '', '', '', '', '', '', '', '', '', '', '']"
36842,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Nothing', '', '', '', '', '', '', '', '', '', '', '']"
36843,1008,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""What's this?\nHave I outlived my usefulness to you?"", '', '', '', '', '', '', '', '', '', '', '']"
36844,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Am I so worthless!?\n...I'm going to go home and cry."", '', '', '', '', '', '', '', '', '', '', '']"
37521,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""I'm done here."", '', '', '', '', '', '', '', '', '', '', '']"
37522,1004,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Was my advice worth it?', '', '', '', '', '', '', '', '', '', '', '']"
37625,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The Arena', '', '', '', '', '', '', '', '', '', '', '']"
37626,1028,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""There's a lot of fighting in this town,\nand it's open to all."", '', '', '', '', '', '', '', '', '', '', '']"
37627,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""When it's time for a tourney,\ngo to the arena."", '', '', '', '', '', '', '', '', '', '', '']"
37628,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""If you win, you'll be rewarded\nhandsomely, of course!"", '', '', '', '', '', '', '', '', '', '', '']"
37629,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Tourney Rules', '', '', '', '', '', '', '', '', '', '', '']"
37630,1002,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Eight fighters compete in each\narena tourney.', '', '', '', '', '', '', '', '', '', '', '']"
37631,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['You can choose which tourney\nyou wish to compete in.', '', '', '', '', '', '', '', '', '', '', '']"
37632,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Win the preliminary round, and you'll\nface the reigning champion. Emerge\nvictorious, and you'll take their place."", '', '', '', '', '', '', '', '', '', '', '']"
37633,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Your Background', '', '', '', '', '', '', '', '', '', '', '']"
37634,1009,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Huh!? What's it to you!?"", '', '', '', '', '', '', '', '', '', '', '']"
37635,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Why don't you worry about your\nopponent in the tourney instead!?"", '', '', '', '', '', '', '', '', '', '', '']"
37636,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""I'll tell you about my life when\nI damn well feel like it, and not before!"", '', '', '', '', '', '', '', '', '', '', '']"
37637,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Nothing', '', '', '', '', '', '', '', '', '', '', '']"
37638,1008,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Oh, so you have nothing to say to me.', '', '', '', '', '', '', '', '', '', '', '']"
37639,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Very well, then.\nGo off and do whatever it is you do.', '', '', '', '', '', '', '', '', '', '', '']"
37640,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""I'm done here."", '', '', '', '', '', '', '', '', '', '', '']"
37641,1004,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""That's all?\nWell, good luck out there."", '', '', '', '', '', '', '', '', '', '', '']"
36915,1013,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""There won't be another assassination\non my watch! I'll not show mercy to\nshady individuals!"", '', '', '', '', '', '', '', '', '', '', '']"
403,1027,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Don't disrespect Lord Taviani."", '', '', '', '', '', '', '', '', '', '', '']"
36359,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['By all means, please make\nyourself at home here!', '', '', '', '', '', '', '', '', '', '', '']"
36063,1036,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Don't you dare tell anyone\nwhy I come here every day."", '', '', '', '', '', '', '', '', '', '', '']"
37000,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Such is the life of a warrior...', '', '', '', '', '', '', '', '', '', '', '']"
37360,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['May the Sacred Flame light your path.', '', '', '', '', '', '', '', '', '', '', '']"
37361,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['May the Sacred Flame light your path.', '', '', '', '', '', '', '', '', '', '', '']"
37362,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['May the Sacred Flame light your path.', '', '', '', '', '', '', '', '', '', '', '']"
37344,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Please let me know if there\nis aught I can do to help.', '', '', '', '', '', '', '', '', '', '', '']"
37356,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""You wouldn't be foolish\nenough to suspect me, I trust."", '', '', '', '', '', '', '', '', '', '', '']"
37868,1008,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I can still hear the cries of\nchildren who lost their families.', '', '', '', '', '', '', '', '', '', '', '']"
37869,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['So this is what it means to lose a war.', '', '', '', '', '', '', '', '', '', '', '']"
578,1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Our weapons can cut through gold!', '', '', '', '', '', '', '', '', '', '', '']"
36537,1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Welcome.', '', '', '', '', '', '', '', '', '', '', '']"
36538,1001,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Use our weapons for good, you hear?', '', '', '', '', '', '', '', '', '', '', '']"
36135,1010,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Nothing unusual to report\nat the front gate of Castle Edoras!', '', '', '', '', '', '', '', '', '', '', '']"
36386,1013,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""There won't be another assassination on my watch!\nI'll not show mercy to shady individuals!"", '', '', '', '', '', '', '', '', '', '', '']"
36881,1013,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Executions are carried out\nin the square beyond here.', '', '', '', '', '', '', '', '', '', '', '']"
36388,1029,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Entry into the castle is forbidden! No one is allowed through!', '', '', '', '', '', '', '', '', '', '', '']"
36154,1020,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Entry into the castle is forbidden,\nbut you may proceed as far as the square.', '', '', '', '', '', '', '', '', '', '', '']"
37246,1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Traveler of <clan_name>!\nMaster Lebrandt was looking for you.', '', '', '', '', '', '', '', '', '', '', '']"
37247,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['He should still be in the castle square.', '', '', '', '', '', '', '', '', '', '', '']"
37248,1020,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Entry into the castle is forbidden,\nbut you may proceed as far as the square.', '', '', '', '', '', '', '', '', '', '', '']"
36137,1017,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['No matter what tragedy befalls us,\nwe must not lose the love in our hearts.', '', '', '', '', '', '', '', '', '', '', '']"
36394,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Please, if you have the chance, tell the\nperson dearest to you that you love them.', '', '', '', '', '', '', '', '', '', '', '']"
36395,1008,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Even the Lion of Edoras, our hero,\nhas been taken from us...', '', '', '', '', '', '', '', '', '', '', '']"
36396,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I pray that his soul may at least\nfind rest in the Sacred Flame.', '', '', '', '', '', '', '', '', '', '', '']"
36397,1008,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Princess Elrica cared for all her subjects equally.', '', '', '', '', '', '', '', '', '', '', '']"
36398,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Though we may be tormented by\nanger and grief, we must never forget\nthe love she had for her people.', '', '', '', '', '', '', '', '', '', '', '']"
36399,1013,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The kingdom has improved,\nbut many lives have been lost.', '', '', '', '', '', '', '', '', '', '', '']"
36400,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Let us pray that the people\nnever lose the love in their hearts.', '', '', '', '', '', '', '', '', '', '', '']"
36141,1003,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""I'm proud to be a citizen\nof such a powerful kingdom."", '', '', '', '', '', '', '', '', '', '', '']"
36995,1003,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""I'm proud to be a citizen\nof such a powerful kingdom."", '', '', '', '', '', '', '', '', '', '', '']"
36423,1008,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Even a brigand would never kill their own child.', '', '', '', '', '', '', '', '', '', '', '']"
36996,1008,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Even a brigand would never kill their own child.', '', '', '', '', '', '', '', '', '', '', '']"
36424,1020,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['As a citizen of this kingdom,\nI wish to help in the restoration efforts!', '', '', '', '', '', '', '', '', '', '', '']"
36997,1020,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['As a citizen of this kingdom,\nI wish to help in the restoration efforts!', '', '', '', '', '', '', '', '', '', '', '']"
36143,1001,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The fish from the river\nsouth of here are super tasty!', '', '', '', '', '', '', '', '', '', '', '']"
36432,1036,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Everyone's been real sad at meal time now.\nThe fish don't taste so good anymore."", '', '', '', '', '', '', '', '', '', '', '']"
36433,1011,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""We're going to Clearbrook!\nDad and I are gonna catch lots of fish!"", '', '', '', '', '', '', '', '', '', '', '']"
36147,1002,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['We live a modest life with\nthe leaves my husband left us.', '', '', '', '', '', '', '', '', '', '', '']"
36448,1008,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""We aren't in need of leaves,\nbut I worry about staying in this kingdom."", '', '', '', '', '', '', '', '', '', '', '']"
36449,1002,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""The war is over now, but I'm still\nbeing careful with my spending."", '', '', '', '', '', '', '', '', '', '', '']"
36150,1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Why hello there, Traveler!\nPlease, make yourself at home.', '', '', '', '', '', '', '', '', '', '', '']"
36461,1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Why hello there, Traveler!\nPlease, make yourself at home.', '', '', '', '', '', '', '', '', '', '', '']"
36463,1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Why hello there, Traveler!\nPlease, make yourself at home.', '', '', '', '', '', '', '', '', '', '', '']"
36153,1001,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['In Cragspear, the poor are doomed\nto remain poor for the rest of their lives.', '', '', '', '', '', '', '', '', '', '', '']"
36472,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['We need a revolution to establish a fair\nand equal society, now more than ever!', '', '', '', '', '', '', '', '', '', '', '']"
36473,1001,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Who murdered General Mahrez!?\nWhy will they not tell us!?', '', '', '', '', '', '', '', '', '', '', '']"
36474,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The castle is a den of evil I tell you!\nWe must change our kingdom to\na free and open one!', '', '', '', '', '', '', '', '', '', '', '']"
36475,1020,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Princess Elrica stood resolute until the very end!', '', '', '', '', '', '', '', '', '', '', '']"
36476,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['We must not give in to despair!\nShe has given us all the hope we need!', '', '', '', '', '', '', '', '', '', '', '']"
36477,1002,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['<clan_name> overthrew the tyrant,\nand now Princess Alaune has ascended the throne!', '', '', '', '', '', '', '', '', '', '', '']"
36478,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['But power has a tendency to corrupt people...', '', '', '', '', '', '', '', '', '', '', '']"
36210,1012,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""I've seen my fair share of battle back in the day."", '', '', '', '', '', '', '', '', '', '', '']"
36211,1001,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I repaired your weapon.\nTake good care of it.', '', '', '', '', '', '', '', '', '', '', '']"
36481,1008,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""General Mahrez was so powerful and compassionate.\nI can hardly believe he's gone."", '', '', '', '', '', '', '', '', '', '', '']"
36482,1003,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I want to wield my weapon to protect others, just like General Mahrez.', '', '', '', '', '', '', '', '', '', '', '']"
36882,1013,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Princess Elrica executed...\nJust what is happening to this kingdom!?', '', '', '', '', '', '', '', '', '', '', '']"
36883,1013,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Princess Elrica executed...\nJust what is happening to this kingdom!?', '', '', '', '', '', '', '', '', '', '', '']"
36485,1008,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""I was injured in battle and\nhad to retire from the army.\nI can't do a thing now."", '', '', '', '', '', '', '', '', '', '', '']"
36486,1003,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""I still can't shake the habit of tending\nto that old weapon of mine, though."", '', '', '', '', '', '', '', '', '', '', '']"
36487,1009,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Even if I'm retired,\nI want to do something to help."", '', '', '', '', '', '', '', '', '', '', '']"
36488,1011,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""I trust you'll use this weapon for good,\nconsidering you're from <clan_name>!"", '', '', '', '', '', '', '', '', '', '', '']"
36214,1027,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""You have a tale to tell, don't you?"", '', '', '', '', '', '', '', '', '', '', '']"
36500,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Haha, sorry, that's just a line\nfrom one of my favorite plays."", '', '', '', '', '', '', '', '', '', '', '']"
36502,1027,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""You have a tale to tell, don't you?"", '', '', '', '', '', '', '', '', '', '', '']"
36503,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Haha, sorry, that's just a line\nfrom one of my favorite plays."", '', '', '', '', '', '', '', '', '', '', '']"
36506,1027,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""You have a tale to tell, don't you?"", '', '', '', '', '', '', '', '', '', '', '']"
36507,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Haha, sorry, that's just a line\nfrom one of my favorite plays."", '', '', '', '', '', '', '', '', '', '', '']"
36510,1027,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""You have a tale to tell, don't you?"", '', '', '', '', '', '', '', '', '', '', '']"
36511,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Haha, sorry, that's just a line\nfrom one of my favorite plays."", '', '', '', '', '', '', '', '', '', '', '']"
36217,1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Up ahead is the back gate to Castle Edoras.\nIt's only open to the army."", '', '', '', '', '', '', '', '', '', '', '']"
36218,1028,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""It's called the back gate because a certain\nsomeone often uses it to sneak out."", '', '', '', '', '', '', '', '', '', '', '']"
36532,1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Up ahead is the back gate to Castle Edoras.\nIt's open now, though no one uses it anymore."", '', '', '', '', '', '', '', '', '', '', '']"
36533,1028,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""It's called the back gate because a certain\nsomeone often used it to sneak out..."", '', '', '', '', '', '', '', '', '', '', '']"
576,1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['You must be exhausted from your journey.\nPlease make yourself comfortable.', '', '', '', '', '', '', '', '', '', '', '']"
36519,1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Welcome.', '', '', '', '', '', '', '', '', '', '', '']"
36520,1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Oh, will you be staying with us?\nHave a good night's rest."", '', '', '', '', '', '', '', '', '', '', '']"
37004,1000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Oh, will you be staying with us?\nHave a good night's rest."", '', '', '', '', '', '', '', '', '', '', '']"
36134,1025,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['This is Cragspear, the capital\nof the Kingdom of Edoras!', '', '', '', '', '', '', '', '', '', '', '']"
36377,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Castle Edoras lies across\nthe drawbridge further in.', '', '', '', '', '', '', '', '', '', '', '']"
36919,1025,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['This is Cragspear, the capital\nof the Kingdom of Edoras!', '', '', '', '', '', '', '', '', '', '', '']"
36920,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Castle Edoras lies across\nthe drawbridge further in.', '', '', '', '', '', '', '', '', '', '', '']"
36378,1025,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['This is Cragspear, the capital\nof the Kingdom of Edoras!', '', '', '', '', '', '', '', '', '', '', '']"
36379,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""We will carry on General Mahrez's will\nand defend this kingdom with our lives!"", '', '', '', '', '', '', '', '', '', '', '']"
36921,1025,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['This is Cragspear, the capital\nof the Kingdom of Edoras!', '', '', '', '', '', '', '', '', '', '', '']"
36922,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""We will carry on General Mahrez's will\nand defend this kingdom with our lives!"", '', '', '', '', '', '', '', '', '', '', '']"
36884,1008,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Princess Elrica is...to be\nexecuted in the castle square.', '', '', '', '', '', '', '', '', '', '', '']"
36885,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['All is as our king commands.\nThere is nothing anyone can do.', '', '', '', '', '', '', '', '', '', '', '']"
36923,1008,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Princess Elrica is...to be\nexecuted in the castle square.', '', '', '', '', '', '', '', '', '', '', '']"
36924,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['All is as our king commands.\nThere is nothing anyone can do.', '', '', '', '', '', '', '', '', '', '', '']"
36382,1008,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Is it right for us to continue\nfollowing the king's orders...?"", '', '', '', '', '', '', '', '', '', '', '']"
36383,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Ah! My sincerest apologies!\nThis is Cragspear, the capital!', '', '', '', '', '', '', '', '', '', '', '']"
36925,1008,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Is it right for us to continue\nfollowing the king's orders...?"", '', '', '', '', '', '', '', '', '', '', '']"
36926,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Ah! My sincerest apologies!\nThis is Cragspear, the capital!', '', '', '', '', '', '', '', '', '', '', '']"
36384,1025,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['This is Cragspear, the capital\nof the Kingdom of Edoras!', '', '', '', '', '', '', '', '', '', '', '']"
36385,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I have vowed allegiance to the queen and\nam sworn to defend this kingdom with my life!', '', '', '', '', '', '', '', '', '', '', '']"
36927,1025,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['This is Cragspear, the capital\nof the Kingdom of Edoras!', '', '', '', '', '', '', '', '', '', '', '']"
36928,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I have vowed allegiance to the queen and\nam sworn to defend this kingdom with my life!', '', '', '', '', '', '', '', '', '', '', '']"
37250,1025,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['This is Cragspear, the capital\nof the Kingdom of Edoras!', '', '', '', '', '', '', '', '', '', '', '']"
37251,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['You are of <clan_name>, yes?\nMaster Lebrandt awaits you at the castle square.', '', '', '', '', '', '', '', '', '', '', '']"
37252,1025,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['This is Cragspear, the capital\nof the Kingdom of Edoras!', '', '', '', '', '', '', '', '', '', '', '']"
37253,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['You are of <clan_name>, yes?\nMaster Lebrandt awaits you at the castle square.', '', '', '', '', '', '', '', '', '', '', '']"
37254,1025,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['This is Cragspear, the capital\nof the Kingdom of Edoras!', '', '', '', '', '', '', '', '', '', '', '']"
37255,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['It is my duty to take up arms against invaders!', '', '', '', '', '', '', '', '', '', '', '']"
37256,1025,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['This is Cragspear, the capital\nof the Kingdom of Edoras!', '', '', '', '', '', '', '', '', '', '', '']"
37257,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['It is my duty to take up arms against invaders!', '', '', '', '', '', '', '', '', '', '', '']"
36140,1003,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Aren't the birdians that swoop\nover the cliffs so beautiful?"", '', '', '', '', '', '', '', '', '', '', '']"
36419,1027,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""You know, sometimes I think there's no\ncreature in this world crueler than man."", '', '', '', '', '', '', '', '', '', '', '']"
36421,1011,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Now that the war is over, I can devote\nmyself to researching birdians!', '', '', '', '', '', '', '', '', '', '', '']"
36144,1029,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""What business do ye have in the slums?\nCome to laugh at us, 'ave ye?"", '', '', '', '', '', '', '', '', '', '', '']"
36435,1029,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Makes no difference to us whether\nthe general's alive or dead."", '', '', '', '', '', '', '', '', '', '', '']"
36436,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""It ain't as though we ever counted on\n'im to do anythin' for us."", '', '', '', '', '', '', '', '', '', '', '']"
36437,1118,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['These are the slums.\nToday, tomorrow, and fer all eternity...', '', '', '', '', '', '', '', '', '', '', '']"
36438,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['We never had any hope to begin with.', '', '', '', '', '', '', '', '', '', '', '']"
36439,1027,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Sure, the princess talks about saving us\nfrom poverty, but that doesn't mean anything."", '', '', '', '', '', '', '', '', '', '', '']"
36440,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Will our lives really change for the better?', '', '', '', '', '', '', '', '', '', '', '']"
36146,1029,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""I don't wanna hear any excuses!\nI'm gettin' back that money you owe me!"", '', '', '', '', '', '', '', '', '', '', '']"
