m_id,m_voiceId,m_gametext
119253,83040,"['It is now. Let us fight as one.', '', '', '', '', '', '', '', '', '', '', '']"
114242,0,"['No', '', '', '', '', '', '', '', '', '', '', '']"
114243,0,"['Yes', '', '', '', '', '', '', '', '', '', '', '']"
7001,0,"['O god...!', '', '', '', '', '', '', '', '', '', '', '']"
7002,0,"['Grant me power...', '', '', '', '', '', '', '', '', '', '', '']"
7003,0,"['Power to rule over all peoples...', '', '', '', '', '', '', '', '', '', '', '']"
7004,0,"['Supreme authority!', '', '', '', '', '', '', '', '', '', '', '']"
7005,0,"['If that is your desire,', '', '', '', '', '', '', '', '', '', '', '']"
114359,0,"['then I shall grant it.', '', '', '', '', '', '', '', '', '', '', '']"
7006,0,"['Tytos.', '', '', '', '', '', '', '', '', '', '', '']"
7007,0,"['May you ever walk', '', '', '', '', '', '', '', '', '', '', '']"
116374,0,"['in the guidance of the ring...', '', '', '', '', '', '', '', '', '', '', '']"
7008,72055,"['In the name of our scarlet duty,\nyou shall be purged.', '', '', '', '', '', '', '', '', '', '', '']"
7009,72056,"['O gods, please...!', '', '', '', '', '', '', '', '', '', '', '']"
7010,72057,"['Your gods do not exist.', '', '', '', '', '', '', '', '', '', '', '']"
7011,72058,"['There is only one god in this world.', '', '', '', '', '', '', '', '', '', '', '']"
7012,72059,"['......', '', '', '', '', '', '', '', '', '', '', '']"
7013,72060,"['The Sacred Flame wavers.\nThis bodes ill.', '', '', '', '', '', '', '', '', '', '', '']"
7014,72061,"['Your Holiness...', '', '', '', '', '', '', '', '', '', '', '']"
7015,72062,"['There is word that the bishop of\nEmberglow has been assassinated.', '', '', '', '', '', '', '', '', '', '', '']"
7016,72063,"['It appears to be the work\nof the Black Scarlet.', '', '', '', '', '', '', '', '', '', '', '']"
7017,72064,"['The Black Scarlet, you say...', '', '', '', '', '', '', '', '', '', '', '']"
7018,72065,"['What is it that they are after?', '', '', '', '', '', '', '', '', '', '', '']"
7019,72066,"['If you would lend me your ear,\nYour Holiness...', '', '', '', '', '', '', '', '', '', '', '']"
7020,72067,"['My word...', '', '', '', '', '', '', '', '', '', '', '']"
7021,72068,"['Assemble the leaders\nof the church at once.', '', '', '', '', '', '', '', '', '', '', '']"
7022,72069,"['And moreover...', '', '', '', '', '', '', '', '', '', '', '']"
7023,72070,"['...seek out the Ringbearer chosen.', '', '', '', '', '', '', '', '', '', '', '']"
7024,72071,"['We will require their aid.', '', '', '', '', '', '', '', '', '', '', '']"
116345,72072,"['Prepare yourself!', '', '', '', '', '', '', '', '', '', '', '']"
7026,72074,"['......', '', '', '', '', '', '', '', '', '', '', '']"
7027,72075,"['Owww...', '', '', '', '', '', '', '', '', '', '', '']"
7028,72076,"['Wow. You never let your\nguard down, Sir Sazantos.', '', '', '', '', '', '', '', '', '', '', '']"
7029,72077,"['......', '', '', '', '', '', '', '', '', '', '', '']"
7030,72078,"['Who would not raise their guard\nwhen told to prepare themselves?', '', '', '', '', '', '', '', '', '', '', '']"
7031,72079,"['Oh. Right...', '', '', '', '', '', '', '', '', '', '', '']"
7032,72080,"['Try to use your head, Rondo.', '', '', '', '', '', '', '', '', '', '', '']"
7033,72081,"['To think that this artless greenhorn\nis to be my successor...', '', '', '', '', '', '', '', '', '', '', '']"
7034,72082,"['My flame weeps.', '', '', '', '', '', '', '', '', '', '', '']"
7036,84120,"['The Sacred Flame rests not\nin untrained hearts.', '', '', '', '', '', '', '', '', '', '', '']"
7035,72083,"['Where are you going?', '', '', '', '', '', '', '', '', '', '', '']"
7037,72084,"['I was told to find you, so...', '', '', '', '', '', '', '', '', '', '', '']"
7038,72085,"['......', '', '', '', '', '', '', '', '', '', '', '']"
7039,72086,"['If you wish to find a flame,\nfollow its smoke.', '', '', '', '', '', '', '', '', '', '', '']"
7040,72087,"['......', '', '', '', '', '', '', '', '', '', '', '']"
7041,72088,"[""He's as transient as smoke itself."", '', '', '', '', '', '', '', '', '', '', '']"
7042,73443,"['Could you be...', '', '', '', '', '', '', '', '', '', '', '']"
7043,0,"['...the Chosen One?', '', '', '', '', '', '', '', '', '', '', '']"
7044,73489,"['It is an honor to meet you.', '', '', '', '', '', '', '', '', '', '', '']"
7045,0,"['I am of the Scarlet Wings.', '', '', '', '', '', '', '', '', '', '', '']"
7046,0,"['But I know full well that\nTytos was no hero.', '', '', '', '', '', '', '', '', '', '', '']"
7047,73446,"['You are the true hero of our realm.', '', '', '', '', '', '', '', '', '', '', '']"
7048,0,"['There were those in the Scarlet Wings\nwho rebelled against Tytos as well.', '', '', '', '', '', '', '', '', '', '', '']"
7049,73522,"[""I'm working with them now so\nthat we might rebuild our order."", '', '', '', '', '', '', '', '', '', '', '']"
7050,0,"['We hope to serve the people.', '', '', '', '', '', '', '', '', '', '', '']"
7051,0,"['Might I ask you to come\nwith me to see them?', '', '', '', '', '', '', '', '', '', '', '']"
7052,73490,"['They will be greatly encouraged\nby your presence, I am sure.', '', '', '', '', '', '', '', '', '', '', '']"
7053,0,"['Please, Chosen One.', '', '', '', '', '', '', '', '', '', '', '']"
7054,73520,"['You have my thanks.', '', '', '', '', '', '', '', '', '', '', '']"
7055,0,"['I will lead you to where they are.\nPlease, follow me.', '', '', '', '', '', '', '', '', '', '', '']"
7056,72089,"['...Chosen One.', '', '', '', '', '', '', '', '', '', '', '']"
7057,72090,"['You are an even greater fool\nthan I took you for...', '', '', '', '', '', '', '', '', '', '', '']"
7058,72091,"['We are the Black Scarlet.', '', '', '', '', '', '', '', '', '', '', '']"
7059,72092,"[""After Tytos's death, we were given\na new leader—a new mission:"", '', '', '', '', '', '', '', '', '', '', '']"
7060,72093,"['to recover that ring.', '', '', '', '', '', '', '', '', '', '', '']"
7061,72094,"['Much blood has been spilt over that trinket.', '', '', '', '', '', '', '', '', '', '', '']"
7062,72095,"['And soon yours will be as well.', '', '', '', '', '', '', '', '', '', '', '']"
7063,72096,"['For the sake of our leader!', '', '', '', '', '', '', '', '', '', '', '']"
7064,72097,"['The blue flame is my soul.\nMy guardian...', '', '', '', '', '', '', '', '', '', '', '']"
7065,72098,"['May it engulf all who oppose me!', '', '', '', '', '', '', '', '', '', '', '']"
7066,72099,"['A blue flame...?\nSo, you are a guardian of the ring.', '', '', '', '', '', '', '', '', '', '', '']"
7067,72100,"['What are you doing here?', '', '', '', '', '', '', '', '', '', '', '']"
7068,72101,"[""I'm afraid I don't have a way with words."", '', '', '', '', '', '', '', '', '', '', '']"
7069,72102,"[""So I'll let my blade do the talking."", '', '', '', '', '', '', '', '', '', '', '']"
7070,72103,"['Be on guard!', '', '', '', '', '', '', '', '', '', '', '']"
7071,72104,"['......', '', '', '', '', '', '', '', '', '', '', '']"
7072,72105,"['The Black Scarlet...', '', '', '', '', '', '', '', '', '', '', '']"
7073,72106,"['So, the masterless wings have found\na new master, have they?', '', '', '', '', '', '', '', '', '', '', '']"
7074,72107,"['Heh...', '', '', '', '', '', '', '', '', '', '', '']"
7075,72108,"['I demand a name.', '', '', '', '', '', '', '', '', '', '', '']"
7076,72109,"['All is as god wills it...', '', '', '', '', '', '', '', '', '', '', '']"
7077,72110,"['He bit off his tongue.', '', '', '', '', '', '', '', '', '', '', '']"
7078,72111,"['I have been searching for you,\nChosen One.', '', '', '', '', '', '', '', '', '', '', '']"
7079,72112,"['We seek your aid.', '', '', '', '', '', '', '', '', '', '', '']"
7080,72113,"['Please, come with me\nto Flamesgrace.', '', '', '', '', '', '', '', '', '', '', '']"
116275,72162,"['Could it be...?', '', '', '', '', '', '', '', '', '', '', '']"
116276,0,"['Are you the one from\n<clan_name>?', '', '', '', '', '', '', '', '', '', '', '']"
116277,72163,"[""I'm Rinyuu.\nI can see now."", '', '', '', '', '', '', '', '', '', '', '']"
116278,72164,"['Ever since that day when\nthe scarlet snow fell...', '', '', '', '', '', '', '', '', '', '', '']"
116279,72165,"[""I think it was Velnorte's research\nthat brought light into my world."", '', '', '', '', '', '', '', '', '', '', '']"
116280,72166,"['Ah, so this is how you look...', '', '', '', '', '', '', '', '', '', '', '']"
116281,72167,"['I joined the Order of the Sacred Flame\nafter that.', '', '', '', '', '', '', '', '', '', '', '']"
116282,72168,"['I work as a cleric now.', '', '', '', '', '', '', '', '', '', '', '']"
116283,72169,"[""I've come here today as\nthe bishop's attendant."", '', '', '', '', '', '', '', '', '', '', '']"
116284,72170,"['But what of you?\nWhy are you here?', '', '', '', '', '', '', '', '', '', '', '']"
116285,72171,"['The bishop calls for you,\nRinyuu.', '', '', '', '', '', '', '', '', '', '', '']"
116286,72172,"['Oh?\nYou seem familiar...', '', '', '', '', '', '', '', '', '', '', '']"
116287,72173,"[""They're from <clan_name>.\nThey saved my life."", '', '', '', '', '', '', '', '', '', '', '']"
116288,72174,"['I see. Haha, yes, they do seem\nto have a kindness about them.', '', '', '', '', '', '', '', '', '', '', '']"
116289,72175,"['You have my thanks.', '', '', '', '', '', '', '', '', '', '', '']"
116290,72176,"['Rinyuu is very dear to me.', '', '', '', '', '', '', '', '', '', '', '']"
116291,72177,"['Phina!', '', '', '', '', '', '', '', '', '', '', '']"
116292,72178,"['Ah, what a lovely fragrance I have\nstumbled upon.', '', '', '', '', '', '', '', '', '', '', '']"
116293,72179,"['Flowers are all the more beautiful\nwhen they come in pairs.', '', '', '', '', '', '', '', '', '', '', '']"
116294,72180,"['Father Taigan...', '', '', '', '', '', '', '', '', '', '', '']"
116295,72181,"['I have just recently discovered a most\npromising butcher in town.', '', '', '', '', '', '', '', '', '', '', '']"
116296,72182,"['Would you do me the honor of\nfeasting with me tonight, my lilies?', '', '', '', '', '', '', '', '', '', '', '']"
116297,72183,"['We must respectfully decline, Father.', '', '', '', '', '', '', '', '', '', '', '']"
116298,72184,"['I will not throw Rinyuu to the wolves.', '', '', '', '', '', '', '', '', '', '', '']"
116299,72185,"['Come any closer and you will know\njust how fiercely the Great Flame burns.', '', '', '', '', '', '', '', '', '', '', '']"
116300,72186,"['Come now, Phina, overprotectiveness\nis a vice, you know.', '', '', '', '', '', '', '', '', '', '', '']"
116301,72187,"['You would do well to keep your\nown vices in check, Father,\nconsidering our predicament.', '', '', '', '', '', '', '', '', '', '', '']"
116302,72188,"['Your words ring true.\nWe are faced with no trivial matter.', '', '', '', '', '', '', '', '', '', '', '']"
116303,72189,"['This is the first time I have ever seen\nour leaders all gathered in one place.', '', '', '', '', '', '', '', '', '', '', '']"
116304,72190,"['What calamity lies before us, I wonder.', '', '', '', '', '', '', '', '', '', '', '']"
116305,72191,"['We must hurry to Bishop Tarset.\nCome.', '', '', '', '', '', '', '', '', '', '', '']"
116306,72192,"['Pardon us...', '', '', '', '', '', '', '', '', '', '', '']"
116307,72193,"['......', '', '', '', '', '', '', '', '', '', '', '']"
116308,72194,"['That woman...', '', '', '', '', '', '', '', '', '', '', '']"
7081,72114,"['Hear me.', '', '', '', '', '', '', '', '', '', '', '']"
7082,72115,"['I have gathered you all here\nfor a very important reason.', '', '', '', '', '', '', '', '', '', '', '']"
7083,72116,"['Leaders of the church are being murdered.', '', '', '', '', '', '', '', '', '', '', '']"
7084,72117,"['It is suspected that the Black Scarlet\nare behind this ghastly crime.', '', '', '', '', '', '', '', '', '', '', '']"
7085,72118,"['They are likely attempting a purge.', '', '', '', '', '', '', '', '', '', '', '']"
7086,72119,"['To fulfill the dying wishes of\nTytos, the hero...', '', '', '', '', '', '', '', '', '', '', '']"
7087,72120,"['They seek to eliminate high-ranking church\nmembers and seize control for themselves.', '', '', '', '', '', '', '', '', '', '', '']"
7088,72121,"['Good gods...', '', '', '', '', '', '', '', '', '', '', '']"
7089,72122,"['And who spurs them to do this?', '', '', '', '', '', '', '', '', '', '', '']"
7090,72123,"['......', '', '', '', '', '', '', '', '', '', '', '']"
116309,72124,"['We will bring all the power of the church\nto bear in our investigation of them.', '', '', '', '', '', '', '', '', '', '', '']"
116310,72125,"['But I ask that you each prioritize\nyour own safety above all else.', '', '', '', '', '', '', '', '', '', '', '']"
116311,72126,"['Are we understood? You must not let\nyour guards down for even a moment.', '', '', '', '', '', '', '', '', '', '', '']"
7091,72127,"['It seems he wishes to speak with you.', '', '', '', '', '', '', '', '', '', '', '']"
7092,72128,"['Ringbearer chosen,\nI thank you for coming.', '', '', '', '', '', '', '', '', '', '', '']"
7093,72129,"['Pray keep in close confidence\nwhat I am about to tell you.', '', '', '', '', '', '', '', '', '', '', '']"
7094,72130,"['There is one who manipulates the\nBlack Scarlet from behind the curtains.', '', '', '', '', '', '', '', '', '', '', '']"
7095,72131,"['It is unclear who this individual is, but\nmasterless wings do not flap on their own.', '', '', '', '', '', '', '', '', '', '', '']"
7096,72132,"['Ringbearer chosen...', '', '', '', '', '', '', '', '', '', '', '']"
7097,72133,"['I ask for your aid in this matter.', '', '', '', '', '', '', '', '', '', '', '']"
7098,72134,"[""The Flamebringer's ring will lay\nbare the evil and guide us."", '', '', '', '', '', '', '', '', '', '', '']"
7099,72135,"['You have but to hold it up to the\nGreat Flame and all will be made clear.', '', '', '', '', '', '', '', '', '', '', '']"
7100,72136,"['Who is this villain...?', '', '', '', '', '', '', '', '', '', '', '']"
7101,72137,"['Will you do this for us?', '', '', '', '', '', '', '', '', '', '', '']"
7102,72138,"['Are you perhaps concerned that the\nGreat Flame might scorch you?', '', '', '', '', '', '', '', '', '', '', '']"
7103,72139,"['You are the Ringbearer chosen.\nIt could never harm you in any way.', '', '', '', '', '', '', '', '', '', '', '']"
7104,72140,"['Please, help us.', '', '', '', '', '', '', '', '', '', '', '']"
7105,72141,"['The light of the Flamebringer\nenvelops the entire cathedral.', '', '', '', '', '', '', '', '', '', '', '']"
7106,72142,"['So, the evil we seek...', '', '', '', '', '', '', '', '', '', '', '']"
7107,72143,"['...hides within these very walls.', '', '', '', '', '', '', '', '', '', '', '']"
7108,72144,"['It is as I feared.', '', '', '', '', '', '', '', '', '', '', '']"
7109,72145,"['That is one of the reasons why I decided\nto gather all the leaders together.', '', '', '', '', '', '', '', '', '', '', '']"
7110,72146,"[""And now the Flamebringer's guidance\nhas confirmed my suspicions."", '', '', '', '', '', '', '', '', '', '', '']"
7111,72147,"['I have another request for you,\nRingbearer chosen, if you will consent to it.', '', '', '', '', '', '', '', '', '', '', '']"
7112,72148,"['I ask that you examine those that\nare gathered here within the cathedral.', '', '', '', '', '', '', '', '', '', '', '']"
7113,72149,"['And once you have done this, I would\nhear your thoughts on the matter.', '', '', '', '', '', '', '', '', '', '', '']"
7114,72150,"['On who you think this mastermind might be.', '', '', '', '', '', '', '', '', '', '', '']"
7115,72151,"['I thank you for your efforts,\nRingbearer chosen.', '', '', '', '', '', '', '', '', '', '', '']"
7116,72152,"['I gather you have all the\ninformation you need?', '', '', '', '', '', '', '', '', '', '', '']"
7117,72153,"['Then I would hear your thoughts.', '', '', '', '', '', '', '', '', '', '', '']"
7118,72154,"['Who is the villain behind this?', '', '', '', '', '', '', '', '', '', '', '']"
7119,72155,"['I see.\nSo, that is your view.', '', '', '', '', '', '', '', '', '', '', '']"
7120,72156,"['Sazantos.', '', '', '', '', '', '', '', '', '', '', '']"
7121,72157,"['By the power vested in me as pontiff...', '', '', '', '', '', '', '', '', '', '', '']"
7122,72158,"['...I order you to make an inquiry into\nthis suspected mastermind...', '', '', '', '', '', '', '', '', '', '', '']"
7123,72159,"['...along with the Ringbearer chosen.', '', '', '', '', '', '', '', '', '', '', '']"
7124,72160,"['Very well.\nAnd who would this suspect be?', '', '', '', '', '', '', '', '', '', '', '']"
7125,72161,"['It is...', '', '', '', '', '', '', '', '', '', '', '']"
114364,0,"['Who do you suspect of being the mastermind?', '', '', '', '', '', '', '', '', '', '', '']"
114365,0,"['This is a space inside your own mind.', '', '', '', '', '', '', '', '', '', '', '']"
114366,0,"['', '', '', '', '', '', '', '', '', '', '', '']"
114367,0,"[""Use the information you've gathered"", '', '', '', '', '', '', '', '', '', '', '']"
114368,0,"['and talk to the one you suspect of being', '', '', '', '', '', '', '', '', '', '', '']"
114369,0,"['the mastermind behind the killings.', '', '', '', '', '', '', '', '', '', '', '']"
114374,0,"['Hold the ring up to the Great Flame?', '', '', '', '', '', '', '', '', '', '', '']"
7126,0,"['Orsterra has foolishly repeated', '', '', '', '', '', '', '', '', '', '', '']"
7127,0,"['its history time and time again.', '', '', '', '', '', '', '', '', '', '', '']"
7128,0,"['Now is the time for change. For revolution.', '', '', '', '', '', '', '', '', '', '', '']"
7129,0,"['I will reign over all...', '', '', '', '', '', '', '', '', '', '', '']"
7130,0,"['As their new god!', '', '', '', '', '', '', '', '', '', '', '']"
7131,72195,"['Then I would hear your thoughts.', '', '', '', '', '', '', '', '', '', '', '']"
7132,72196,"['Who is the villain behind this?', '', '', '', '', '', '', '', '', '', '', '']"
7133,72197,"['I see.\nSo, that is your view.', '', '', '', '', '', '', '', '', '', '', '']"
116346,72198,"['Bishop Tarset...', '', '', '', '', '', '', '', '', '', '', '']"
7134,72199,"['Then you suspect him as well.', '', '', '', '', '', '', '', '', '', '', '']"
7135,72200,"['Sazantos.', '', '', '', '', '', '', '', '', '', '', '']"
7136,72201,"['By the power vested\nin me as pontiff...', '', '', '', '', '', '', '', '', '', '', '']"
7137,72202,"['...I order you to make an inquiry\ninto this suspected mastermind...', '', '', '', '', '', '', '', '', '', '', '']"
7138,72203,"['...along with the\nRingbearer chosen.', '', '', '', '', '', '', '', '', '', '', '']"
7139,72204,"['Very well.\nAnd who would this suspect be?', '', '', '', '', '', '', '', '', '', '', '']"
7140,72205,"['It is...', '', '', '', '', '', '', '', '', '', '', '']"
7141,72206,"['Bishop Tarset.', '', '', '', '', '', '', '', '', '', '', '']"
7142,72207,"['......', '', '', '', '', '', '', '', '', '', '', '']"
7143,72208,"[""After Tytos's death, in his\njurisdiction of Emberglow..."", '', '', '', '', '', '', '', '', '', '', '']"
7144,72209,"['...townspeople have vanished,\nonly to be found transformed.', '', '', '', '', '', '', '', '', '', '', '']"
7145,72210,"[""The Ringbearer chosen's investigation..."", '', '', '', '', '', '', '', '', '', '', '']"
7146,72211,"['...has shed light on a link between\nBishop Tarset and the Black Scarlet.', '', '', '', '', '', '', '', '', '', '', '']"
7147,72212,"['Truly?', '', '', '', '', '', '', '', '', '', '', '']"
7153,72213,"['Bishop Tarset himself has asked\nthat Emberglow be inspected.', '', '', '', '', '', '', '', '', '', '', '']"
7154,72214,"['The suspect himself requested that?\nI smell a trap.', '', '', '', '', '', '', '', '', '', '', '']"
7155,72215,"['This is a perilous mission, Sazantos.', '', '', '', '', '', '', '', '', '', '', '']"
7156,72216,"['You would do well to take\nKnight Ardante Rondo with you.', '', '', '', '', '', '', '', '', '', '', '']"
7157,72217,"['That is unnecessary.', '', '', '', '', '', '', '', '', '', '', '']"
7158,72218,"['His slipshod aid is more likely\nto be a hindrance.', '', '', '', '', '', '', '', '', '', '', '']"
7159,72219,"['Do not be so hard on him, Sazantos.', '', '', '', '', '', '', '', '', '', '', '']"
7160,72220,"['He has all the qualities required\nto inherit your flame.', '', '', '', '', '', '', '', '', '', '', '']"
7161,72221,"['It is our duty to protect\nthe rings for all eternity.', '', '', '', '', '', '', '', '', '', '', '']"
7162,72222,"['Someone must succeed your\nrole after you are gone.', '', '', '', '', '', '', '', '', '', '', '']"
7163,72223,"['If you insist, then I will\ndo as you request.', '', '', '', '', '', '', '', '', '', '', '']"
116312,72224,"['How goes your inquiry?', '', '', '', '', '', '', '', '', '', '', '']"
116313,72225,"[""I admit I'm having a difficult\ntime grasping a lead."", '', '', '', '', '', '', '', '', '', '', '']"
116314,72226,"[""It is like trying to seize\nsmoke in one's hands.\nBut I have not given up."", '', '', '', '', '', '', '', '', '', '', '']"
116315,72227,"['Take due care to ensure you\ndo not draw attention.', '', '', '', '', '', '', '', '', '', '', '']"
116316,72228,"['There is no need for concern there.\nI am proceeding with caution.', '', '', '', '', '', '', '', '', '', '', '']"
116384,0,"['Bishop Timov.', '', '', '', '', '', '', '', '', '', '', '']"
116385,0,"['Sazantos.', '', '', '', '', '', '', '', '', '', '', '']"
116386,0,"['Rondo.', '', '', '', '', '', '', '', '', '', '', '']"
116387,0,"['Rinyuu.', '', '', '', '', '', '', '', '', '', '', '']"
116388,0,"['Father Monaris.', '', '', '', '', '', '', '', '', '', '', '']"
116389,0,"['Miza.', '', '', '', '', '', '', '', '', '', '', '']"
116390,0,"['Father Taigan.', '', '', '', '', '', '', '', '', '', '', '']"
116391,0,"['Archbishop Josef.', '', '', '', '', '', '', '', '', '', '', '']"
116392,0,"['Phina.', '', '', '', '', '', '', '', '', '', '', '']"
116393,0,"['Dmitri.', '', '', '', '', '', '', '', '', '', '', '']"
7164,72229,"['......', '', '', '', '', '', '', '', '', '', '', '']"
7165,72230,"['Owww...', '', '', '', '', '', '', '', '', '', '', '']"
7166,72231,"[""Astounding.\nAnd I didn't even\nsay a word this time."", '', '', '', '', '', '', '', '', '', '', '']"
7167,72232,"['You cannot surprise someone if\nyou do not catch them off guard.', '', '', '', '', '', '', '', '', '', '', '']"
7168,72233,"['I am disappointed in you, Rondo.', '', '', '', '', '', '', '', '', '', '', '']"
7169,72234,"['And now I am forced to carry\nout my mission with the needless\nburden of looking after you.', '', '', '', '', '', '', '', '', '', '', '']"
7170,72235,"['My humblest apologies, Sir Sazantos.', '', '', '', '', '', '', '', '', '', '', '']"
7171,72236,"['I am grateful for your guidance,\ndespite my incompetence.', '', '', '', '', '', '', '', '', '', '', '']"
7172,72237,"['You should be saying\nthat to them, not me.', '', '', '', '', '', '', '', '', '', '', '']"
7173,72238,"['Hm?', '', '', '', '', '', '', '', '', '', '', '']"
7174,72239,"['Oh!\nCould you be...?', '', '', '', '', '', '', '', '', '', '', '']"
7175,72240,"['The Chosen One!?', '', '', '', '', '', '', '', '', '', '', '']"
7176,72241,"[""You're the one who defeated\nthe masters of the continent\nand sealed the rings!"", '', '', '', '', '', '', '', '', '', '', '']"
7177,72242,"['They are indeed. And they will be\naccompanying us on this inquiry.', '', '', '', '', '', '', '', '', '', '', '']"
7178,72243,"[""Dare I ask why you're\ngrinning like a fool?"", '', '', '', '', '', '', '', '', '', '', '']"
7179,72244,"['Haha, because I get to journey\nwith two heroes!', '', '', '', '', '', '', '', '', '', '', '']"
7180,72245,"['I will have you take this mission\nseriously. And moreover...', '', '', '', '', '', '', '', '', '', '', '']"
7181,72246,"['If I am to suffer your presence,\nyou will address me as the Flameguard.', '', '', '', '', '', '', '', '', '', '', '']"
7182,72247,"['Of course, sir.\nEr, Flameguard, sir.', '', '', '', '', '', '', '', '', '', '', '']"
7183,72248,"['Know that the instant you prove\nto be an impediment, I will send\nyou straight back.', '', '', '', '', '', '', '', '', '', '', '']"
7184,72249,"['I promise not to be a burden,\nFlameguard, sir.', '', '', '', '', '', '', '', '', '', '', '']"
7185,72250,"['Chosen One.', '', '', '', '', '', '', '', '', '', '', '']"
7186,72251,"['As His Holiness has said,\nthis is a mission of grave import.', '', '', '', '', '', '', '', '', '', '', '']"
7187,72252,"['Might we ask for\nyour aid once more?', '', '', '', '', '', '', '', '', '', '', '']"
7188,0,"['Aid Sazantos?', '', '', '', '', '', '', '', '', '', '', '']"
7192,72253,"[""Wow. You must truly be fearless to\nreject the Flameguard's request."", '', '', '', '', '', '', '', '', '', '', '']"
116317,72254,"[""Won't you reconsider?"", '', '', '', '', '', '', '', '', '', '', '']"
7193,72255,"['You have my thanks.', '', '', '', '', '', '', '', '', '', '', '']"
7194,72256,"[""We're sure to succeed if we\nhave you on our side."", '', '', '', '', '', '', '', '', '', '', '']"
7195,72257,"['Please, let me study your\ncombat techniques.', '', '', '', '', '', '', '', '', '', '', '']"
7196,72258,"['Indeed.\nYou have much to learn.', '', '', '', '', '', '', '', '', '', '', '']"
7197,72259,"['Now, let us depart for Emberglow.', '', '', '', '', '', '', '', '', '', '', '']"
120962,0,"['Time has passed since the death of Tytos,', '', '', '', '', '', '', '', '', '', '', '']"
120963,0,"['and Emberglow has slowly started to recover', '', '', '', '', '', '', '', '', '', '', '']"
120964,0,"['from the chaos and tragedy that befell it.', '', '', '', '', '', '', '', '', '', '', '']"
120965,0,"['And yet, another bloody ordeal has arisen.', '', '', '', '', '', '', '', '', '', '', '']"
120966,0,"['The Black Scarlet, survivors of the Scarlet Wings,', '', '', '', '', '', '', '', '', '', '', '']"
120967,0,"['now seek to murder high-ranking church officials.', '', '', '', '', '', '', '', '', '', '', '']"
120968,0,"['To put an end to this horrendous crime,', '', '', '', '', '', '', '', '', '', '', '']"
120969,0,"['Pontiff Julius has ordered Sazantos the Flameguard', '', '', '', '', '', '', '', '', '', '', '']"
120970,0,"['to seek out the Chosen One, such that their ring', '', '', '', '', '', '', '', '', '', '', '']"
120971,0,"['may shed light on the orchestrator of these incidents.', '', '', '', '', '', '', '', '', '', '', '']"
7199,0,"[""You're the one\nfrom <clan_name>..."", '', '', '', '', '', '', '', '', '', '', '']"
7205,72260,"['What are you doing\nin Emberglow?', '', '', '', '', '', '', '', '', '', '', '']"
7206,72261,"[""You're investigating the incidents\nhappening in town?"", '', '', '', '', '', '', '', '', '', '', '']"
7207,72262,"[""We are Knights Ardante.\nWe've come to see Bishop Tarset."", '', '', '', '', '', '', '', '', '', '', '']"
7208,72263,"[""He's in the church.\nI could lead you there, if..."", '', '', '', '', '', '', '', '', '', '', '']"
7209,78135,"['Eeeeeek!', '', '', '', '', '', '', '', '', '', '', '']"
7210,72264,"['It came from over there.\nWe must hurry.', '', '', '', '', '', '', '', '', '', '', '']"
7211,72265,"['Ngh... Uuugh...', '', '', '', '', '', '', '', '', '', '', '']"
7212,78136,"['No! Stay away!', '', '', '', '', '', '', '', '', '', '', '']"
7213,72266,"['Miza! Are you all right?', '', '', '', '', '', '', '', '', '', '', '']"
7214,78137,"['Papa!', '', '', '', '', '', '', '', '', '', '', '']"
7215,72267,"['Dear heavens...', '', '', '', '', '', '', '', '', '', '', '']"
7216,72268,"['H...hel...', '', '', '', '', '', '', '', '', '', '', '']"
7217,72269,"['Help...me...', '', '', '', '', '', '', '', '', '', '', '']"
7218,72270,"['Miza!\nStay behind me!', '', '', '', '', '', '', '', '', '', '', '']"
7219,72271,"['Flameguard, sir!\nAre you unharmed?', '', '', '', '', '', '', '', '', '', '', '']"
7220,72272,"['Worry more about\nour enemy than me.', '', '', '', '', '', '', '', '', '', '', '']"
7221,60941,"['......', '', '', '', '', '', '', '', '', '', '', '']"
7222,71405,"['Who are you all?', '', '', '', '', '', '', '', '', '', '', '']"
7223,77156,"['I am called Sazantos.', '', '', '', '', '', '', '', '', '', '', '']"
7224,0,"[""We have come here on\nBishop Tarset's request\nto conduct an investigation."", '', '', '', '', '', '', '', '', '', '', '']"
7225,71413,"[""Ah, we've been awaiting you,\nFlameguard."", '', '', '', '', '', '', '', '', '', '', '']"
7226,77131,"['Are you hurt, Miza?', '', '', '', '', '', '', '', '', '', '', '']"
7227,78165,"[""No, I'm fine.\nI'm glad you're okay too, Rinyuu."", '', '', '', '', '', '', '', '', '', '', '']"
7228,0,"['This is my only daughter, Miza.', '', '', '', '', '', '', '', '', '', '', '']"
7229,0,"['She means the world to me—\nmy one and only hope.', '', '', '', '', '', '', '', '', '', '', '']"
7230,71381,"['I cannot thank you enough\nfor saving her.', '', '', '', '', '', '', '', '', '', '', '']"
7231,60940,"['......', '', '', '', '', '', '', '', '', '', '', '']"
7232,71320,"['Over there!', '', '', '', '', '', '', '', '', '', '', '']"
7233,77157,"['Do not give chase.\nIt may be a trap.', '', '', '', '', '', '', '', '', '', '', '']"
7234,77158,"['So, this is the work\nof the Black Scarlet...', '', '', '', '', '', '', '', '', '', '', '']"
7235,71418,"[""Yes, they are what remained of\nthe Scarlet Wings after Tytos's death."", '', '', '', '', '', '', '', '', '', '', '']"
