m_id,m_PoisonX,m_PoisonY,m_BleedX,m_BleedY,m_SilenceX,m_SilenceY,m_SleepX,m_SleepY,m_PalalysisX,m_PalalysisY,m_FearX,m_FearY,m_WasteX,m_WasteY,m_DarknessX,m_DarknessY,m_HeadacheX,m_HeadacheY,m_EnergyDrainX,m_EnergyDrainY,m_RegenerateX,m_RegenerateY,m_ProvokeX,m_ProvokeY,m_CounterX,m_CounterY,m_InterceptX,m_InterceptY,m_PerfectInterceptScale,m_BreakX,m_BreakY,m_CountDownX,m_CountDownY
37,65.0,340.0,25.0,160.0,0.0,0.0,25.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,300.0,0.0,0.0
38,55.0,180.0,45.0,10.0,0.0,0.0,40.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,150.0,0.0,0.0
39,80.0,290.0,20.0,160.0,0.0,0.0,25.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,350.0,0.0,0.0
40,30.0,200.0,0.0,30.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,140.0,0.0,0.0
41,60.0,250.0,20.0,100.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,210.0,0.0,0.0
42,60.0,230.0,-10.0,80.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,100.0,0.0,0.0
43,90.0,200.0,80.0,30.0,0.0,0.0,50.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,160.0,0.0,0.0
44,60.0,160.0,40.0,-30.0,0.0,0.0,40.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,290.0,0.0,0.0
45,120.0,280.0,90.0,120.0,0.0,0.0,85.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,290.0,0.0,0.0
46,120.0,165.0,100.0,-30.0,0.0,0.0,75.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,130.0,0.0,0.0
47,115.0,270.0,100.0,70.0,0.0,0.0,115.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,200.0,0.0,0.0
48,30.0,200.0,0.0,30.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,140.0,0.0,0.0
49,80.0,250.0,40.0,130.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,230.0,0.0,0.0
50,60.0,290.0,25.0,110.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
51,60.0,250.0,20.0,100.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,210.0,0.0,0.0
52,60.0,290.0,25.0,110.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
53,60.0,250.0,20.0,100.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,210.0,0.0,0.0
54,55.0,180.0,45.0,10.0,0.0,0.0,40.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,190.0,0.0,0.0
55,130.0,330.0,75.0,165.0,0.0,0.0,95.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,320.0,0.0,0.0
56,60.0,230.0,-10.0,80.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-10.0,200.0,0.0,0.0
57,120.0,430.0,40.0,250.0,0.0,0.0,60.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,380.0,0.0,0.0
58,30.0,200.0,0.0,30.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-30.0,280.0,0.0,0.0
59,60.0,290.0,25.0,110.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
60,30.0,200.0,0.0,30.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,140.0,0.0,0.0
61,40.0,275.0,5.0,110.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
62,55.0,170.0,35.0,0.0,0.0,0.0,30.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,100.0,0.0,0.0
63,30.0,200.0,-40.0,35.0,0.0,0.0,-20.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-20.0,200.0,0.0,0.0
64,60.0,150.0,50.0,-60.0,0.0,0.0,70.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,100.0,0.0,0.0
65,140.0,240.0,105.0,60.0,0.0,0.0,75.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,210.0,0.0,0.0
66,30.0,200.0,0.0,30.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,100.0,0.0,0.0
67,80.0,290.0,20.0,160.0,0.0,0.0,25.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,350.0,0.0,0.0
68,60.0,250.0,20.0,100.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,210.0,0.0,0.0
69,60.0,290.0,25.0,110.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
70,60.0,250.0,20.0,100.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,210.0,0.0,0.0
71,60.0,250.0,20.0,100.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,210.0,0.0,0.0
72,30.0,200.0,0.0,50.0,0.0,0.0,-20.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,180.0,0.0,0.0
73,80.0,250.0,40.0,130.0,0.0,0.0,25.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,280.0,0.0,0.0
105,30.0,170.0,0.0,50.0,0.0,0.0,20.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0
106,130.0,250.0,130.0,-20.0,0.0,0.0,145.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,240.0,0.0,0.0
107,0.0,220.0,0.0,130.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,180.0,0.0,0.0
108,0.0,250.0,0.0,160.0,0.0,0.0,100.0,340.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,320.0,0.0,0.0
109,30.0,170.0,0.0,50.0,0.0,0.0,20.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,90.0,0.0,0.0
110,130.0,250.0,130.0,-20.0,0.0,0.0,145.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,240.0,0.0,0.0
111,30.0,120.0,0.0,50.0,0.0,0.0,30.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,90.0,0.0,0.0
112,130.0,250.0,130.0,-20.0,0.0,0.0,145.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,240.0,0.0,0.0
113,30.0,200.0,0.0,50.0,0.0,0.0,40.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,150.0,0.0,0.0
114,80.0,250.0,40.0,130.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,230.0,0.0,0.0
115,30.0,200.0,0.0,20.0,0.0,0.0,60.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,120.0,0.0,0.0
116,0.0,380.0,30.0,250.0,0.0,0.0,50.0,400.0,0.0,100.0,0.0,0.0,0.0,0.0,40.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,390.0,0.0,0.0
117,30.0,200.0,0.0,50.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,150.0,0.0,0.0
118,65.0,340.0,25.0,160.0,0.0,0.0,25.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,300.0,0.0,0.0
119,0.0,250.0,0.0,130.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,240.0,0.0,0.0
120,20.0,380.0,30.0,250.0,0.0,0.0,70.0,380.0,0.0,160.0,0.0,0.0,0.0,0.0,70.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,340.0,0.0,0.0
121,20.0,150.0,-10.0,10.0,0.0,0.0,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0
122,80.0,290.0,20.0,160.0,0.0,0.0,25.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,350.0,0.0,0.0
123,30.0,200.0,0.0,50.0,0.0,0.0,60.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,150.0,0.0,0.0
124,130.0,250.0,80.0,110.0,0.0,0.0,85.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,240.0,0.0,0.0
125,0.0,380.0,30.0,250.0,0.0,0.0,50.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,390.0,0.0,0.0
126,20.0,380.0,30.0,250.0,0.0,0.0,70.0,380.0,0.0,160.0,0.0,0.0,0.0,0.0,70.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,340.0,0.0,0.0
127,80.0,250.0,40.0,130.0,0.0,0.0,25.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,280.0,0.0,0.0
128,20.0,380.0,30.0,250.0,0.0,0.0,70.0,340.0,0.0,160.0,0.0,0.0,0.0,0.0,60.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,340.0,0.0,0.0
129,0.0,270.0,-10.0,100.0,0.0,0.0,35.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,230.0,0.0,0.0
130,30.0,200.0,0.0,30.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,140.0,0.0,0.0
131,90.0,260.0,40.0,100.0,0.0,0.0,40.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,230.0,0.0,0.0
132,0.0,270.0,0.0,150.0,0.0,0.0,-20.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-10.0,270.0,0.0,0.0
133,90.0,260.0,40.0,100.0,0.0,0.0,40.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,230.0,0.0,0.0
134,130.0,285.0,90.0,170.0,0.0,0.0,70.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,300.0,0.0,0.0
135,0.0,230.0,30.0,120.0,0.0,0.0,35.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,230.0,0.0,0.0
136,0.0,250.0,-40.0,130.0,0.0,0.0,25.0,210.0,-20.0,50.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,240.0,0.0,0.0
137,30.0,210.0,0.0,100.0,0.0,0.0,20.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,220.0,0.0,0.0
138,0.0,110.0,80.0,80.0,0.0,0.0,85.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,210.0,0.0,0.0
139,30.0,200.0,0.0,80.0,0.0,0.0,40.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,130.0,0.0,0.0
140,0.0,250.0,60.0,180.0,0.0,0.0,85.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,250.0,0.0,0.0
141,30.0,200.0,0.0,50.0,0.0,0.0,-20.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,180.0,0.0,0.0
142,0.0,110.0,80.0,80.0,0.0,0.0,85.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,210.0,0.0,0.0
143,65.0,260.0,15.0,90.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
144,65.0,260.0,15.0,90.0,0.0,0.0,25.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,250.0,0.0,0.0
145,130.0,320.0,115.0,160.0,0.0,0.0,80.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,120.0,280.0,0.0,0.0
146,80.0,400.0,150.0,300.0,0.0,0.0,200.0,400.0,50.0,300.0,0.0,0.0,0.0,0.0,200.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,190.0,420.0,0.0,0.0
147,60.0,240.0,40.0,110.0,0.0,0.0,40.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,220.0,0.0,0.0
148,130.0,285.0,90.0,170.0,0.0,0.0,70.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,300.0,0.0,0.0
149,0.0,280.0,40.0,180.0,0.0,0.0,40.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,270.0,0.0,0.0
150,0.0,120.0,80.0,80.0,0.0,0.0,85.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,210.0,0.0,0.0
151,-40.0,90.0,-40.0,20.0,0.0,0.0,-40.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-60.0,80.0,0.0,0.0
152,0.0,210.0,20.0,150.0,0.0,0.0,85.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,280.0,0.0,0.0
153,30.0,120.0,0.0,50.0,0.0,0.0,30.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,90.0,0.0,0.0
154,10.0,210.0,20.0,150.0,0.0,0.0,75.0,260.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,280.0,0.0,0.0
155,130.0,320.0,115.0,160.0,0.0,0.0,80.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,120.0,280.0,0.0,0.0
156,0.0,210.0,20.0,150.0,0.0,0.0,85.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,280.0,0.0,0.0
157,30.0,220.0,-20.0,150.0,0.0,0.0,60.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,290.0,0.0,0.0
158,0.0,130.0,80.0,90.0,0.0,0.0,95.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,210.0,0.0,0.0
159,120.0,280.0,90.0,120.0,0.0,0.0,85.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,290.0,0.0,0.0
160,130.0,330.0,75.0,165.0,0.0,0.0,95.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,320.0,0.0,0.0
161,0.0,300.0,40.0,180.0,0.0,0.0,50.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,300.0,0.0,0.0
162,0.0,120.0,80.0,80.0,0.0,0.0,85.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,160.0,0.0,0.0
163,0.0,300.0,40.0,180.0,0.0,0.0,50.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,300.0,0.0,0.0
164,115.0,270.0,100.0,70.0,0.0,0.0,115.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,200.0,0.0,0.0
165,30.0,160.0,10.0,30.0,0.0,0.0,30.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,140.0,0.0,0.0
166,0.0,200.0,60.0,140.0,0.0,0.0,90.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,210.0,0.0,0.0
167,30.0,200.0,0.0,50.0,0.0,0.0,-20.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,180.0,0.0,0.0
168,60.0,240.0,40.0,110.0,0.0,0.0,40.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,220.0,0.0,0.0
169,0.0,270.0,-10.0,100.0,0.0,0.0,35.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,230.0,0.0,0.0
