m_id,m_AnimType,m_Loop,m_FrontName,m_RearName,m_LeftName,m_RightName,m_UpperLeftName,m_UpperLeftName2,m_UpperLeftName3,m_UpperRightName,m_UpperRightName2,m_UpperRightName3,m_LowerLeftName,m_LowerLeftName2,m_LowerLeftName3,m_LowerRightName,m_LowerRightName2,m_LowerRightName3,m_Idle
314,2,195,Evnt_CD,Evnt_CD,Evnt_CD,,,,,,,,,,,,,,194
315,2,195,Evnt_CE,Evnt_CE,Evnt_CE,,,,,,,,,,,,,,194
316,2,195,Evnt_CF,Evnt_CF,Evnt_CF,,,,,,,,,,,,,,194
317,2,195,Evnt_CG,Evnt_CG,Evnt_CG,,,,,,,,,,,,,,194
318,2,195,Evnt_CH,Evnt_CH,Evnt_CH,,,,,,,,,,,,,,194
319,2,195,Evnt_CI,Evnt_CI,Evnt_CI,,,,,,,,,,,,,,194
320,2,195,Evnt_CJ,Evnt_CJ,Evnt_CJ,,,,,,,,,,,,,,194
321,2,195,Evnt_CK,Evnt_CK,Evnt_CK,,,,,,,,,,,,,,194
322,2,195,Evnt_CL,Evnt_CL,Evnt_CL,,,,,,,,,,,,,,194
323,2,195,Evnt_CM,Evnt_CM,Evnt_CM,,,,,,,,,,,,,,194
324,2,195,Evnt_CN,Evnt_CN,Evnt_CN,,,,,,,,,,,,,,194
325,2,195,Evnt_CO,Evnt_CO,Evnt_CO,,,,,,,,,,,,,,194
326,2,195,Evnt_CP,Evnt_CP,Evnt_CP,,,,,,,,,,,,,,194
327,2,195,Evnt_CQ,Evnt_CQ,Evnt_CQ,,,,,,,,,,,,,,194
328,2,195,Evnt_CR,Evnt_CR,Evnt_CR,,,,,,,,,,,,,,194
329,2,195,Evnt_CS,Evnt_CS,Evnt_CS,,,,,,,,,,,,,,194
330,2,195,Evnt_CT,Evnt_CT,Evnt_CT,,,,,,,,,,,,,,194
331,2,195,Evnt_CU,Evnt_CU,Evnt_CU,,,,,,,,,,,,,,194
332,2,195,Evnt_CV,Evnt_CV,Evnt_CV,,,,,,,,,,,,,,194
496,2,195,Evnt_CX,Evnt_CX,Evnt_CX,,,,,,,,,,,,,,194
333,2,195,Evnt_AA_H,Evnt_AA_H,Evnt_AA_H,,,,,,,,,,,,,,194
334,2,195,Evnt_AB_H,Evnt_AB_H,Evnt_AB_H,,,,,,,,,,,,,,194
335,2,195,Evnt_AC_H,Evnt_AC_H,Evnt_AC_H,,,,,,,,,,,,,,194
336,2,195,Evnt_AD_H,Evnt_AD_H,Evnt_AD_H,,,,,,,,,,,,,,194
337,2,195,Evnt_AE_H,Evnt_AE_H,Evnt_AE_H,,,,,,,,,,,,,,194
338,2,195,Evnt_AF_H,Evnt_AF_H,Evnt_AF_H,,,,,,,,,,,,,,194
339,2,195,Evnt_AG_H,Evnt_AG_H,Evnt_AG_H,,,,,,,,,,,,,,194
340,2,195,Evnt_AH_H,Evnt_AH_H,Evnt_AH_H,,,,,,,,,,,,,,194
341,2,195,Evnt_AI_H,Evnt_AI_H,Evnt_AI_H,,,,,,,,,,,,,,194
342,2,195,Evnt_AJ_H,Evnt_AJ_H,Evnt_AJ_H,,,,,,,,,,,,,,194
343,2,195,Evnt_AK_H,Evnt_AK_H,Evnt_AK_H,,,,,,,,,,,,,,194
344,2,195,Evnt_AL_H,Evnt_AL_H,Evnt_AL_H,,,,,,,,,,,,,,194
345,2,195,Evnt_AM_H,Evnt_AM_H,Evnt_AM_H,,,,,,,,,,,,,,194
346,2,195,Evnt_AN_H,Evnt_AN_H,Evnt_AN_H,,,,,,,,,,,,,,194
347,2,195,Evnt_AO_H,Evnt_AO_H,Evnt_AO_H,,,,,,,,,,,,,,194
348,2,195,Evnt_AP_H,Evnt_AP_H,Evnt_AP_H,,,,,,,,,,,,,,194
349,2,195,Evnt_AQ_H,Evnt_AQ_H,Evnt_AQ_H,,,,,,,,,,,,,,194
350,2,195,Evnt_AR_H,Evnt_AR_H,Evnt_AR_H,,,,,,,,,,,,,,194
351,2,195,Evnt_AS_H,Evnt_AS_H,Evnt_AS_H,,,,,,,,,,,,,,194
352,2,195,Evnt_AT_H,Evnt_AT_H,Evnt_AT_H,,,,,,,,,,,,,,194
353,2,195,Evnt_AU_H,Evnt_AU_H,Evnt_AU_H,,,,,,,,,,,,,,194
354,2,195,Evnt_AV_H,Evnt_AV_H,Evnt_AV_H,,,,,,,,,,,,,,194
355,2,195,Evnt_AW_H,Evnt_AW_H,Evnt_AW_H,,,,,,,,,,,,,,194
356,2,195,Evnt_AX_H,Evnt_AX_H,Evnt_AX_H,,,,,,,,,,,,,,194
357,2,195,Evnt_AY_H,Evnt_AY_H,Evnt_AY_H,,,,,,,,,,,,,,194
358,2,195,Evnt_AZ_H,Evnt_AZ_H,Evnt_AZ_H,,,,,,,,,,,,,,194
359,2,195,Evnt_BA_H,Evnt_BA_H,Evnt_BA_H,,,,,,,,,,,,,,194
360,2,195,Evnt_BB_H,Evnt_BB_H,Evnt_BB_H,,,,,,,,,,,,,,194
361,2,195,Evnt_BC_H,Evnt_BC_H,Evnt_BC_H,,,,,,,,,,,,,,194
362,2,195,Evnt_BD_H,Evnt_BD_H,Evnt_BD_H,,,,,,,,,,,,,,194
363,2,195,Evnt_BE_H,Evnt_BE_H,Evnt_BE_H,,,,,,,,,,,,,,194
364,2,195,Evnt_BF_H,Evnt_BF_H,Evnt_BF_H,,,,,,,,,,,,,,194
365,2,195,Evnt_BG_H,Evnt_BG_H,Evnt_BG_H,,,,,,,,,,,,,,194
366,2,195,Evnt_BH_H,Evnt_BH_H,Evnt_BH_H,,,,,,,,,,,,,,194
367,2,195,Evnt_BI_H,Evnt_BI_H,Evnt_BI_H,,,,,,,,,,,,,,194
368,2,195,Evnt_BJ_H,Evnt_BJ_H,Evnt_BJ_H,,,,,,,,,,,,,,194
369,2,195,Evnt_BK_H,Evnt_BK_H,Evnt_BK_H,,,,,,,,,,,,,,194
370,2,195,Evnt_BL_H,Evnt_BL_H,Evnt_BL_H,,,,,,,,,,,,,,194
371,2,195,Evnt_BM_H,Evnt_BM_H,Evnt_BM_H,,,,,,,,,,,,,,194
372,2,195,Evnt_BN_H,Evnt_BN_H,Evnt_BN_H,,,,,,,,,,,,,,194
373,2,195,Evnt_BO_H,Evnt_BO_H,Evnt_BO_H,,,,,,,,,,,,,,194
374,2,195,Evnt_BP_H,Evnt_BP_H,Evnt_BP_H,,,,,,,,,,,,,,194
375,2,195,Evnt_BQ_H,Evnt_BQ_H,Evnt_BQ_H,,,,,,,,,,,,,,194
376,2,195,Evnt_BR_H,Evnt_BR_H,Evnt_BR_H,,,,,,,,,,,,,,194
377,2,195,Evnt_BS_H,Evnt_BS_H,Evnt_BS_H,,,,,,,,,,,,,,194
378,2,195,Evnt_BT_H,Evnt_BT_H,Evnt_BT_H,,,,,,,,,,,,,,194
379,2,195,Evnt_BU_H,Evnt_BU_H,Evnt_BU_H,,,,,,,,,,,,,,194
380,2,195,Evnt_BV_H,Evnt_BV_H,Evnt_BV_H,,,,,,,,,,,,,,194
381,2,195,Evnt_BW_H,Evnt_BW_H,Evnt_BW_H,,,,,,,,,,,,,,194
382,2,195,Evnt_BX_H,Evnt_BX_H,Evnt_BX_H,,,,,,,,,,,,,,194
383,2,195,Evnt_BY_H,Evnt_BY_H,Evnt_BY_H,,,,,,,,,,,,,,194
384,2,195,Evnt_BZ_H,Evnt_BZ_H,Evnt_BZ_H,,,,,,,,,,,,,,194
385,2,195,Evnt_CA_H,Evnt_CA_H,Evnt_CA_H,,,,,,,,,,,,,,194
386,2,195,Evnt_CB_H,Evnt_CB_H,Evnt_CB_H,,,,,,,,,,,,,,194
387,2,195,Evnt_CC_H,Evnt_CC_H,Evnt_CC_H,,,,,,,,,,,,,,194
388,2,195,Evnt_CD_H,Evnt_CD_H,Evnt_CD_H,,,,,,,,,,,,,,194
389,2,195,Evnt_CE_H,Evnt_CE_H,Evnt_CE_H,,,,,,,,,,,,,,194
390,2,195,Evnt_CF_H,Evnt_CF_H,Evnt_CF_H,,,,,,,,,,,,,,194
391,2,195,Evnt_CG_H,Evnt_CG_H,Evnt_CG_H,,,,,,,,,,,,,,194
392,2,195,Evnt_CH_H,Evnt_CH_H,Evnt_CH_H,,,,,,,,,,,,,,194
393,2,195,Evnt_CI_H,Evnt_CI_H,Evnt_CI_H,,,,,,,,,,,,,,194
394,2,195,Evnt_CJ_H,Evnt_CJ_H,Evnt_CJ_H,,,,,,,,,,,,,,194
395,2,195,Evnt_CK_H,Evnt_CK_H,Evnt_CK_H,,,,,,,,,,,,,,194
396,2,195,Evnt_CL_H,Evnt_CL_H,Evnt_CL_H,,,,,,,,,,,,,,194
397,2,195,Evnt_CM_H,Evnt_CM_H,Evnt_CM_H,,,,,,,,,,,,,,194
398,2,195,Evnt_CN_H,Evnt_CN_H,Evnt_CN_H,,,,,,,,,,,,,,194
399,2,195,Evnt_CO_H,Evnt_CO_H,Evnt_CO_H,,,,,,,,,,,,,,194
400,2,195,Evnt_CP_H,Evnt_CP_H,Evnt_CP_H,,,,,,,,,,,,,,194
401,2,195,Evnt_CQ_H,Evnt_CQ_H,Evnt_CQ_H,,,,,,,,,,,,,,194
402,2,195,Evnt_CR_H,Evnt_CR_H,Evnt_CR_H,,,,,,,,,,,,,,194
403,2,195,Evnt_CS_H,Evnt_CS_H,Evnt_CS_H,,,,,,,,,,,,,,194
404,2,195,Evnt_CT_H,Evnt_CT_H,Evnt_CT_H,,,,,,,,,,,,,,194
405,2,195,Evnt_CU_H,Evnt_CU_H,Evnt_CU_H,,,,,,,,,,,,,,194
406,2,195,Evnt_CV_H,Evnt_CV_H,Evnt_CV_H,,,,,,,,,,,,,,194
407,2,195,Evnt_AE_W,Evnt_AE_W,Evnt_AE_W,,,,,,,,,,,,,,194
408,2,195,Evnt_AF_W,Evnt_AF_W,Evnt_AF_W,,,,,,,,,,,,,,194
409,2,195,Evnt_AG_W,Evnt_AG_W,Evnt_AG_W,,,,,,,,,,,,,,194
410,2,195,Evnt_AH_W,Evnt_AH_W,Evnt_AH_W,,,,,,,,,,,,,,194
411,2,195,Evnt_AI_W,Evnt_AI_W,Evnt_AI_W,,,,,,,,,,,,,,194
412,2,195,Evnt_AJ_W,Evnt_AJ_W,Evnt_AJ_W,,,,,,,,,,,,,,194
413,2,195,Evnt_AK_W,Evnt_AK_W,Evnt_AK_W,,,,,,,,,,,,,,194
414,2,195,Evnt_AL_W,Evnt_AL_W,Evnt_AL_W,,,,,,,,,,,,,,194
415,2,195,Evnt_AM_W,Evnt_AM_W,Evnt_AM_W,,,,,,,,,,,,,,194
416,2,195,Evnt_AN_W,Evnt_AN_W,Evnt_AN_W,,,,,,,,,,,,,,194
417,2,195,Evnt_AO_W,Evnt_AO_W,Evnt_AO_W,,,,,,,,,,,,,,194
418,2,195,Evnt_AP_W,Evnt_AP_W,Evnt_AP_W,,,,,,,,,,,,,,194
419,2,195,Evnt_AQ_W,Evnt_AQ_W,Evnt_AQ_W,,,,,,,,,,,,,,194
420,2,195,Evnt_AR_W,Evnt_AR_W,Evnt_AR_W,,,,,,,,,,,,,,194
421,2,195,Evnt_AS_W,Evnt_AS_W,Evnt_AS_W,,,,,,,,,,,,,,194
422,2,195,Evnt_AT_W,Evnt_AT_W,Evnt_AT_W,,,,,,,,,,,,,,194
423,2,195,Evnt_AU_W,Evnt_AU_W,Evnt_AU_W,,,,,,,,,,,,,,194
424,2,195,Evnt_AV_W,Evnt_AV_W,Evnt_AV_W,,,,,,,,,,,,,,194
425,2,195,Evnt_AW_W,Evnt_AW_W,Evnt_AW_W,,,,,,,,,,,,,,194
426,2,195,Evnt_AX_W,Evnt_AX_W,Evnt_AX_W,,,,,,,,,,,,,,194
427,2,195,Evnt_AY_W,Evnt_AY_W,Evnt_AY_W,,,,,,,,,,,,,,194
428,2,195,Evnt_AZ_W,Evnt_AZ_W,Evnt_AZ_W,,,,,,,,,,,,,,194
429,2,195,Evnt_BA_W,Evnt_BA_W,Evnt_BA_W,,,,,,,,,,,,,,194
430,2,195,Evnt_BB_W,Evnt_BB_W,Evnt_BB_W,,,,,,,,,,,,,,194
431,2,195,Evnt_BC_W,Evnt_BC_W,Evnt_BC_W,,,,,,,,,,,,,,194
432,2,195,Evnt_BD_W,Evnt_BD_W,Evnt_BD_W,,,,,,,,,,,,,,194
433,2,195,Evnt_BE_W,Evnt_BE_W,Evnt_BE_W,,,,,,,,,,,,,,194
434,2,195,Evnt_BF_W,Evnt_BF_W,Evnt_BF_W,,,,,,,,,,,,,,194
435,2,195,Evnt_BG_W,Evnt_BG_W,Evnt_BG_W,,,,,,,,,,,,,,194
436,2,195,Evnt_BH_W,Evnt_BH_W,Evnt_BH_W,,,,,,,,,,,,,,194
437,2,194,,,Evnt_Kihyouhei_A,,,,,,,,,,,,,,194
438,2,195,,,Benedict_Evnt_Idl,,,,,,,,,,,,,,194
439,2,195,Evnt_Harley_B,Evnt_Harley_B,Evnt_Harley_B,,,,,,,,,,,,,,194
440,1,194,,,Evnt_Lumis_A,,,,,,,,,,,,,,194
441,1,194,,,Evnt_Lumis_B,,,,,,,,,,,,,,194
442,2,194,,,Evnt_Pardis_A,,,,,,,,,,,,,,194
443,2,194,,,Evnt_Pardis_B,,,,,,,,,,,,,,194
444,2,194,,,Evnt_Pardis_C,,,,,,,,,,,,,,194
445,2,194,,,Evnt_Pardis_D,,,,,,,,,,,,,,194
446,2,194,,,Evnt_Pardis_E,,,,,,,,,,,,,,194
447,2,194,,,Evnt_Gakko_A,,,,,,,,,,,,,,194
448,2,194,,,Evnt_Pardis_CA,,,,,,,,,,,,,,194
449,0,195,SnwWlf_Run_FR,SnwWlf_Run_BK,Cat_Run_LS,,,,,,,,,,,,,,194
450,2,195,Evnt_Cat_A,Evnt_Cat_A,Evnt_Cat_A,,,,,,,,,,,,,,194
451,2,194,Evnt_SinKyoKokuhi_ATK,Evnt_SinKyoKokuhi_ATK,Evnt_SinKyoKokuhi_ATK,,,,,,,,,,,,,,194
452,2,195,Evnt_SinkyoF_Badd,Evnt_SinkyoF_Badd,Evnt_SinkyoF_Badd,,,,,,,,,,,,,,194
453,2,195,,,Evnt_Tattorock_Bidle,,,,,,,,,,,,,,194
454,2,194,Evnt_Oska_C,Evnt_Oska_C,Evnt_Oska_C,,,,,,,,,,,,,,194
455,2,194,Evnt_Oska_D,Evnt_Oska_D,Evnt_Oska_D,,,,,,,,,,,,,,194
456,2,195,Evnt_Oska_E,Evnt_Oska_E,Evnt_Oska_E,,,,,,,,,,,,,,194
459,2,194,Evnt_Oska_F,Evnt_Oska_F,Evnt_Oska_F,,,,,,,,,,,,,,194
492,2,194,Evnt_Oska_G,Evnt_Oska_G,Evnt_Oska_G,,,,,,,,,,,,,,194
547,0,195,Nmov_Idl_BK,Nmov_Idl_BK,Nmov_Idl_BK,,,,,,,,,,,,,,194
457,2,194,Evnt_Bargello_A,Evnt_Bargello_A,Evnt_Bargello_A,,,,,,,,,,,,,,194
458,2,195,Evnt_Bargello_B,Evnt_Bargello_B,Evnt_Bargello_B,,,,,,,,,,,,,,194
473,2,195,Evnt_Bargello_C,Evnt_Bargello_C,Evnt_Bargello_C,,,,,,,,,,,,,,194
460,2,194,Evnt_Pierrot_A,Evnt_Pierrot_A,Evnt_Pierrot_A,,,,,,,,,,,,,,194
461,2,195,Evnt_Mii_B,Evnt_Mii_B,Evnt_Mii_B,,,,,,,,,,,,,,194
462,2,195,Evnt_Mii_A,Evnt_Mii_A,Evnt_Mii_A,,,,,,,,,,,,,,194
463,2,194,Evnt_Mii_C,Evnt_Mii_C,Evnt_Mii_C,,,,,,,,,,,,,,194
464,2,195,Evnt_Mii_D,Evnt_Mii_D,Evnt_Mii_D,,,,,,,,,,,,,,194
465,2,195,Evnt_Mii_E,Evnt_Mii_E,Evnt_Mii_E,,,,,,,,,,,,,,194
467,2,195,Evnt_Aira_A,Evnt_Aira_A,Evnt_Aira_A,,,,,,,,,,,,,,194
468,2,195,Evnt_Aira_B,Evnt_Aira_B,Evnt_Aira_B,,,,,,,,,,,,,,194
469,2,195,Evnt_Aira_C,Evnt_Aira_C,Evnt_Aira_C,,,,,,,,,,,,,,194
470,2,195,Evnt_Sheep_A,Evnt_Sheep_A,Evnt_Sheep_A,,,,,,,,,,,,,,194
474,2,195,Evnt_Cat_Idl,Evnt_Cat_Idl,Evnt_Cat_Idl,,,,,,,,,,,,,,194
480,2,195,Evnt_Cat_Idl_LS,Evnt_Cat_Idl_LS,Evnt_Cat_Idl_LS,,,,,,,,,,,,,,194
483,2,195,Evnt_Cait_Xmas_Idl,Evnt_Cait_Xmas_Idl,Evnt_Cait_Xmas_Idl,,,,,,,,,,,,,,194
484,2,195,Evnt_Deer_Idl,Evnt_Deer_Idl,Evnt_Deer_Idl,,,,,,,,,,,,,,194
488,2,195,Evnt_A_W,Evnt_A_W,Evnt_A_W,,,,,,,,,,,,,,194
489,2,195,Evnt_Alpaca_Idl_FR,Evnt_Alpaca_Idl_BK,Evnt_Alpaca_Idl_LS,,,,,,,,,,,,,,194
493,2,194,Evnt_Kouren_A,Evnt_Kouren_A,Evnt_Kouren_A,,,,,,,,,,,,,,194
494,2,194,Evnt_Kouren_B,Evnt_Kouren_B,Evnt_Kouren_B,,,,,,,,,,,,,,194
495,2,194,Evnt_Kouren_C,Evnt_Kouren_C,Evnt_Kouren_C,,,,,,,,,,,,,,194
497,2,194,Evnt_Alpaca_A,Evnt_Alpaca_A,Evnt_Alpaca_A,,,,,,,,,,,,,,194
529,2,195,Evnt_Nan_A,Evnt_Nan_A,Evnt_Nan_A,,,,,,,,,,,,,,194
530,2,195,Evnt_Nan_B,Evnt_Nan_B,Evnt_Nan_B,,,,,,,,,,,,,,194
534,2,195,Evnt_E,Evnt_E,Evnt_E,,,,,,,,,,,,,,194
535,2,195,Evnt_F,Evnt_F,Evnt_F,,,,,,,,,,,,,,194
539,2,194,Evnt_Ophilia_A,Evnt_Ophilia_A,Evnt_Ophilia_A,,,,,,,,,,,,,,194
541,0,195,Ship_A,Ship_I,Ship_E,,Ship_H,Ship_G,Ship_F,Ship_J,Ship_K,Ship_L,Ship_B,Ship_C,Ship_D,Ship_P,Ship_O,Ship_N,194
542,0,195,Ship_A,Ship_I,Ship_E,,Ship_H,Ship_G,Ship_F,Ship_J,Ship_K,Ship_L,Ship_B,Ship_C,Ship_D,Ship_P,Ship_O,Ship_N,194
543,0,195,Ship_A,Ship_I,Ship_E,,Ship_H,Ship_G,Ship_F,Ship_J,Ship_K,Ship_L,Ship_B,Ship_C,Ship_D,Ship_P,Ship_O,Ship_N,194
545,2,195,Evnt_Unicorn_Idl,Evnt_Unicorn_Idl,Evnt_Unicorn_Idl,,,,,,,,,,,,,,194
546,2,195,Evnt_Unicorn_Wlk,Evnt_Unicorn_Wlk,Evnt_Unicorn_Wlk,,,,,,,,,,,,,,194
551,1,194,,,Babi_atk_J07,,,,,,,,,,,,,,194
552,1,195,,,Babi_A,,,,,,,,,,,,,,195
554,2,194,,,Evnt_Kam_A,,,,,,,,,,,,,,194
555,2,194,,,Evnt_Kam_B,,,,,,,,,,,,,,194
556,1,195,,,Evnt_R,,,,,,,,,,,,,,194
