m_id,m_Label,m_VoiceID,m_JobID,m_UseCount,m_RemainTurn,m_Level,m_FcRank,m_Param,m_EquipAtk,m_ResistID,m_ResistWeapon,m_ResistMagic,m_EnemyTypeID,m_TacticalAssignID,m_SkillsID,m_OrderTexUS,m_OrderTexVS,m_OrderScaleS,m_OrderTexUL,m_OrderTexVL,m_OrderScaleL
10247,GuestNpc_SnT11_W004_2,cc00,4,9,1,1,2,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 116, 129, 96, 114, 0, 79, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40045,0.0,0.0,1.0,0.0,0.0,1.0
10070,GuestNpc_SnT11_P012_1,cc00,5,1,1,1,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 95, 95, 115, 109, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40059,0.0,0.0,1.0,0.0,0.0,1.0
10071,GuestNpc_SnT11_P012_2,cc00,5,1,1,1,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 95, 95, 112, 105, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40059,0.0,0.0,1.0,0.0,0.0,1.0
10072,GuestNpc_SnT11_F008_1,cc00,1,1,1,1,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 114, 112, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40060,0.0,0.0,1.0,0.0,0.0,1.0
10073,GuestNpc_SnT11_P013_1,cc00,1,1,1,1,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 113, 114, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40061,0.0,0.0,1.0,0.0,0.0,1.0
10074,GuestNpc_SnT11_F009_1,cc00,1,1,1,1,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 108, 108, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40062,0.0,0.0,1.0,0.0,0.0,1.0
10075,GuestNpc_SnT11_W008_1,cc00,1,1,1,1,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 114, 114, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40063,0.0,0.0,1.0,0.0,0.0,1.0
10076,GuestNpc_SnT11_F010_1,cc00,1,1,1,1,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 110, 109, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40064,0.0,0.0,1.0,0.0,0.0,1.0
10077,GuestNpc_SnT11_P014_1,cc00,7,1,1,1,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 95, 95, 106, 113, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40065,0.0,0.0,1.0,0.0,0.0,1.0
10081,GuestNpc_PlT11_F002_inn_2,cc00,3,1,1,1,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 95, 95, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50077,0.0,0.0,1.0,0.0,0.0,1.0
10124,GuestNpc_SeT11_W003_1,cc00,1,1,1,35,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 110, 107, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50149,0.0,0.0,1.0,0.0,0.0,1.0
10128,GuestNpc_SeT11_W006_1,cc00,1,1,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 109, 108, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50153,0.0,0.0,1.0,0.0,0.0,1.0
10129,GuestNpc_SeT11_W007_1,cc00,1,1,1,5,2,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 112, 108, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50154,0.0,0.0,1.0,0.0,0.0,1.0
10131,GuestNpc_SeT11_P003_1,cc00,1,1,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 113, 109, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50156,0.0,0.0,1.0,0.0,0.0,1.0
10133,GuestNpc_SeT11_F004_1,cc00,1,1,1,45,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 114, 108, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50158,0.0,0.0,1.0,0.0,0.0,1.0
10137,GuestNpc_SeT11_F006_1,cc00,1,1,1,1,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 110, 105, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50162,0.0,0.0,1.0,0.0,0.0,1.0
10140,GuestNpc_DsT11_F003_1,cc00,1,1,1,35,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 106, 111, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50169,0.0,0.0,1.0,0.0,0.0,1.0
10142,GuestNpc_DsT11_P004_1,cc00,1,1,1,45,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 112, 113, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50171,0.0,0.0,1.0,0.0,0.0,1.0
10144,GuestNpc_DsT11_F004_1,cc00,1,1,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 111, 111, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50173,0.0,0.0,1.0,0.0,0.0,1.0
10145,GuestNpc_DsT11_W005_1,cc00,1,1,1,5,2,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 112, 108, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50174,0.0,0.0,1.0,0.0,0.0,1.0
10146,GuestNpc_DsT11_F005_1,cc00,1,1,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 105, 112, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50175,0.0,0.0,1.0,0.0,0.0,1.0
10147,GuestNpc_DsT11_W006_1,cc00,1,1,1,35,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 106, 107, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50176,0.0,0.0,1.0,0.0,0.0,1.0
10148,GuestNpc_DsT11_W007_1,cc00,1,1,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 115, 108, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50177,0.0,0.0,1.0,0.0,0.0,1.0
10149,GuestNpc_DsT11_P005_1,cc00,1,1,1,55,7,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 106, 106, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50178,0.0,0.0,1.0,0.0,0.0,1.0
10160,GuestNpc_DsT11_W012_1,cc00,1,1,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 108, 105, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50189,0.0,0.0,1.0,0.0,0.0,1.0
10162,GuestNpc_DsT11_F010_1,cc00,1,1,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 114, 105, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50191,0.0,0.0,1.0,0.0,0.0,1.0
10166,GuestNpc_DsT11_W015_1,cc00,1,1,1,45,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 106, 110, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50195,0.0,0.0,1.0,0.0,0.0,1.0
10172,GuestNpc_RvT11_W003_1,cc00,1,1,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 108, 106, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50205,0.0,0.0,1.0,0.0,0.0,1.0
10177,GuestNpc_RvT11_F006_1,cc00,1,1,1,1,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 110, 108, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50214,0.0,0.0,1.0,0.0,0.0,1.0
10178,GuestNpc_RvT11_W005_1,cc00,1,1,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 115, 113, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50208,0.0,0.0,1.0,0.0,0.0,1.0
10179,GuestNpc_RvT11_F007_1,cc00,1,1,1,1,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 107, 114, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50209,0.0,0.0,1.0,0.0,0.0,1.0
10181,GuestNpc_RvT11_F008_1,cc00,1,1,1,1,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 113, 114, 95, 95, 0, 100, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50215,0.0,0.0,1.0,0.0,0.0,1.0
10013,GuestNpc_FsT11_P003_2,cc00,3,10,1,5,2,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 100, 118, 120, 141, 0, 79, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40009,0.0,0.0,1.0,0.0,0.0,1.0
10020,GuestNpc_FsT11_W009_2,cc00,3,3,1,5,2,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 100, 118, 100, 118, 0, 79, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,125,40016,0.0,0.0,1.0,0.0,0.0,1.0
10053,GuestNpc_SnT11_F002_2,cc00,6,4,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 110, 128, 110, 128, 0, 93, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,124,50076,0.0,0.0,1.0,0.0,0.0,1.0
10249,GuestNpc_SnT11_P010_2,cc00,3,4,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 110, 128, 110, 128, 0, 93, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,124,50288,0.0,0.0,1.0,0.0,0.0,1.0
10250,GuestNpc_SnT11_F006_2,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40057,0.0,0.0,1.0,0.0,0.0,1.0
10089,GuestNpc_PlT11_W004_2,cc00,6,3,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 151, 160, 128, 137, 0, 103, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40075,0.0,0.0,1.0,0.0,0.0,1.0
10093,GuestNpc_PlT11_P003_2,cc00,1,3,1,25,4,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 144, 159, 128, 137, 0, 103, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40078,0.0,0.0,1.0,0.0,0.0,1.0
10099,GuestNpc_PlT11_F008_2,cc00,4,4,1,55,7,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 240, 242, 209, 213, 0, 103, 1, 0, 0, 0, 0, 0]",113,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40083,0.0,0.0,1.0,0.0,0.0,1.0
10257,GuestNpc_RvT11_F004_2,cc00,3,2,1,35,5,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 152, 166, 170, 184, 0, 113, 1, 0, 0, 0, 0, 0]",63,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50206,0.0,0.0,1.0,0.0,0.0,1.0
10398,GuestNpc_ClT11_F002_2,cc00,1,2,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 110, 128, 110, 128, 0, 93, 1, 0, 0, 0, 0, 0]",100,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40000,0.0,0.0,1.0,0.0,0.0,1.0
10234,GuestNpc_ClT11_F010_2,cc00,4,4,1,45,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 183, 202, 161, 175, 0, 123, 1, 0, 0, 0, 0, 0]",79,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50273,0.0,0.0,1.0,0.0,0.0,1.0
10263,GuestNpc_MnT12_F003_2,cc00,1,2,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 110, 128, 110, 128, 0, 93, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,50242,0.0,0.0,1.0,0.0,0.0,1.0
10266,GuestNpc_MnT12_F011_2,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40000,0.0,0.0,1.0,0.0,0.0,1.0
10242,GuestNpc_MnT12_P009_2,cc00,1,4,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",125,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40000,0.0,0.0,1.0,0.0,0.0,1.0
10322,GuestNpc_SnT21_W011_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 999, 1, 0, 0, 0, 0, 0]",100,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40000,0.0,0.0,1.0,0.0,0.0,1.0
10323,GuestNpc_SnT21_P006_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 999, 1, 0, 0, 0, 0, 0]",100,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40000,0.0,0.0,1.0,0.0,0.0,1.0
10324,GuestNpc_SnT21_P007_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 999, 1, 0, 0, 0, 0, 0]",100,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40000,0.0,0.0,1.0,0.0,0.0,1.0
10415,GuestNpc_SnT21_Josef_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 100, 100, 100, 100, 0, 999, 1, 0, 0, 0, 0, 0]",100,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40000,0.0,0.0,1.0,0.0,0.0,1.0
10416,GuestNpc_SnT21_Timov_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 100, 100, 100, 100, 0, 999, 1, 0, 0, 0, 0, 0]",100,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40000,0.0,0.0,1.0,0.0,0.0,1.0
10424,GuestNpc_UniqueF_LaDecky4_2,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 100, 100, 100, 100, 0, 999, 1, 0, 0, 0, 0, 0]",100,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40000,0.0,0.0,1.0,0.0,0.0,1.0
10001,GuestNpc_FsT11_W001_bar_1,cc00,2,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40000,0.0,0.0,1.0,0.0,0.0,1.0
10002,GuestNpc_FsT11_W002_smt_1,cc00,1,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40001,0.0,0.0,1.0,0.0,0.0,1.0
10003,GuestNpc_FsT11_F001_inn_1,cc00,2,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40002,0.0,0.0,1.0,0.0,0.0,1.0
10004,GuestNpc_FsT11_W003_1,cc00,6,3,1,5,2,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 112, 139, 100, 118, 0, 79, 1, 0, 0, 0, 0, 0]",12,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40003,0.0,0.0,1.0,0.0,0.0,1.0
10005,GuestNpc_FsT11_W003_2,cc00,6,3,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 130, 151, 110, 128, 0, 93, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40003,0.0,0.0,1.0,0.0,0.0,1.0
10006,GuestNpc_FsT11_F002_1,cc00,5,4,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 107, 133, 96, 114, 0, 75, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40004,0.0,0.0,1.0,0.0,0.0,1.0
10008,GuestNpc_FsT11_W004_1,cc00,7,4,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 96, 114, 114, 134, 0, 75, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,57,40005,0.0,0.0,1.0,0.0,0.0,1.0
10009,GuestNpc_FsT11_P001_1,cc00,7,3,1,3,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 110, 132, 98, 116, 0, 75, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40006,0.0,0.0,1.0,0.0,0.0,1.0
10010,GuestNpc_FsT11_F003_1,cc00,6,4,1,5,2,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 118, 139, 100, 118, 0, 79, 1, 0, 0, 0, 0, 0]",12,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40007,0.0,0.0,1.0,0.0,0.0,1.0
10011,GuestNpc_FsT11_P002_1,cc00,8,3,1,9,2,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 104, 122, 104, 122, 0, 79, 1, 0, 0, 0, 0, 0]",49,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40008,0.0,0.0,1.0,0.0,0.0,1.0
10012,GuestNpc_FsT11_P003_1,cc00,3,10,1,5,2,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 100, 118, 121, 138, 0, 75, 1, 0, 0, 0, 0, 0]",12,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40009,0.0,0.0,1.0,0.0,0.0,1.0
10014,GuestNpc_FsT11_W005_1,cc00,2,10,1,5,2,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 116, 136, 100, 118, 0, 75, 1, 0, 0, 0, 0, 0]",12,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40010,0.0,0.0,1.0,0.0,0.0,1.0
10015,GuestNpc_FsT11_W006_1,cc00,8,4,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 110, 128, 130, 148, 0, 93, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40011,0.0,0.0,1.0,0.0,0.0,1.0
10016,GuestNpc_FsT11_W007_1,cc00,7,4,1,5,2,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 100, 118, 119, 131, 0, 79, 1, 0, 0, 0, 0, 0]",12,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40012,0.0,0.0,1.0,0.0,0.0,1.0
10017,GuestNpc_FsT11_W008_1,cc00,5,2,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 96, 114, 96, 114, 0, 75, 1, 0, 0, 0, 0, 0]",10,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,123,40013,0.0,0.0,1.0,0.0,0.0,1.0
10373,GuestNpc_FsT11_W008_2,cc00,1,1,1,49,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 165, 179, 165, 179, 0, 123, 1, 0, 0, 0, 0, 0]",100,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,123,50298,0.0,0.0,1.0,0.0,0.0,1.0
10018,GuestNpc_FsT11_F004_1,cc00,2,10,1,0,0,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 1, 0, 0, 0, 0, 0]",1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40014,0.0,0.0,1.0,0.0,0.0,1.0
10019,GuestNpc_FsT11_W009_1,cc00,3,4,1,1,1,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 96, 114, 96, 114, 0, 75, 1, 0, 0, 0, 0, 0]",12,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,125,40015,0.0,0.0,1.0,0.0,0.0,1.0
10021,GuestNpc_FsT11_P004_1,cc00,3,3,1,7,2,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 113, 143, 102, 120, 0, 79, 1, 0, 0, 0, 0, 0]",12,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,33,40017,0.0,0.0,1.0,0.0,0.0,1.0
10022,GuestNpc_FsT11_P005_1,cc00,2,4,1,15,3,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 110, 128, 110, 128, 0, 93, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,57,40018,0.0,0.0,1.0,0.0,0.0,1.0
10374,GuestNpc_FsT11_P005_2,cc00,2,3,1,47,6,"[0, 0, 999, 0, 0, 0, 0, 0, 0, 163, 177, 163, 177, 0, 123, 1, 0, 0, 0, 0, 0]",30,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100]","[100, 100, 100, 100, 100, 100, 100, 100]",0,57,50303,0.0,0.0,1.0,0.0,0.0,1.0
