m_id,m_FieldTex,m_BattleTex,m_EventTex,m_UniTextureID,m_AttachEffect,m_MaterialParamsChangeID,m_VoiceEffectID
1232,Npc/ChrTX_Chd_NPC_Cmn_Por_CF/ChrTX_Chd_NPC_Cmn_Por_CF_N,Npc/ChrTX_Chd_NPC_Cmn_Por_CF/ChrTX_Chd_NPC_Cmn_Por_CF_B,,0,0,0,0
1235,Npc/ChrTX_Chd_NPC_Cmn_Por_SM_a/ChrTX_Chd_NPC_Cmn_Por_SM_a_N,Npc/ChrTX_Chd_NPC_Cmn_Por_SM_a/ChrTX_Chd_NPC_Cmn_Por_SM_a_B,,0,0,0,0
1301,Bos/B02/ChrTX_Chd_NPC_B02_001_N,Bos/B02/ChrTX_Chd_NPC_B02_001_B,Bos/B02/ChrTX_Chd_NPC_B02_001_E,0,0,0,0
1302,Bos/B02/ChrTX_Chd_NPC_B02_002_N,Bos/B02/ChrTX_Chd_NPC_B02_002_B,Bos/B02/ChrTX_Chd_NPC_B02_002_E,0,0,0,0
1303,Bos/B02/ChrTX_Chd_NPC_B02_003_N,Bos/B02/ChrTX_Chd_NPC_B02_003_B,Bos/B02/ChrTX_Chd_NPC_B02_003_E,0,0,0,0
1304,Bos/B02/ChrTX_Chd_NPC_B02_004_a_N,Bos/B02/ChrTX_Chd_NPC_B02_004_a_B,Bos/B02/ChrTX_Chd_NPC_B02_004_a_E,0,0,0,0
1305,Bos/B02/ChrTX_Chd_NPC_B02_005_N,Bos/B02/ChrTX_Chd_NPC_B02_005_B,Bos/B02/ChrTX_Chd_NPC_B02_005_E,0,0,0,0
1306,Bos/B02/ChrTX_Chd_NPC_B02_009_N,Bos/B02/ChrTX_Chd_NPC_B02_009_B,,0,0,0,0
1307,Npc/ChrTX_Chd_NPC_Snw_SF/ChrTX_Chd_NPC_Snw_SF_N,,,0,0,0,0
1308,Bos/B02/ChrTX_Chd_NPC_B02_006_N,Bos/B02/ChrTX_Chd_NPC_B02_006_B,Bos/B02/ChrTX_Chd_NPC_B02_006_E,0,0,0,0
1309,Bos/B02/ChrTX_Chd_NPC_B02_007_N,Bos/B02/ChrTX_Chd_NPC_B02_007_B,Bos/B02/ChrTX_Chd_NPC_B02_007_E,0,0,0,0
1310,Bos/B02/ChrTX_Chd_NPC_B02_008_N,Bos/B02/ChrTX_Chd_NPC_B02_008_B,Bos/B02/ChrTX_Chd_NPC_B02_008_E,0,0,0,0
1311,Bos/B02/ChrTX_Chd_NPC_B02_008_a_N,Bos/B02/ChrTX_Chd_NPC_B02_008_a_B,Bos/B02/ChrTX_Chd_NPC_B02_008_a_E,0,0,0,0
1312,Bos/B04/ChrTX_Chd_NPC_B04_032_N,Bos/B04/ChrTX_Chd_NPC_B04_032_B,Bos/B04/ChrTX_Chd_NPC_B04_032_E,0,0,0,0
1314,Npc/ChrTX_Chd_NPC_Cmn_TrcKnt_M_a/ChrTX_Chd_NPC_Cmn_TrcKnt_M_a_N,Npc/ChrTX_Chd_NPC_Cmn_TrcKnt_M_a/ChrTX_Chd_NPC_Cmn_TrcKnt_M_a_B,,0,0,0,0
1315,Npc/ChrTX_Chd_NPC_Cmn_TrcKnt_M/ChrTX_Chd_NPC_Cmn_TrcKnt_M_N,Npc/ChrTX_Chd_NPC_Cmn_TrcKnt_M/ChrTX_Chd_NPC_Cmn_TrcKnt_M_B,,0,0,0,0
1316,Npc/ChrTX_Chd_NPC_Cmn_TrcKnt_F/ChrTX_Chd_NPC_Cmn_TrcKnt_F_N,Npc/ChrTX_Chd_NPC_Cmn_TrcKnt_F/ChrTX_Chd_NPC_Cmn_TrcKnt_F_B,,0,0,0,0
1319,Npc/ChrTX_Chd_NPC_Snw_Mch/ChrTX_Chd_NPC_Snw_Mch_N,Npc/ChrTX_Chd_NPC_Snw_Mch/ChrTX_Chd_NPC_Snw_Mch_B,,0,0,0,0
1320,Npc/ChrTX_Chd_NPC_Cmn_Bar/ChrTX_Chd_NPC_Cmn_Bar_N,Npc/ChrTX_Chd_NPC_Cmn_Bar/ChrTX_Chd_NPC_Cmn_Bar_B,,0,0,0,0
1321,Npc/ChrTX_Chd_NPC_Pln_YF/ChrTX_Chd_NPC_Pln_YF_N,Npc/ChrTX_Chd_NPC_Pln_YF/ChrTX_Chd_NPC_Pln_YF_B,,0,0,0,0
1328,Npc/ChrTX_Chd_NPC_Snw_SF/ChrTX_Chd_NPC_Snw_SF_N,Npc/ChrTX_Chd_NPC_Snw_SF/ChrTX_Chd_NPC_Snw_SF_B,,0,0,0,0
1330,Bos/B02/ChrTX_Chd_NPC_B02_004_N,Bos/B02/ChrTX_Chd_NPC_B02_004_B,Bos/B02/ChrTX_Chd_NPC_B02_004_E,0,0,0,0
1331,Bos/B02/ChrTX_Chd_NPC_B02_005_a_N,Bos/B02/ChrTX_Chd_NPC_B02_005_a_B,Bos/B02/ChrTX_Chd_NPC_B02_005_a_E,0,0,0,0
1332,Bos/B02/ChrTX_Chd_NPC_B02_001_a_N,,Bos/B02/ChrTX_Chd_NPC_B02_001_a_E,0,0,0,0
1333,Chs/P005/ChrTX_Chd_NPC_P005_02_a_N,,,0,0,0,0
1401,Bos/B03/ChrTX_Chd_NPC_B03_001_N,Bos/B03/ChrTX_Chd_NPC_B03_001_B,Bos/B03/ChrTX_Chd_NPC_B03_001_E,0,0,0,0
1402,Bos/B03/ChrTX_Chd_NPC_B03_002_N,Bos/B03/ChrTX_Chd_NPC_B03_002_B,Bos/B03/ChrTX_Chd_NPC_B03_002_E,0,0,0,0
1403,Bos/B03/ChrTX_Chd_NPC_B03_002_a_N,Bos/B03/ChrTX_Chd_NPC_B03_002_a_B,Bos/B03/ChrTX_Chd_NPC_B03_002_a_E,0,0,0,0
1404,Bos/B03/ChrTX_Chd_NPC_B03_003_N,Bos/B03/ChrTX_Chd_NPC_B03_003_B,Bos/B03/ChrTX_Chd_NPC_B03_003_E,0,0,0,0
1405,Bos/B03/ChrTX_Chd_NPC_B03_004_N,Bos/B03/ChrTX_Chd_NPC_B03_004_B,Bos/B03/ChrTX_Chd_NPC_B03_004_E,0,0,0,0
1406,Npc/ChrTX_Chd_NPC_Cmn_MysM/ChrTX_Chd_NPC_Cmn_MysM_N,Npc/ChrTX_Chd_NPC_Cmn_MysM/ChrTX_Chd_NPC_Cmn_MysM_B,,0,0,0,0
1407,Bos/B03/ChrTX_Chd_NPC_B03_005_N,Bos/B03/ChrTX_Chd_NPC_B03_005_B,,0,0,0,0
1408,Bos/B03/ChrTX_Chd_NPC_B03_006_N,Bos/B03/ChrTX_Chd_NPC_B03_006_B,Bos/B03/ChrTX_Chd_NPC_B03_006_E,0,0,0,0
1409,Bos/B03/ChrTX_Chd_NPC_B03_007_N,Bos/B03/ChrTX_Chd_NPC_B03_007_B,,0,0,0,0
1410,Bos/B03/ChrTX_Chd_NPC_B03_008_N,Bos/B03/ChrTX_Chd_NPC_B03_008_B,Bos/B03/ChrTX_Chd_NPC_B03_008_E,0,0,0,0
1411,Bos/B03/ChrTX_Chd_NPC_B03_009_N,Bos/B03/ChrTX_Chd_NPC_B03_009_B,,0,0,0,0
1412,Bos/B03/ChrTX_Chd_NPC_B03_010_N,,,0,0,0,0
1413,Npc/ChrTX_Chd_NPC_Unq_Simeon/ChrTX_Chd_NPC_Unq_Simeon_N,Npc/ChrTX_Chd_NPC_Unq_Simeon/ChrTX_Chd_NPC_Unq_Simeon_B,,0,0,0,0
1414,Npc/ChrTX_Chd_NPC_Cmn_Nbl_AF_a/ChrTX_Chd_NPC_Cmn_Nbl_AF_a_N,Npc/ChrTX_Chd_NPC_Cmn_Nbl_AF_a/ChrTX_Chd_NPC_Cmn_Nbl_AF_a_B,,0,0,0,0
1415,Npc/ChrTX_Chd_NPC_Cmn_Nbl_SF_a/ChrTX_Chd_NPC_Cmn_Nbl_SF_a_N,Npc/ChrTX_Chd_NPC_Cmn_Nbl_SF_a/ChrTX_Chd_NPC_Cmn_Nbl_SF_a_B,,0,0,0,0
1416,Npc/ChrTX_Chd_NPC_Cmn_Nbl_YF_a/ChrTX_Chd_NPC_Cmn_Nbl_YF_a_N,Npc/ChrTX_Chd_NPC_Cmn_Nbl_YF_a/ChrTX_Chd_NPC_Cmn_Nbl_YF_a_B,,0,0,0,0
1501,Bos/B04/ChrTX_Chd_NPC_B04_002_N,,Bos/B04/ChrTX_Chd_NPC_B04_002_E,0,0,0,0
1502,Bos/B04/ChrTX_Chd_NPC_B04_003_N,Bos/B04/ChrTX_Chd_NPC_B04_003_B,Bos/B04/ChrTX_Chd_NPC_B04_003_E,0,0,0,0
1503,Bos/B04/ChrTX_Chd_NPC_B04_001_a_N,,Bos/B04/ChrTX_Chd_NPC_B04_001_a_E,0,0,0,0
1504,Bos/B04/ChrTX_Chd_NPC_B04_001_N,Bos/B04/ChrTX_Chd_NPC_B04_001_B,Bos/B04/ChrTX_Chd_NPC_B04_001_E,0,0,0,0
1505,Bos/B04/ChrTX_Chd_NPC_B04_004_N,Bos/B04/ChrTX_Chd_NPC_B04_004_B,Bos/B04/ChrTX_Chd_NPC_B04_004_E,0,0,0,0
1506,Bos/B04/ChrTX_Chd_NPC_B04_005_N,Bos/B04/ChrTX_Chd_NPC_B04_005_B,Bos/B04/ChrTX_Chd_NPC_B04_005_E,0,0,0,0
1507,Bos/B04/ChrTX_Chd_NPC_B04_006_a_N,Bos/B04/ChrTX_Chd_NPC_B04_006_a_B,Bos/B04/ChrTX_Chd_NPC_B04_006_a_E,0,0,0,0
1508,Bos/B04/ChrTX_Chd_NPC_B04_006_N,,Bos/B04/ChrTX_Chd_NPC_B04_006_E,0,0,0,0
1509,Bos/B04/ChrTX_Chd_NPC_B04_006_b_N,Bos/B04/ChrTX_Chd_NPC_B04_006_b_B,Bos/B04/ChrTX_Chd_NPC_B04_006_b_E,0,0,0,0
1510,Bos/B04/ChrTX_Chd_NPC_B04_006_c_N,,Bos/B04/ChrTX_Chd_NPC_B04_006_c_E,0,0,0,0
1511,Bos/B04/ChrTX_Chd_NPC_B04_007_N,Bos/B04/ChrTX_Chd_NPC_B04_007_B,Bos/B04/ChrTX_Chd_NPC_B04_007_E,0,0,0,0
1512,Bos/B04/ChrTX_Chd_NPC_B04_007_a_N,Bos/B04/ChrTX_Chd_NPC_B04_007_a_B,Bos/B04/ChrTX_Chd_NPC_B04_007_a_E,0,0,0,0
1513,Bos/B04/ChrTX_Chd_NPC_B04_008_a_N,Bos/B04/ChrTX_Chd_NPC_B04_008_a_B,Bos/B04/ChrTX_Chd_NPC_B04_008_a_E,0,0,0,0
1514,Bos/B04/ChrTX_Chd_NPC_B04_008_N,Bos/B04/ChrTX_Chd_NPC_B04_008_B,Bos/B04/ChrTX_Chd_NPC_B04_008_E,0,0,0,0
1515,Bos/B04/ChrTX_Chd_NPC_B04_008_b_N,Bos/B04/ChrTX_Chd_NPC_B04_008_b_B,Bos/B04/ChrTX_Chd_NPC_B04_008_b_E,0,0,0,0
1516,Bos/B04/ChrTX_Chd_NPC_B04_008_c_N,Bos/B04/ChrTX_Chd_NPC_B04_008_c_B,Bos/B04/ChrTX_Chd_NPC_B04_008_c_E,0,0,0,0
1517,Bos/B04/ChrTX_Chd_NPC_B04_009_N,Bos/B04/ChrTX_Chd_NPC_B04_009_B,Bos/B04/ChrTX_Chd_NPC_B04_009_E,0,0,0,0
1518,Bos/B04/ChrTX_Chd_NPC_B04_010_N,Bos/B04/ChrTX_Chd_NPC_B04_010_B,Bos/B04/ChrTX_Chd_NPC_B04_010_E,0,0,0,0
1519,Bos/B04/ChrTX_Chd_NPC_B04_011_a_N,Bos/B04/ChrTX_Chd_NPC_B04_011_a_B,Bos/B04/ChrTX_Chd_NPC_B04_011_a_E,0,0,0,0
1520,Bos/B04/ChrTX_Chd_NPC_B04_011_N,Bos/B04/ChrTX_Chd_NPC_B04_011_B,Bos/B04/ChrTX_Chd_NPC_B04_011_E,0,0,0,0
1521,Bos/B04/ChrTX_Chd_NPC_B04_012_N,Bos/B04/ChrTX_Chd_NPC_B04_012_B,Bos/B04/ChrTX_Chd_NPC_B04_012_E,0,0,0,0
1522,Bos/B04/ChrTX_Chd_NPC_B04_013_N,Bos/B04/ChrTX_Chd_NPC_B04_013_B,Bos/B04/ChrTX_Chd_NPC_B04_013_E,0,0,0,0
1523,Bos/B04/ChrTX_Chd_NPC_B04_014_N,,,0,0,0,0
1524,Bos/B04/ChrTX_Chd_NPC_B04_015_N,Bos/B04/ChrTX_Chd_NPC_B04_015_B,,0,0,0,0
1525,Bos/B04/ChrTX_Chd_NPC_B04_015_a_N,Bos/B04/ChrTX_Chd_NPC_B04_015_a_B,,0,0,0,0
1526,Bos/B04/ChrTX_Chd_NPC_B04_015_b_N,Bos/B04/ChrTX_Chd_NPC_B04_015_b_B,,0,0,0,0
1527,Bos/B04/ChrTX_Chd_NPC_B04_016_N,Bos/B04/ChrTX_Chd_NPC_B04_016_B,Bos/B04/ChrTX_Chd_NPC_B04_016_E,0,0,0,0
1528,Bos/B04/ChrTX_Chd_NPC_B04_017_N,Bos/B04/ChrTX_Chd_NPC_B04_017_B,Bos/B04/ChrTX_Chd_NPC_B04_017_E,0,0,0,0
1529,Bos/B04/ChrTX_Chd_NPC_B04_018_N,,,0,0,0,0
1530,Bos/B04/ChrTX_Chd_NPC_B04_019_N,Bos/B04/ChrTX_Chd_NPC_B04_019_B,Bos/B04/ChrTX_Chd_NPC_B04_019_E,0,0,0,0
1531,Bos/B04/ChrTX_Chd_NPC_B04_019_a_N,Bos/B04/ChrTX_Chd_NPC_B04_019_a_B,Bos/B04/ChrTX_Chd_NPC_B04_019_a_E,0,0,0,0
1532,Bos/B04/ChrTX_Chd_NPC_B04_020_N,Bos/B04/ChrTX_Chd_NPC_B04_020_B,Bos/B04/ChrTX_Chd_NPC_B04_020_E,0,0,0,0
1533,Bos/B04/ChrTX_Chd_NPC_B04_021_N,Bos/B04/ChrTX_Chd_NPC_B04_021_B,Bos/B04/ChrTX_Chd_NPC_B04_021_E,0,0,0,0
1534,Bos/B04/ChrTX_Chd_NPC_B04_022_N,Bos/B04/ChrTX_Chd_NPC_B04_022_B,Bos/B04/ChrTX_Chd_NPC_B04_022_E,0,0,0,0
1535,Bos/B04/ChrTX_Chd_NPC_B04_023_N,Bos/B04/ChrTX_Chd_NPC_B04_023_B,Bos/B04/ChrTX_Chd_NPC_B04_023_E,0,0,0,0
1536,Bos/B04/ChrTX_Chd_NPC_B04_023_a_N,Bos/B04/ChrTX_Chd_NPC_B04_023_a_B,Bos/B04/ChrTX_Chd_NPC_B04_023_a_E,0,0,0,0
1537,Bos/B04/ChrTX_Chd_NPC_B04_024_N,Bos/B04/ChrTX_Chd_NPC_B04_024_B,Bos/B04/ChrTX_Chd_NPC_B04_024_E,0,0,0,0
1538,Bos/B04/ChrTX_Chd_NPC_B04_024_a_N,Bos/B04/ChrTX_Chd_NPC_B04_024_a_B,Bos/B04/ChrTX_Chd_NPC_B04_024_a_E,0,0,0,0
1539,Bos/B04/ChrTX_Chd_NPC_B04_025_N,,,0,0,0,0
1540,Bos/B04/ChrTX_Chd_NPC_B04_026_N,Bos/B04/ChrTX_Chd_NPC_B04_026_B,,0,0,0,0
1541,Bos/B04/ChrTX_Chd_NPC_B04_026_a_N,Bos/B04/ChrTX_Chd_NPC_B04_026_a_B,,0,0,0,0
1542,Bos/B04/ChrTX_Chd_NPC_B04_026_b_N,Bos/B04/ChrTX_Chd_NPC_B04_026_b_B,,0,0,0,0
1543,Bos/B04/ChrTX_Chd_NPC_B04_027_N,Bos/B04/ChrTX_Chd_NPC_B04_027_B,Bos/B04/ChrTX_Chd_NPC_B04_027_E,0,0,0,0
1544,Bos/B04/ChrTX_Chd_NPC_B04_028_N,Bos/B04/ChrTX_Chd_NPC_B04_028_B,Bos/B04/ChrTX_Chd_NPC_B04_028_E,0,0,0,0
1545,Bos/B04/ChrTX_Chd_NPC_B04_029_N,Bos/B04/ChrTX_Chd_NPC_B04_029_B,Bos/B04/ChrTX_Chd_NPC_B04_029_E,0,0,0,0
1546,Bos/B04/ChrTX_Chd_NPC_B04_030_N,Bos/B04/ChrTX_Chd_NPC_B04_030_B,Bos/B04/ChrTX_Chd_NPC_B04_030_E,0,0,0,0
1547,Bos/B04/ChrTX_Chd_NPC_B04_031_N,,,0,0,0,0
1549,Bos/B04/ChrTX_Chd_NPC_B04_033_N,,,0,0,0,0
1550,Bos/B04/ChrTX_Chd_NPC_B04_034_N,,,0,0,0,0
1552,Bos/B04/ChrTX_Chd_NPC_B04_036_N,,,0,0,0,0
1555,Bos/B04/ChrTX_Chd_NPC_B04_039_N,Bos/B04/ChrTX_Chd_NPC_B04_039_B,Bos/B04/ChrTX_Chd_NPC_B04_039_E,0,0,0,0
1556,Bos/B04/ChrTX_Chd_NPC_B04_040_N,Bos/B04/ChrTX_Chd_NPC_B04_040_B,Bos/B04/ChrTX_Chd_NPC_B04_040_E,0,0,0,0
1557,Bos/B04/ChrTX_Chd_NPC_B04_041_N,Bos/B04/ChrTX_Chd_NPC_B04_041_B,Bos/B04/ChrTX_Chd_NPC_B04_041_E,0,0,0,0
1558,Bos/B04/ChrTX_Chd_NPC_B04_042_N,Bos/B04/ChrTX_Chd_NPC_B04_042_B,Bos/B04/ChrTX_Chd_NPC_B04_042_E,0,0,0,0
1559,Bos/B04/ChrTX_Chd_NPC_B04_043_N,,,0,0,0,0
1560,Bos/B04/ChrTX_Chd_NPC_B04_029_a_N,Bos/B04/ChrTX_Chd_NPC_B04_029_a_B,,0,0,0,0
1561,Npc/ChrTX_Chd_NPC_Unq_Zeph/ChrTX_Chd_NPC_Unq_Zeph_N,Npc/ChrTX_Chd_NPC_Unq_Zeph/ChrTX_Chd_NPC_Unq_Zeph_B,,0,0,0,0
1562,Npc/ChrTX_Chd_NPC_Cmn_Crow/ChrTX_Chd_NPC_Cmn_Crow_N,,Npc/ChrTX_Chd_NPC_Cmn_Crow/ChrTX_Chd_NPC_Cmn_Crow_E,0,0,0,0
1563,Bos/B04/ChrTX_Chd_NPC_B04_041_a_N,Bos/B04/ChrTX_Chd_NPC_B04_041_a_B,Bos/B04/ChrTX_Chd_NPC_B04_041_a_E,0,0,0,0
1701,Npc/ChrTX_Chd_NPC_Cmn_PCh/ChrTX_Chd_NPC_Cmn_PCh_N,Npc/ChrTX_Chd_NPC_Cmn_PCh/ChrTX_Chd_NPC_Cmn_PCh_B,Npc/ChrTX_Chd_NPC_Cmn_PCh/ChrTX_Chd_NPC_Cmn_PCh_E,0,0,0,0
1702,Npc/ChrTX_Chd_NPC_Cmn_SnwWlf/ChrTX_Chd_NPC_Cmn_SnwWlf_N,Npc/ChrTX_Chd_NPC_Cmn_SnwWlf/ChrTX_Chd_NPC_Cmn_SnwWlf_B,Npc/ChrTX_Chd_NPC_Cmn_SnwWlf/ChrTX_Chd_NPC_Cmn_SnwWlf_E,0,0,0,0
1703,Npc/ChrTX_Chd_NPC_Cmn_SnwWlf/ChrTX_Chd_NPC_Cmn_SnwWlf_N,,Npc/ChrTX_Chd_NPC_Cmn_SnwWlf_Bos/ChrTX_Chd_NPC_Cmn_SnwWlf_Bos_E,0,0,0,0
1704,Bos/B08/ChrTX_Chd_NPC_B08_001/ChrTX_Chd_NPC_B08_001_N,,Bos/B08/ChrTX_Chd_NPC_B08_001/ChrTX_Chd_NPC_B08_001_E,0,0,0,0
1710,Bos/B05/ChrTX_Chd_NPC_B05_002/ChrTX_Chd_NPC_B05_002_N,Bos/B05/ChrTX_Chd_NPC_B05_002/ChrTX_Chd_NPC_B05_002_B,Bos/B05/ChrTX_Chd_NPC_B05_002/ChrTX_Chd_NPC_B05_002_E,0,0,0,0
1711,Bos/B01/ChrTX_Chd_NPC_B01_003_c_N,Bos/B01/ChrTX_Chd_NPC_B01_003_c_B,Bos/B01/ChrTX_Chd_NPC_B01_003_c_E,0,0,0,0
1712,Bos/B05/ChrTX_Chd_NPC_B05_004/ChrTX_Chd_NPC_B05_004_N,Bos/B05/ChrTX_Chd_NPC_B05_004/ChrTX_Chd_NPC_B05_004_B,Bos/B05/ChrTX_Chd_NPC_B05_004/ChrTX_Chd_NPC_B05_004_E,0,0,0,0
1713,Bos/B05/ChrTX_Chd_NPC_B05_005/ChrTX_Chd_NPC_B05_005_N,Bos/B05/ChrTX_Chd_NPC_B05_005/ChrTX_Chd_NPC_B05_005_B,Bos/B05/ChrTX_Chd_NPC_B05_005/ChrTX_Chd_NPC_B05_005_E,0,0,0,0
1714,Bos/B05/ChrTX_Chd_NPC_B05_006/ChrTX_Chd_NPC_B05_006_N,Bos/B05/ChrTX_Chd_NPC_B05_006/ChrTX_Chd_NPC_B05_006_B,,0,0,0,0
1715,Bos/B05/ChrTX_Chd_NPC_B05_009/ChrTX_Chd_NPC_B05_009_N,Bos/B05/ChrTX_Chd_NPC_B05_009/ChrTX_Chd_NPC_B05_009_B,,0,0,0,0
1716,Bos/B05/ChrTX_Chd_NPC_B05_009_a/ChrTX_Chd_NPC_B05_009_a_N,Bos/B05/ChrTX_Chd_NPC_B05_009_a/ChrTX_Chd_NPC_B05_009_a_B,,0,0,0,0
1717,Bos/B05/ChrTX_Chd_NPC_B05_001/ChrTX_Chd_NPC_B05_001_N,Bos/B05/ChrTX_Chd_NPC_B05_001/ChrTX_Chd_NPC_B05_001_B,Bos/B05/ChrTX_Chd_NPC_B05_001/ChrTX_Chd_NPC_B05_001_E,0,0,0,0
1718,Bos/B05/ChrTX_Chd_NPC_B05_010/ChrTX_Chd_NPC_B05_010_N,Bos/B05/ChrTX_Chd_NPC_B05_010/ChrTX_Chd_NPC_B05_010_B,Bos/B05/ChrTX_Chd_NPC_B05_010/ChrTX_Chd_NPC_B05_010_E,0,0,0,0
1719,Bos/B05/ChrTX_Chd_NPC_B05_011/ChrTX_Chd_NPC_B05_011_N,Bos/B05/ChrTX_Chd_NPC_B05_011/ChrTX_Chd_NPC_B05_011_B,Bos/B05/ChrTX_Chd_NPC_B05_011/ChrTX_Chd_NPC_B05_011_E,0,0,0,0
1720,Bos/B05/ChrTX_Chd_NPC_B05_013/ChrTX_Chd_NPC_B05_013_N,Bos/B05/ChrTX_Chd_NPC_B05_013/ChrTX_Chd_NPC_B05_013_B,Bos/B05/ChrTX_Chd_NPC_B05_013/ChrTX_Chd_NPC_B05_013_E,0,0,0,0
1721,Bos/B05/ChrTX_Chd_NPC_B05_014/ChrTX_Chd_NPC_B05_014_N,Bos/B05/ChrTX_Chd_NPC_B05_014/ChrTX_Chd_NPC_B05_014_B,Bos/B05/ChrTX_Chd_NPC_B05_014/ChrTX_Chd_NPC_B05_014_E,0,0,0,0
1722,Bos/B05/ChrTX_Chd_NPC_B05_015/ChrTX_Chd_NPC_B05_015_N,Bos/B05/ChrTX_Chd_NPC_B05_015/ChrTX_Chd_NPC_B05_015_B,Bos/B05/ChrTX_Chd_NPC_B05_015/ChrTX_Chd_NPC_B05_015_E,0,0,0,0
1723,Bos/B05/ChrTX_Chd_NPC_B05_016/ChrTX_Chd_NPC_B05_016_N,Bos/B05/ChrTX_Chd_NPC_B05_016/ChrTX_Chd_NPC_B05_016_B,Bos/B05/ChrTX_Chd_NPC_B05_016/ChrTX_Chd_NPC_B05_016_E,0,0,0,0
1724,Bos/B05/ChrTX_Chd_NPC_B05_001_a/ChrTX_Chd_NPC_B05_001_a_N,Bos/B05/ChrTX_Chd_NPC_B05_001_a/ChrTX_Chd_NPC_B05_001_a_B,Bos/B05/ChrTX_Chd_NPC_B05_001_a/ChrTX_Chd_NPC_B05_001_a_E,0,0,0,0
50384,Bos/B05/ChrTX_Chd_NPC_B05_001_b/ChrTX_Chd_NPC_B05_001_b_N,,Bos/B05/ChrTX_Chd_NPC_B05_001_b/ChrTX_Chd_NPC_B05_001_b_E,0,0,0,0
1810,Bos/B06/ChrTX_Chd_NPC_B06_001/ChrTX_Chd_NPC_B06_001_N,Bos/B06/ChrTX_Chd_NPC_B06_001/ChrTX_Chd_NPC_B06_001_B,Bos/B06/ChrTX_Chd_NPC_B06_001/ChrTX_Chd_NPC_B06_001_E,0,0,0,0
1811,Npc/ChrTX_Chd_NPC_Unq_Invisible/ChrTX_Chd_NPC_Unq_Invisible_N,,Bos/B06/ChrTX_Chd_NPC_B06_002/ChrTX_Chd_NPC_B06_002_E,0,0,0,0
1812,Bos/B06/ChrTX_Chd_NPC_B06_003/ChrTX_Chd_NPC_B06_003_N,Bos/B06/ChrTX_Chd_NPC_B06_003/ChrTX_Chd_NPC_B06_003_B,Bos/B06/ChrTX_Chd_NPC_B06_003/ChrTX_Chd_NPC_B06_003_E,0,0,0,0
1813,Bos/B06/ChrTX_Chd_NPC_B06_005/ChrTX_Chd_NPC_B06_005_N,Bos/B06/ChrTX_Chd_NPC_B06_005/ChrTX_Chd_NPC_B06_005_B,Bos/B06/ChrTX_Chd_NPC_B06_005/ChrTX_Chd_NPC_B06_005_E,0,0,0,0
1814,Bos/B04/ChrTX_Chd_NPC_B04_009_a_N,Bos/B04/ChrTX_Chd_NPC_B04_009_a_B,Bos/B04/ChrTX_Chd_NPC_B04_009_a_E,0,0,0,0
1815,Bos/B06/ChrTX_Chd_NPC_B06_008/ChrTX_Chd_NPC_B06_008_N,Bos/B06/ChrTX_Chd_NPC_B06_008/ChrTX_Chd_NPC_B06_008_B,Bos/B06/ChrTX_Chd_NPC_B06_008/ChrTX_Chd_NPC_B06_008_E,0,0,0,0
1816,Bos/B06/ChrTX_Chd_NPC_B06_004/ChrTX_Chd_NPC_B06_004_N,Bos/B06/ChrTX_Chd_NPC_B06_004/ChrTX_Chd_NPC_B06_004_B,Bos/B06/ChrTX_Chd_NPC_B06_004/ChrTX_Chd_NPC_B06_004_E,0,0,0,0
1817,Bos/B06/ChrTX_Chd_NPC_B06_009/ChrTX_Chd_NPC_B06_009_N,Bos/B06/ChrTX_Chd_NPC_B06_009/ChrTX_Chd_NPC_B06_009_B,Bos/B06/ChrTX_Chd_NPC_B06_009/ChrTX_Chd_NPC_B06_009_E,0,0,0,0
1818,Npc/ChrTX_Chd_NPC_Unq_Invisible/ChrTX_Chd_NPC_Unq_Invisible_N,,Bos/B06/ChrTX_Chd_NPC_B06_001_a/ChrTX_Chd_NPC_B06_001_a_E,0,0,0,0
1819,Npc/ChrTX_Chd_NPC_Unq_Invisible/ChrTX_Chd_NPC_Unq_Invisible_N,,Bos/B06/ChrTX_Chd_NPC_B06_008_a/ChrTX_Chd_NPC_B06_008_a_E,0,0,0,0
1820,Npc/ChrTX_Chd_NPC_Unq_Invisible/ChrTX_Chd_NPC_Unq_Invisible_N,,Bos/B06/ChrTX_Chd_NPC_B06_009_a/ChrTX_Chd_NPC_B06_009_a_E,0,0,0,0
1821,Npc/ChrTX_Chd_NPC_Unq_Invisible/ChrTX_Chd_NPC_Unq_Invisible_N,,Bos/B06/ChrTX_Chd_NPC_B06_010/ChrTX_Chd_NPC_B06_010_E,0,0,0,0
1822,Bos/B04/ChrTX_Chd_NPC_B04_030_a_N,Bos/B04/ChrTX_Chd_NPC_B04_030_a_B,Bos/B04/ChrTX_Chd_NPC_B04_030_a_E,0,0,0,0
1823,Bos/B06/ChrTX_Chd_NPC_B06_007/ChrTX_Chd_NPC_B06_007_N,Bos/B06/ChrTX_Chd_NPC_B06_007/ChrTX_Chd_NPC_B06_007_B,Bos/B06/ChrTX_Chd_NPC_B06_007/ChrTX_Chd_NPC_B06_007_E,0,0,0,0
1824,Bos/B06/ChrTX_Chd_NPC_B06_012/ChrTX_Chd_NPC_B06_012_N,,,0,0,0,0
