m_id,m_OwnerChara,m_MapID,m_AppearLabel,m_AppearDir,m_TalkDir,m_EventID,m_QuestID,m_Priority,m_InputCheck,m_HideChara,m_HideIcon,m_Root,m_AutoTalk,m_ChoiceTalk,m_Affection,m_ChainTalk,m_TalkText,m_EmbedWord1,m_EmbedWord2,m_EmbedWord3,m_EmbedWord4,m_Boss,m_Progress,m_ChainConditionID,m_Inflence,m_TrigConditionID,m_NoneConditionID,m_ChoiceJump
108,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,109,37,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[6, 0, 0, 0]","[0, 0, 0, 0]"
109,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,110,38,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[6, 0, 0, 0]","[0, 0, 0, 0]"
110,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,111,39,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[6, 0, 0, 0]","[0, 0, 0, 0]"
111,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,112,40,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[6, 0, 0, 0]","[0, 0, 0, 0]"
112,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,113,41,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[6, 0, 0, 0]","[0, 0, 0, 0]"
113,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,0,42,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[6, 0, 0, 0]","[0, 0, 0, 0]"
114,137,48,maruto_1,1,6,0,0,10,0,194,194,195,194,194,194,115,43,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[52, 0, 0, 0]","[7, 0, 0, 0]","[0, 0, 0, 0]"
115,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,116,44,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[52, 0, 0, 0]","[7, 0, 0, 0]","[0, 0, 0, 0]"
116,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,117,45,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[52, 0, 0, 0]","[7, 0, 0, 0]","[0, 0, 0, 0]"
117,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,118,46,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[52, 0, 0, 0]","[7, 0, 0, 0]","[0, 0, 0, 0]"
118,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,119,47,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[52, 0, 0, 0]","[7, 0, 0, 0]","[0, 0, 0, 0]"
119,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,120,48,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[52, 0, 0, 0]","[7, 0, 0, 0]","[0, 0, 0, 0]"
120,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,121,49,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[52, 0, 0, 0]","[7, 0, 0, 0]","[0, 0, 0, 0]"
121,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,0,50,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[52, 0, 0, 0]","[7, 0, 0, 0]","[0, 0, 0, 0]"
122,137,48,maruto_1,1,6,0,0,10,0,194,194,195,194,194,194,123,51,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 0, 0]","[9, 0, 0, 0]","[0, 0, 0, 0]"
123,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,0,52,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 0, 0]","[9, 0, 0, 0]","[0, 0, 0, 0]"
124,137,48,maruto_1,1,6,0,0,10,0,194,194,195,194,194,194,125,53,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[9, 0, 0, 0]","[10, 0, 0, 0]","[0, 0, 0, 0]"
125,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,126,54,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[9, 0, 0, 0]","[10, 0, 0, 0]","[0, 0, 0, 0]"
126,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,0,55,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[9, 0, 0, 0]","[10, 0, 0, 0]","[0, 0, 0, 0]"
127,137,48,maruto_1,1,6,0,0,10,0,194,194,195,194,194,194,128,56,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0]","[11, 0, 0, 0]","[0, 0, 0, 0]"
128,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,0,57,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0]","[11, 0, 0, 0]","[0, 0, 0, 0]"
129,137,48,maruto_1,1,6,0,0,10,0,194,194,195,194,194,194,130,58,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0]","[12, 0, 0, 0]","[0, 0, 0, 0]"
130,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,0,59,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0]","[12, 0, 0, 0]","[0, 0, 0, 0]"
131,137,48,maruto_1,1,6,0,0,10,0,194,194,195,194,194,194,132,60,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[12, 0, 0, 0]","[13, 0, 0, 0]","[0, 0, 0, 0]"
132,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,133,61,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[12, 0, 0, 0]","[13, 0, 0, 0]","[0, 0, 0, 0]"
133,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,134,62,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[12, 0, 0, 0]","[13, 0, 0, 0]","[0, 0, 0, 0]"
134,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,135,63,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[12, 0, 0, 0]","[13, 0, 0, 0]","[0, 0, 0, 0]"
135,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,136,64,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[12, 0, 0, 0]","[13, 0, 0, 0]","[0, 0, 0, 0]"
136,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,137,65,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[12, 0, 0, 0]","[13, 0, 0, 0]","[0, 0, 0, 0]"
137,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,138,66,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[12, 0, 0, 0]","[13, 0, 0, 0]","[0, 0, 0, 0]"
138,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,0,67,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[12, 0, 0, 0]","[13, 0, 0, 0]","[0, 0, 0, 0]"
139,137,58,maruto_1,1,6,0,0,10,0,194,194,195,194,194,194,140,68,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0]","[16, 0, 0, 0]","[0, 0, 0, 0]"
140,137,58,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,141,69,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0]","[16, 0, 0, 0]","[0, 0, 0, 0]"
141,137,58,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,142,70,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0]","[16, 0, 0, 0]","[0, 0, 0, 0]"
142,137,58,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,143,71,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0]","[16, 0, 0, 0]","[0, 0, 0, 0]"
143,137,58,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,144,72,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0]","[16, 0, 0, 0]","[0, 0, 0, 0]"
144,137,58,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,0,73,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0]","[16, 0, 0, 0]","[0, 0, 0, 0]"
145,137,48,maruto_1,1,6,0,0,10,0,194,194,195,194,194,194,146,74,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[16, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
146,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,147,75,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[16, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
147,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,148,76,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[16, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
148,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,149,77,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[16, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
149,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,150,78,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[16, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
150,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,151,79,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[16, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
151,137,48,maruto_1,1,6,0,0,10,0,194,194,194,194,194,194,0,80,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[16, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
152,107,50,NGPC_1,1,6,0,0,10,0,194,194,195,194,194,194,153,121,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
153,107,50,NGPC_1,1,6,0,0,10,0,194,194,194,194,194,194,0,122,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
154,108,50,NGPC_2,4,6,0,0,10,0,194,194,195,194,194,194,155,117,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
155,108,50,NGPC_2,4,6,0,0,10,0,194,194,194,194,194,194,0,118,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
156,24,50,PC24_5,1,6,0,0,10,0,194,194,195,194,195,194,0,28,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[17, 0, 0, 0]","[18, 0, 0, 0]","[157, 159, 0, 0]"
157,24,50,PC24_5,1,6,0,0,10,0,194,194,194,194,194,194,0,30,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[17, 0, 0, 0]","[18, 0, 0, 0]","[0, 0, 0, 0]"
158,24,50,PC24_5,1,6,1062,0,10,0,194,194,194,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[17, 0, 0, 0]","[18, 0, 0, 0]","[0, 0, 0, 0]"
159,24,50,PC24_5,1,6,0,0,10,0,194,194,194,194,194,194,158,29,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[17, 0, 0, 0]","[18, 0, 0, 0]","[0, 0, 0, 0]"
160,24,48,PC24_1,1,6,0,0,10,0,194,194,195,194,195,194,0,28,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[18, 0, 0, 0]","[19, 0, 0, 0]","[161, 163, 0, 0]"
161,24,48,PC24_1,1,6,0,0,10,0,194,194,194,194,194,194,0,30,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[18, 0, 0, 0]","[19, 0, 0, 0]","[0, 0, 0, 0]"
162,24,48,PC24_1,1,6,1063,0,10,0,194,194,194,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[18, 0, 0, 0]","[19, 0, 0, 0]","[0, 0, 0, 0]"
163,24,48,PC24_1,1,6,0,0,10,0,194,194,194,194,194,194,162,29,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[18, 0, 0, 0]","[19, 0, 0, 0]","[0, 0, 0, 0]"
164,24,49,PC24_3,1,6,0,0,10,0,194,194,195,194,195,194,0,28,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[19, 0, 0, 0]","[20, 0, 0, 0]","[165, 167, 0, 0]"
165,24,49,PC24_3,1,6,0,0,10,0,194,194,194,194,194,194,0,30,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[19, 0, 0, 0]","[20, 0, 0, 0]","[0, 0, 0, 0]"
166,24,49,PC24_3,1,6,1064,0,10,0,194,194,194,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[19, 0, 0, 0]","[20, 0, 0, 0]","[0, 0, 0, 0]"
167,24,49,PC24_3,1,6,0,0,10,0,194,194,194,194,194,194,166,29,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[19, 0, 0, 0]","[20, 0, 0, 0]","[0, 0, 0, 0]"
168,24,50,PC24_6,1,6,0,0,10,0,194,194,195,194,195,194,0,28,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[20, 0, 0, 0]","[21, 0, 0, 0]","[169, 171, 0, 0]"
169,24,50,PC24_6,1,6,0,0,10,0,194,194,194,194,194,194,0,30,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[20, 0, 0, 0]","[21, 0, 0, 0]","[0, 0, 0, 0]"
170,24,50,PC24_6,1,6,1065,0,10,0,194,194,194,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[20, 0, 0, 0]","[21, 0, 0, 0]","[0, 0, 0, 0]"
171,24,50,PC24_6,1,6,0,0,10,0,194,194,194,194,194,194,170,29,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[20, 0, 0, 0]","[21, 0, 0, 0]","[0, 0, 0, 0]"
172,24,48,PC24_2,1,6,0,0,10,0,194,194,195,194,195,194,0,28,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[22, 0, 0, 0]","[23, 0, 0, 0]","[173, 175, 0, 0]"
173,24,48,PC24_2,1,6,0,0,10,0,194,194,194,194,194,194,0,30,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[22, 0, 0, 0]","[23, 0, 0, 0]","[0, 0, 0, 0]"
174,24,48,PC24_2,1,6,1067,0,10,0,194,194,194,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[22, 0, 0, 0]","[23, 0, 0, 0]","[0, 0, 0, 0]"
175,24,48,PC24_2,1,6,0,0,10,0,194,194,194,194,194,194,174,29,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[22, 0, 0, 0]","[23, 0, 0, 0]","[0, 0, 0, 0]"
176,24,49,PC24_3,1,6,0,0,10,0,194,194,195,194,195,194,0,28,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[23, 0, 0, 0]","[24, 0, 0, 0]","[177, 179, 0, 0]"
177,24,49,PC24_3,1,6,0,0,10,0,194,194,194,194,194,194,0,30,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[23, 0, 0, 0]","[24, 0, 0, 0]","[0, 0, 0, 0]"
178,24,49,PC24_3,1,6,1068,0,10,0,194,194,194,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[23, 0, 0, 0]","[24, 0, 0, 0]","[0, 0, 0, 0]"
179,24,49,PC24_3,1,6,0,0,10,0,194,194,194,194,194,194,178,29,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[23, 0, 0, 0]","[24, 0, 0, 0]","[0, 0, 0, 0]"
180,24,49,PC24_4,1,6,0,0,10,0,194,194,195,194,195,194,0,28,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[24, 0, 0, 0]","[25, 0, 0, 0]","[181, 183, 0, 0]"
181,24,49,PC24_4,1,6,0,0,10,0,194,194,194,194,194,194,0,30,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[24, 0, 0, 0]","[25, 0, 0, 0]","[0, 0, 0, 0]"
182,24,49,PC24_4,1,6,1069,0,10,0,194,194,194,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[24, 0, 0, 0]","[25, 0, 0, 0]","[0, 0, 0, 0]"
183,24,49,PC24_4,1,6,0,0,10,0,194,194,194,194,194,194,182,29,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[24, 0, 0, 0]","[25, 0, 0, 0]","[0, 0, 0, 0]"
184,24,49,PC24_3,1,6,0,0,10,0,194,194,195,194,195,194,0,28,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[26, 0, 0, 0]","[27, 0, 0, 0]","[185, 187, 0, 0]"
185,24,49,PC24_3,1,6,0,0,10,0,194,194,194,194,194,194,0,30,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[26, 0, 0, 0]","[27, 0, 0, 0]","[0, 0, 0, 0]"
186,24,49,PC24_3,1,6,1071,0,10,0,194,194,194,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[26, 0, 0, 0]","[27, 0, 0, 0]","[0, 0, 0, 0]"
187,24,49,PC24_3,1,6,0,0,10,0,194,194,194,194,194,194,186,29,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[26, 0, 0, 0]","[27, 0, 0, 0]","[0, 0, 0, 0]"
188,24,49,PC24_3,1,6,0,0,10,0,194,194,195,194,195,194,0,28,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[27, 0, 0, 0]","[28, 0, 0, 0]","[189, 191, 0, 0]"
189,24,49,PC24_3,1,6,0,0,10,0,194,194,194,194,194,194,0,30,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[27, 0, 0, 0]","[28, 0, 0, 0]","[0, 0, 0, 0]"
190,24,49,PC24_3,1,6,1072,0,10,0,194,194,194,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[27, 0, 0, 0]","[28, 0, 0, 0]","[0, 0, 0, 0]"
191,24,49,PC24_3,1,6,0,0,10,0,194,194,194,194,194,194,190,29,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[27, 0, 0, 0]","[28, 0, 0, 0]","[0, 0, 0, 0]"
192,24,50,PC24_7,1,6,0,0,10,0,194,194,195,194,195,194,0,28,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[28, 0, 0, 0]","[29, 0, 0, 0]","[193, 195, 0, 0]"
193,24,50,PC24_7,1,6,0,0,10,0,194,194,194,194,194,194,0,30,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[28, 0, 0, 0]","[29, 0, 0, 0]","[0, 0, 0, 0]"
194,24,50,PC24_7,1,6,1073,0,10,0,194,194,194,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[28, 0, 0, 0]","[29, 0, 0, 0]","[0, 0, 0, 0]"
195,24,50,PC24_7,1,6,0,0,10,0,194,194,194,194,194,194,194,29,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[28, 0, 0, 0]","[29, 0, 0, 0]","[0, 0, 0, 0]"
196,24,49,PC24_3,1,6,0,0,10,0,194,194,195,194,195,194,0,28,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[30, 0, 0, 0]","[31, 0, 0, 0]","[197, 199, 0, 0]"
197,24,49,PC24_3,1,6,0,0,10,0,194,194,194,194,194,194,0,30,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[30, 0, 0, 0]","[31, 0, 0, 0]","[0, 0, 0, 0]"
198,24,49,PC24_3,1,6,1075,0,10,0,194,194,194,194,194,194,0,0,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[30, 0, 0, 0]","[31, 0, 0, 0]","[0, 0, 0, 0]"
199,24,49,PC24_3,1,6,0,0,10,0,194,194,194,194,194,194,198,29,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[30, 0, 0, 0]","[31, 0, 0, 0]","[0, 0, 0, 0]"
200,107,53,NGPC_3,1,6,0,0,10,0,194,194,195,194,194,194,201,115,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[9, 0, 0, 0]","[0, 0, 0, 0]"
201,107,53,NGPC_3,1,6,0,0,10,0,194,194,194,194,194,194,0,116,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[9, 0, 0, 0]","[0, 0, 0, 0]"
202,128,60,NGPC_4,3,6,0,0,10,0,194,194,195,194,194,194,203,158,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
203,128,60,NGPC_4,3,6,0,0,10,0,194,194,194,194,194,194,0,159,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
204,128,61,NGPC_5,1,6,0,0,10,0,194,194,195,194,194,194,205,160,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
205,128,61,NGPC_5,1,6,0,0,10,0,194,194,194,194,194,194,206,161,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
206,128,61,NGPC_5,1,6,0,0,10,0,194,194,194,194,194,194,0,162,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
207,106,48,NGPC_6,1,6,0,0,10,0,194,194,195,194,194,194,208,123,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
208,106,48,NGPC_6,1,6,0,0,10,0,194,194,194,194,194,194,0,124,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
209,112,49,NGPC_7,1,6,0,0,10,0,194,194,195,194,194,194,210,125,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
210,112,49,NGPC_7,1,6,0,0,10,0,194,194,194,194,194,194,0,126,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
211,107,49,NGPC_8,1,6,0,0,10,0,194,194,195,194,194,194,212,127,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
212,107,49,NGPC_8,1,6,0,0,10,0,194,194,194,194,194,194,0,128,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
213,106,49,NGPC_9,1,6,0,0,10,0,194,194,195,194,194,194,0,129,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
214,129,58,NGPC_10,3,6,0,0,10,0,194,194,195,194,194,194,0,163,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
215,130,58,NGPC_11,1,6,0,0,10,0,194,194,195,194,194,194,0,164,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
216,128,58,NGPC_12,1,6,0,0,10,0,194,194,195,194,194,194,0,165,0,0,0,0,0,0,"[0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
