m_id,m_SoundLabel,m_Category,m_Usage,m_Sheet,m_Loop,m_PlayMax,m_FadeI,m_FadeO,m_Priority
15517,vo_etc_woman02_mortify1,2,9,2000,194,1,0.0,0.0,0
15523,vo_etc_woman02_scared,2,9,2000,194,1,0.0,0.0,0
15525,vo_etc_woman02_thank,2,9,2000,194,1,0.0,0.0,0
15529,vo_etc_woman02_worry,2,9,2000,194,1,0.0,0.0,0
15543,vo_etc_woman02_found1,2,9,2000,194,1,0.0,0.0,0
15530,vo_etc_woman02_yes1,2,9,2000,194,1,0.0,0.0,0
15519,vo_etc_woman02_no,2,9,2000,194,1,0.0,0.0,0
15520,vo_etc_woman02_positive,2,9,2000,194,1,0.0,0.0,0
15518,vo_etc_woman02_negation,2,9,2000,194,1,0.0,0.0,0
15521,vo_etc_woman02_ready,2,9,2000,194,1,0.0,0.0,0
15540,vo_etc_woman02_doubt,2,9,2000,194,1,0.0,0.0,0
15526,vo_etc_woman02_thought,2,9,2000,194,1,0.0,0.0,0
15527,vo_etc_woman02_thought2,2,9,2000,194,1,0.0,0.0,0
15528,vo_etc_woman02_truth,2,9,2000,194,1,0.0,0.0,0
15539,vo_etc_woman02_dislike,2,9,2000,194,1,0.0,0.0,0
15541,vo_etc_woman02_etc1,2,9,2000,194,1,0.0,0.0,0
15542,vo_etc_woman02_etc2,2,9,2000,194,1,0.0,0.0,0
15561,vo_etc_woman03_bow1,2,9,2000,194,1,0.0,0.0,0
15562,vo_etc_woman03_bow2,2,9,2000,194,1,0.0,0.0,0
15555,vo_etc_woman03_aha1,2,9,2000,194,1,0.0,0.0,0
15556,vo_etc_woman03_aha2,2,9,2000,194,1,0.0,0.0,0
15557,vo_etc_woman03_aha3,2,9,2000,194,1,0.0,0.0,0
15563,vo_etc_woman03_bye,2,9,2000,194,1,0.0,0.0,0
15549,vo_etc_woman03_surprise1,2,9,2000,194,1,0.0,0.0,0
15558,vo_etc_woman03_anger,2,9,2000,194,1,0.0,0.0,0
15559,vo_etc_woman03_anger_B,2,9,2000,194,1,0.0,0.0,0
15560,vo_etc_woman03_anger2,2,9,2000,194,1,0.0,0.0,0
15547,vo_etc_woman03_sad,2,9,2000,194,1,0.0,0.0,0
15571,vo_etc_woman03_happy,2,9,2000,194,1,0.0,0.0,0
15572,vo_etc_woman03_joy,2,9,2000,194,1,0.0,0.0,0
15573,vo_etc_woman03_laugh1,2,9,2000,194,1,0.0,0.0,0
15574,vo_etc_woman03_laugh2,2,9,2000,194,1,0.0,0.0,0
15575,vo_etc_woman03_mortify1,2,9,2000,194,1,0.0,0.0,0
15548,vo_etc_woman03_scared,2,9,2000,194,1,0.0,0.0,0
15550,vo_etc_woman03_thank,2,9,2000,194,1,0.0,0.0,0
15553,vo_etc_woman03_worry,2,9,2000,194,1,0.0,0.0,0
15570,vo_etc_woman03_found1,2,9,2000,194,1,0.0,0.0,0
15554,vo_etc_woman03_yes1,2,9,2000,194,1,0.0,0.0,0
15577,vo_etc_woman03_no,2,9,2000,194,1,0.0,0.0,0
15578,vo_etc_woman03_positive,2,9,2000,194,1,0.0,0.0,0
15576,vo_etc_woman03_negation,2,9,2000,194,1,0.0,0.0,0
15546,vo_etc_woman03_ready,2,9,2000,194,1,0.0,0.0,0
15565,vo_etc_woman03_doubt,2,9,2000,194,1,0.0,0.0,0
15551,vo_etc_woman03_thought,2,9,2000,194,1,0.0,0.0,0
15552,vo_etc_woman03_truth,2,9,2000,194,1,0.0,0.0,0
15564,vo_etc_woman03_dislike,2,9,2000,194,1,0.0,0.0,0
15566,vo_etc_woman03_etc1,2,9,2000,194,1,0.0,0.0,0
15567,vo_etc_woman03_etc1_B,2,9,2000,194,1,0.0,0.0,0
15568,vo_etc_woman03_etc2,2,9,2000,194,1,0.0,0.0,0
15569,vo_etc_woman03_etc3,2,9,2000,194,1,0.0,0.0,0
15600,vo_etc_woman04_bow1,2,9,2000,194,1,0.0,0.0,0
15601,vo_etc_woman04_bow2,2,9,2000,194,1,0.0,0.0,0
15595,vo_etc_woman04_aha1,2,9,2000,194,1,0.0,0.0,0
15596,vo_etc_woman04_aha2,2,9,2000,194,1,0.0,0.0,0
15602,vo_etc_woman04_bye,2,9,2000,194,1,0.0,0.0,0
15585,vo_etc_woman04_surprise1,2,9,2000,194,1,0.0,0.0,0
15597,vo_etc_woman04_anger,2,9,2000,194,1,0.0,0.0,0
15598,vo_etc_woman04_anger_B,2,9,2000,194,1,0.0,0.0,0
15599,vo_etc_woman04_anger2,2,9,2000,194,1,0.0,0.0,0
15581,vo_etc_woman04_sad,2,9,2000,194,1,0.0,0.0,0
15582,vo_etc_woman04_sad2,2,9,2000,194,1,0.0,0.0,0
15583,vo_etc_woman04_sad2_B,2,9,2000,194,1,0.0,0.0,0
15608,vo_etc_woman04_happy,2,9,2000,194,1,0.0,0.0,0
15609,vo_etc_woman04_joy,2,9,2000,194,1,0.0,0.0,0
15610,vo_etc_woman04_joy_B,2,9,2000,194,1,0.0,0.0,0
15611,vo_etc_woman04_laugh1,2,9,2000,194,1,0.0,0.0,0
15612,vo_etc_woman04_laugh2,2,9,2000,194,1,0.0,0.0,0
15613,vo_etc_woman04_mortify1,2,9,2000,194,1,0.0,0.0,0
15584,vo_etc_woman04_scared,2,9,2000,194,1,0.0,0.0,0
15586,vo_etc_woman04_thank,2,9,2000,194,1,0.0,0.0,0
15587,vo_etc_woman04_thank_B,2,9,2000,194,1,0.0,0.0,0
15592,vo_etc_woman04_worry,2,9,2000,194,1,0.0,0.0,0
15607,vo_etc_woman04_found1,2,9,2000,194,1,0.0,0.0,0
15593,vo_etc_woman04_yes1,2,9,2000,194,1,0.0,0.0,0
15594,vo_etc_woman04_yes2,2,9,2000,194,1,0.0,0.0,0
15615,vo_etc_woman04_no,2,9,2000,194,1,0.0,0.0,0
15579,vo_etc_woman04_positive,2,9,2000,194,1,0.0,0.0,0
15614,vo_etc_woman04_negation,2,9,2000,194,1,0.0,0.0,0
15580,vo_etc_woman04_ready,2,9,2000,194,1,0.0,0.0,0
15604,vo_etc_woman04_doubt,2,9,2000,194,1,0.0,0.0,0
15605,vo_etc_woman04_doubt_B,2,9,2000,194,1,0.0,0.0,0
15588,vo_etc_woman04_thought,2,9,2000,194,1,0.0,0.0,0
15589,vo_etc_woman04_thought_B,2,9,2000,194,1,0.0,0.0,0
15590,vo_etc_woman04_thought2,2,9,2000,194,1,0.0,0.0,0
15591,vo_etc_woman04_truth,2,9,2000,194,1,0.0,0.0,0
15603,vo_etc_woman04_dislike,2,9,2000,194,1,0.0,0.0,0
15606,vo_etc_woman04_etc1,2,9,2000,194,1,0.0,0.0,0
15619,vo_etc_woman05_bow1,2,9,2000,194,1,0.0,0.0,0
15620,vo_etc_woman05_bow2,2,9,2000,194,1,0.0,0.0,0
15616,vo_etc_woman05_aha1,2,9,2000,194,1,0.0,0.0,0
15617,vo_etc_woman05_aha2,2,9,2000,194,1,0.0,0.0,0
15621,vo_etc_woman05_bye,2,9,2000,194,1,0.0,0.0,0
15641,vo_etc_woman05_surprise1,2,9,2000,194,1,0.0,0.0,0
15618,vo_etc_woman05_anger,2,9,2000,194,1,0.0,0.0,0
15639,vo_etc_woman05_sad,2,9,2000,194,1,0.0,0.0,0
15630,vo_etc_woman05_happy,2,9,2000,194,1,0.0,0.0,0
15631,vo_etc_woman05_joy,2,9,2000,194,1,0.0,0.0,0
15632,vo_etc_woman05_laugh1,2,9,2000,194,1,0.0,0.0,0
15633,vo_etc_woman05_laugh2,2,9,2000,194,1,0.0,0.0,0
15634,vo_etc_woman05_mortify1,2,9,2000,194,1,0.0,0.0,0
15640,vo_etc_woman05_scared,2,9,2000,194,1,0.0,0.0,0
15642,vo_etc_woman05_thank,2,9,2000,194,1,0.0,0.0,0
15645,vo_etc_woman05_worry,2,9,2000,194,1,0.0,0.0,0
15629,vo_etc_woman05_found1,2,9,2000,194,1,0.0,0.0,0
15646,vo_etc_woman05_yes1,2,9,2000,194,1,0.0,0.0,0
15636,vo_etc_woman05_no,2,9,2000,194,1,0.0,0.0,0
15637,vo_etc_woman05_positive,2,9,2000,194,1,0.0,0.0,0
15635,vo_etc_woman05_negation,2,9,2000,194,1,0.0,0.0,0
15638,vo_etc_woman05_ready,2,9,2000,194,1,0.0,0.0,0
15623,vo_etc_woman05_doubt,2,9,2000,194,1,0.0,0.0,0
15643,vo_etc_woman05_thought,2,9,2000,194,1,0.0,0.0,0
15644,vo_etc_woman05_truth,2,9,2000,194,1,0.0,0.0,0
15622,vo_etc_woman05_dislike,2,9,2000,194,1,0.0,0.0,0
15624,vo_etc_woman05_etc1,2,9,2000,194,1,0.0,0.0,0
15625,vo_etc_woman05_etc2,2,9,2000,194,1,0.0,0.0,0
15626,vo_etc_woman05_etc3,2,9,2000,194,1,0.0,0.0,0
15627,vo_etc_woman05_etc4,2,9,2000,194,1,0.0,0.0,0
15628,vo_etc_woman05_etc5,2,9,2000,194,1,0.0,0.0,0
15651,vo_etc_woman06_bow1,2,9,2000,194,1,0.0,0.0,0
15652,vo_etc_woman06_bow1_B,2,9,2000,194,1,0.0,0.0,0
15653,vo_etc_woman06_bow2,2,9,2000,194,1,0.0,0.0,0
15647,vo_etc_woman06_aha1,2,9,2000,194,1,0.0,0.0,0
15648,vo_etc_woman06_aha1_B,2,9,2000,194,1,0.0,0.0,0
15649,vo_etc_woman06_aha2,2,9,2000,194,1,0.0,0.0,0
15654,vo_etc_woman06_bye,2,9,2000,194,1,0.0,0.0,0
15679,vo_etc_woman06_surprise1,2,9,2000,194,1,0.0,0.0,0
15650,vo_etc_woman06_anger,2,9,2000,194,1,0.0,0.0,0
15677,vo_etc_woman06_sad,2,9,2000,194,1,0.0,0.0,0
15666,vo_etc_woman06_happy,2,9,2000,194,1,0.0,0.0,0
15667,vo_etc_woman06_joy,2,9,2000,194,1,0.0,0.0,0
15668,vo_etc_woman06_joy_B,2,9,2000,194,1,0.0,0.0,0
15669,vo_etc_woman06_laugh1,2,9,2000,194,1,0.0,0.0,0
15670,vo_etc_woman06_laugh1_B,2,9,2000,194,1,0.0,0.0,0
15671,vo_etc_woman06_laugh2,2,9,2000,194,1,0.0,0.0,0
15672,vo_etc_woman06_mortify1,2,9,2000,194,1,0.0,0.0,0
15678,vo_etc_woman06_scared,2,9,2000,194,1,0.0,0.0,0
15680,vo_etc_woman06_thank,2,9,2000,194,1,0.0,0.0,0
15681,vo_etc_woman06_thank2,2,9,2000,194,1,0.0,0.0,0
15684,vo_etc_woman06_worry,2,9,2000,194,1,0.0,0.0,0
15665,vo_etc_woman06_found1,2,9,2000,194,1,0.0,0.0,0
15685,vo_etc_woman06_yes1,2,9,2000,194,1,0.0,0.0,0
15674,vo_etc_woman06_no,2,9,2000,194,1,0.0,0.0,0
15675,vo_etc_woman06_positive,2,9,2000,194,1,0.0,0.0,0
15673,vo_etc_woman06_negation,2,9,2000,194,1,0.0,0.0,0
15676,vo_etc_woman06_ready,2,9,2000,194,1,0.0,0.0,0
15656,vo_etc_woman06_doubt,2,9,2000,194,1,0.0,0.0,0
15682,vo_etc_woman06_thought,2,9,2000,194,1,0.0,0.0,0
15683,vo_etc_woman06_truth,2,9,2000,194,1,0.0,0.0,0
15655,vo_etc_woman06_dislike,2,9,2000,194,1,0.0,0.0,0
15657,vo_etc_woman06_etc1,2,9,2000,194,1,0.0,0.0,0
15658,vo_etc_woman06_etc2,2,9,2000,194,1,0.0,0.0,0
15659,vo_etc_woman06_etc2_B,2,9,2000,194,1,0.0,0.0,0
15660,vo_etc_woman06_etc3,2,9,2000,194,1,0.0,0.0,0
15661,vo_etc_woman06_etc4,2,9,2000,194,1,0.0,0.0,0
15662,vo_etc_woman06_etc5,2,9,2000,194,1,0.0,0.0,0
15663,vo_etc_woman06_etc6,2,9,2000,194,1,0.0,0.0,0
15664,vo_etc_woman06_etc7,2,9,2000,194,1,0.0,0.0,0
15691,vo_etc_woman07_bow1,2,9,2000,194,1,0.0,0.0,0
15692,vo_etc_woman07_bow2,2,9,2000,194,1,0.0,0.0,0
15686,vo_etc_woman07_aha1,2,9,2000,194,1,0.0,0.0,0
15687,vo_etc_woman07_aha2,2,9,2000,194,1,0.0,0.0,0
15688,vo_etc_woman07_aha3,2,9,2000,194,1,0.0,0.0,0
15689,vo_etc_woman07_aha4,2,9,2000,194,1,0.0,0.0,0
15693,vo_etc_woman07_bye,2,9,2000,194,1,0.0,0.0,0
15711,vo_etc_woman07_surprise1,2,9,2000,194,1,0.0,0.0,0
15690,vo_etc_woman07_anger,2,9,2000,194,1,0.0,0.0,0
15709,vo_etc_woman07_sad,2,9,2000,194,1,0.0,0.0,0
15700,vo_etc_woman07_happy,2,9,2000,194,1,0.0,0.0,0
15701,vo_etc_woman07_joy,2,9,2000,194,1,0.0,0.0,0
15702,vo_etc_woman07_laugh1,2,9,2000,194,1,0.0,0.0,0
15703,vo_etc_woman07_laugh2,2,9,2000,194,1,0.0,0.0,0
15704,vo_etc_woman07_mortify1,2,9,2000,194,1,0.0,0.0,0
15710,vo_etc_woman07_scared,2,9,2000,194,1,0.0,0.0,0
15712,vo_etc_woman07_thank,2,9,2000,194,1,0.0,0.0,0
15716,vo_etc_woman07_worry,2,9,2000,194,1,0.0,0.0,0
15699,vo_etc_woman07_found1,2,9,2000,194,1,0.0,0.0,0
15717,vo_etc_woman07_yes1,2,9,2000,194,1,0.0,0.0,0
15706,vo_etc_woman07_no,2,9,2000,194,1,0.0,0.0,0
15707,vo_etc_woman07_positive,2,9,2000,194,1,0.0,0.0,0
15705,vo_etc_woman07_negation,2,9,2000,194,1,0.0,0.0,0
15708,vo_etc_woman07_ready,2,9,2000,194,1,0.0,0.0,0
15695,vo_etc_woman07_doubt,2,9,2000,194,1,0.0,0.0,0
15713,vo_etc_woman07_thought,2,9,2000,194,1,0.0,0.0,0
15714,vo_etc_woman07_thought2,2,9,2000,194,1,0.0,0.0,0
15715,vo_etc_woman07_truth,2,9,2000,194,1,0.0,0.0,0
15694,vo_etc_woman07_dislike,2,9,2000,194,1,0.0,0.0,0
15696,vo_etc_woman07_etc1,2,9,2000,194,1,0.0,0.0,0
15697,vo_etc_woman07_etc2,2,9,2000,194,1,0.0,0.0,0
15698,vo_etc_woman07_etc3,2,9,2000,194,1,0.0,0.0,0
15723,vo_etc_woman08_bow1,2,9,2000,194,1,0.0,0.0,0
15724,vo_etc_woman08_bow2,2,9,2000,194,1,0.0,0.0,0
15718,vo_etc_woman08_aha1,2,9,2000,194,1,0.0,0.0,0
15719,vo_etc_woman08_aha2,2,9,2000,194,1,0.0,0.0,0
15720,vo_etc_woman08_aha3,2,9,2000,194,1,0.0,0.0,0
15725,vo_etc_woman08_bye,2,9,2000,194,1,0.0,0.0,0
15743,vo_etc_woman08_surprise1,2,9,2000,194,1,0.0,0.0,0
15721,vo_etc_woman08_anger,2,9,2000,194,1,0.0,0.0,0
15722,vo_etc_woman08_anger2,2,9,2000,194,1,0.0,0.0,0
15741,vo_etc_woman08_sad,2,9,2000,194,1,0.0,0.0,0
15732,vo_etc_woman08_happy,2,9,2000,194,1,0.0,0.0,0
15733,vo_etc_woman08_joy,2,9,2000,194,1,0.0,0.0,0
15734,vo_etc_woman08_laugh1,2,9,2000,194,1,0.0,0.0,0
15735,vo_etc_woman08_laugh2,2,9,2000,194,1,0.0,0.0,0
15736,vo_etc_woman08_mortify1,2,9,2000,194,1,0.0,0.0,0
15742,vo_etc_woman08_scared,2,9,2000,194,1,0.0,0.0,0
15744,vo_etc_woman08_thank,2,9,2000,194,1,0.0,0.0,0
15747,vo_etc_woman08_worry,2,9,2000,194,1,0.0,0.0,0
15731,vo_etc_woman08_found1,2,9,2000,194,1,0.0,0.0,0
15748,vo_etc_woman08_yes1,2,9,2000,194,1,0.0,0.0,0
15738,vo_etc_woman08_no,2,9,2000,194,1,0.0,0.0,0
15739,vo_etc_woman08_positive,2,9,2000,194,1,0.0,0.0,0
15737,vo_etc_woman08_negation,2,9,2000,194,1,0.0,0.0,0
15740,vo_etc_woman08_ready,2,9,2000,194,1,0.0,0.0,0
15727,vo_etc_woman08_doubt,2,9,2000,194,1,0.0,0.0,0
15745,vo_etc_woman08_thought,2,9,2000,194,1,0.0,0.0,0
15746,vo_etc_woman08_truth,2,9,2000,194,1,0.0,0.0,0
15726,vo_etc_woman08_dislike,2,9,2000,194,1,0.0,0.0,0
15728,vo_etc_woman08_etc1,2,9,2000,194,1,0.0,0.0,0
15729,vo_etc_woman08_etc2,2,9,2000,194,1,0.0,0.0,0
15730,vo_etc_woman08_etc3,2,9,2000,194,1,0.0,0.0,0
15752,vo_etc_woman09_bow1,2,9,2000,194,1,0.0,0.0,0
15753,vo_etc_woman09_bow2,2,9,2000,194,1,0.0,0.0,0
15749,vo_etc_woman09_aha1,2,9,2000,194,1,0.0,0.0,0
15750,vo_etc_woman09_aha2,2,9,2000,194,1,0.0,0.0,0
15754,vo_etc_woman09_bye,2,9,2000,194,1,0.0,0.0,0
15773,vo_etc_woman09_surprise1,2,9,2000,194,1,0.0,0.0,0
15751,vo_etc_woman09_anger,2,9,2000,194,1,0.0,0.0,0
15771,vo_etc_woman09_sad,2,9,2000,194,1,0.0,0.0,0
15762,vo_etc_woman09_happy,2,9,2000,194,1,0.0,0.0,0
15763,vo_etc_woman09_joy,2,9,2000,194,1,0.0,0.0,0
15764,vo_etc_woman09_laugh1,2,9,2000,194,1,0.0,0.0,0
15765,vo_etc_woman09_laugh2,2,9,2000,194,1,0.0,0.0,0
15766,vo_etc_woman09_mortify1,2,9,2000,194,1,0.0,0.0,0
15772,vo_etc_woman09_scared,2,9,2000,194,1,0.0,0.0,0
15774,vo_etc_woman09_thank,2,9,2000,194,1,0.0,0.0,0
15777,vo_etc_woman09_worry,2,9,2000,194,1,0.0,0.0,0
15761,vo_etc_woman09_found1,2,9,2000,194,1,0.0,0.0,0
15778,vo_etc_woman09_yes1,2,9,2000,194,1,0.0,0.0,0
15768,vo_etc_woman09_no,2,9,2000,194,1,0.0,0.0,0
15769,vo_etc_woman09_positive,2,9,2000,194,1,0.0,0.0,0
15767,vo_etc_woman09_negation,2,9,2000,194,1,0.0,0.0,0
15770,vo_etc_woman09_ready,2,9,2000,194,1,0.0,0.0,0
15756,vo_etc_woman09_doubt,2,9,2000,194,1,0.0,0.0,0
15775,vo_etc_woman09_thought,2,9,2000,194,1,0.0,0.0,0
15776,vo_etc_woman09_truth,2,9,2000,194,1,0.0,0.0,0
15755,vo_etc_woman09_dislike,2,9,2000,194,1,0.0,0.0,0
15757,vo_etc_woman09_etc1,2,9,2000,194,1,0.0,0.0,0
15758,vo_etc_woman09_etc2,2,9,2000,194,1,0.0,0.0,0
15759,vo_etc_woman09_etc3,2,9,2000,194,1,0.0,0.0,0
15760,vo_etc_woman09_etc4,2,9,2000,194,1,0.0,0.0,0
15782,vo_etc_woman10_bow1,2,9,2000,194,1,0.0,0.0,0
15783,vo_etc_woman10_bow2,2,9,2000,194,1,0.0,0.0,0
15779,vo_etc_woman10_aha1,2,9,2000,194,1,0.0,0.0,0
15780,vo_etc_woman10_aha2,2,9,2000,194,1,0.0,0.0,0
15784,vo_etc_woman10_bye,2,9,2000,194,1,0.0,0.0,0
15803,vo_etc_woman10_surprise1,2,9,2000,194,1,0.0,0.0,0
15781,vo_etc_woman10_anger,2,9,2000,194,1,0.0,0.0,0
15801,vo_etc_woman10_sad,2,9,2000,194,1,0.0,0.0,0
15792,vo_etc_woman10_happy,2,9,2000,194,1,0.0,0.0,0
15793,vo_etc_woman10_joy,2,9,2000,194,1,0.0,0.0,0
15794,vo_etc_woman10_laugh1,2,9,2000,194,1,0.0,0.0,0
15795,vo_etc_woman10_laugh2,2,9,2000,194,1,0.0,0.0,0
15796,vo_etc_woman10_mortify1,2,9,2000,194,1,0.0,0.0,0
15802,vo_etc_woman10_scared,2,9,2000,194,1,0.0,0.0,0
15804,vo_etc_woman10_thank,2,9,2000,194,1,0.0,0.0,0
15807,vo_etc_woman10_worry,2,9,2000,194,1,0.0,0.0,0
15791,vo_etc_woman10_found1,2,9,2000,194,1,0.0,0.0,0
15808,vo_etc_woman10_yes1,2,9,2000,194,1,0.0,0.0,0
15798,vo_etc_woman10_no,2,9,2000,194,1,0.0,0.0,0
15799,vo_etc_woman10_positive,2,9,2000,194,1,0.0,0.0,0
15797,vo_etc_woman10_negation,2,9,2000,194,1,0.0,0.0,0
15800,vo_etc_woman10_ready,2,9,2000,194,1,0.0,0.0,0
15786,vo_etc_woman10_doubt,2,9,2000,194,1,0.0,0.0,0
15805,vo_etc_woman10_thought,2,9,2000,194,1,0.0,0.0,0
15806,vo_etc_woman10_truth,2,9,2000,194,1,0.0,0.0,0
15785,vo_etc_woman10_dislike,2,9,2000,194,1,0.0,0.0,0
15787,vo_etc_woman10_etc1,2,9,2000,194,1,0.0,0.0,0
15788,vo_etc_woman10_etc2,2,9,2000,194,1,0.0,0.0,0
15789,vo_etc_woman10_etc3,2,9,2000,194,1,0.0,0.0,0
15790,vo_etc_woman10_etc4,2,9,2000,194,1,0.0,0.0,0
15812,vo_etc_woman11_bow1,2,9,2000,194,1,0.0,0.0,0
15813,vo_etc_woman11_bow2,2,9,2000,194,1,0.0,0.0,0
15809,vo_etc_woman11_aha1,2,9,2000,194,1,0.0,0.0,0
15810,vo_etc_woman11_aha2,2,9,2000,194,1,0.0,0.0,0
15814,vo_etc_woman11_bye,2,9,2000,194,1,0.0,0.0,0
15833,vo_etc_woman11_surprise1,2,9,2000,194,1,0.0,0.0,0
15811,vo_etc_woman11_anger,2,9,2000,194,1,0.0,0.0,0
15831,vo_etc_woman11_sad,2,9,2000,194,1,0.0,0.0,0
15822,vo_etc_woman11_happy,2,9,2000,194,1,0.0,0.0,0
15823,vo_etc_woman11_joy,2,9,2000,194,1,0.0,0.0,0
15824,vo_etc_woman11_laugh1,2,9,2000,194,1,0.0,0.0,0
15825,vo_etc_woman11_laugh2,2,9,2000,194,1,0.0,0.0,0
15826,vo_etc_woman11_mortify1,2,9,2000,194,1,0.0,0.0,0
15832,vo_etc_woman11_scared,2,9,2000,194,1,0.0,0.0,0
15834,vo_etc_woman11_thank,2,9,2000,194,1,0.0,0.0,0
15837,vo_etc_woman11_worry,2,9,2000,194,1,0.0,0.0,0
15821,vo_etc_woman11_found1,2,9,2000,194,1,0.0,0.0,0
15838,vo_etc_woman11_yes1,2,9,2000,194,1,0.0,0.0,0
15828,vo_etc_woman11_no,2,9,2000,194,1,0.0,0.0,0
15829,vo_etc_woman11_positive,2,9,2000,194,1,0.0,0.0,0
15827,vo_etc_woman11_negation,2,9,2000,194,1,0.0,0.0,0
15830,vo_etc_woman11_ready,2,9,2000,194,1,0.0,0.0,0
15816,vo_etc_woman11_doubt,2,9,2000,194,1,0.0,0.0,0
15835,vo_etc_woman11_thought,2,9,2000,194,1,0.0,0.0,0
15836,vo_etc_woman11_truth,2,9,2000,194,1,0.0,0.0,0
15815,vo_etc_woman11_dislike,2,9,2000,194,1,0.0,0.0,0
15817,vo_etc_woman11_etc1,2,9,2000,194,1,0.0,0.0,0
15818,vo_etc_woman11_etc2,2,9,2000,194,1,0.0,0.0,0
15819,vo_etc_woman11_etc3,2,9,2000,194,1,0.0,0.0,0
15820,vo_etc_woman11_etc4,2,9,2000,194,1,0.0,0.0,0
15842,vo_etc_man01_bow1,2,9,2000,194,1,0.0,0.0,0
15843,vo_etc_man01_bow2,2,9,2000,194,1,0.0,0.0,0
15839,vo_etc_man01_aha1,2,9,2000,194,1,0.0,0.0,0
15840,vo_etc_man01_aha2,2,9,2000,194,1,0.0,0.0,0
15844,vo_etc_man01_bye,2,9,2000,194,1,0.0,0.0,0
15863,vo_etc_man01_surprise1,2,9,2000,194,1,0.0,0.0,0
15864,vo_etc_man01_surprise2,2,9,2000,194,1,0.0,0.0,0
15841,vo_etc_man01_anger,2,9,2000,194,1,0.0,0.0,0
15861,vo_etc_man01_sad,2,9,2000,194,1,0.0,0.0,0
15852,vo_etc_man01_happy,2,9,2000,194,1,0.0,0.0,0
15853,vo_etc_man01_joy,2,9,2000,194,1,0.0,0.0,0
15854,vo_etc_man01_laugh1,2,9,2000,194,1,0.0,0.0,0
15855,vo_etc_man01_laugh2,2,9,2000,194,1,0.0,0.0,0
15856,vo_etc_man01_mortify1,2,9,2000,194,1,0.0,0.0,0
15862,vo_etc_man01_scared,2,9,2000,194,1,0.0,0.0,0
15866,vo_etc_man01_thank,2,9,2000,194,1,0.0,0.0,0
15869,vo_etc_man01_worry,2,9,2000,194,1,0.0,0.0,0
15851,vo_etc_man01_found1,2,9,2000,194,1,0.0,0.0,0
15870,vo_etc_man01_yes1,2,9,2000,194,1,0.0,0.0,0
15858,vo_etc_man01_no,2,9,2000,194,1,0.0,0.0,0
15859,vo_etc_man01_positive,2,9,2000,194,1,0.0,0.0,0
15857,vo_etc_man01_negation,2,9,2000,194,1,0.0,0.0,0
15860,vo_etc_man01_ready,2,9,2000,194,1,0.0,0.0,0
15846,vo_etc_man01_doubt,2,9,2000,194,1,0.0,0.0,0
15867,vo_etc_man01_thought,2,9,2000,194,1,0.0,0.0,0
15868,vo_etc_man01_truth,2,9,2000,194,1,0.0,0.0,0
15845,vo_etc_man01_dislike,2,9,2000,194,1,0.0,0.0,0
15847,vo_etc_man01_etc1,2,9,2000,194,1,0.0,0.0,0
15848,vo_etc_man01_etc2,2,9,2000,194,1,0.0,0.0,0
15849,vo_etc_man01_etc3,2,9,2000,194,1,0.0,0.0,0
15850,vo_etc_man01_etc4,2,9,2000,194,1,0.0,0.0,0
15874,vo_etc_man02_bow1,2,9,2000,194,1,0.0,0.0,0
15875,vo_etc_man02_bow2,2,9,2000,194,1,0.0,0.0,0
15871,vo_etc_man02_aha1,2,9,2000,194,1,0.0,0.0,0
15872,vo_etc_man02_aha2,2,9,2000,194,1,0.0,0.0,0
15876,vo_etc_man02_bye,2,9,2000,194,1,0.0,0.0,0
15897,vo_etc_man02_surprise1,2,9,2000,194,1,0.0,0.0,0
15873,vo_etc_man02_anger,2,9,2000,194,1,0.0,0.0,0
15895,vo_etc_man02_sad,2,9,2000,194,1,0.0,0.0,0
15885,vo_etc_man02_happy,2,9,2000,194,1,0.0,0.0,0
15886,vo_etc_man02_joy,2,9,2000,194,1,0.0,0.0,0
15887,vo_etc_man02_joy_B,2,9,2000,194,1,0.0,0.0,0
15888,vo_etc_man02_laugh1,2,9,2000,194,1,0.0,0.0,0
15889,vo_etc_man02_laugh2,2,9,2000,194,1,0.0,0.0,0
15890,vo_etc_man02_mortify1,2,9,2000,194,1,0.0,0.0,0
15896,vo_etc_man02_scared,2,9,2000,194,1,0.0,0.0,0
15898,vo_etc_man02_thank,2,9,2000,194,1,0.0,0.0,0
15901,vo_etc_man02_worry,2,9,2000,194,1,0.0,0.0,0
15884,vo_etc_man02_found1,2,9,2000,194,1,0.0,0.0,0
15902,vo_etc_man02_yes1,2,9,2000,194,1,0.0,0.0,0
15892,vo_etc_man02_no,2,9,2000,194,1,0.0,0.0,0
15893,vo_etc_man02_positive,2,9,2000,194,1,0.0,0.0,0
15891,vo_etc_man02_negation,2,9,2000,194,1,0.0,0.0,0
15894,vo_etc_man02_ready,2,9,2000,194,1,0.0,0.0,0
15878,vo_etc_man02_doubt,2,9,2000,194,1,0.0,0.0,0
15879,vo_etc_man02_doubt2,2,9,2000,194,1,0.0,0.0,0
15899,vo_etc_man02_thought,2,9,2000,194,1,0.0,0.0,0
15900,vo_etc_man02_truth,2,9,2000,194,1,0.0,0.0,0
15877,vo_etc_man02_dislike,2,9,2000,194,1,0.0,0.0,0
15880,vo_etc_man02_etc1,2,9,2000,194,1,0.0,0.0,0
15881,vo_etc_man02_etc2,2,9,2000,194,1,0.0,0.0,0
