m_id,m_LevelObjectName,m_TexPath
173,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Book_Red_02.ObjMD_Book_Red_02
174,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Book_Red_03.ObjMD_Book_Red_03
175,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Book_Red_04.ObjMD_Book_Red_04
176,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Book_Red_05.ObjMD_Book_Red_05
177,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Book_Brown_01_Foliage.ObjMD_Book_Brown_01_Foliage
178,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Book_Brown_Open.ObjMD_Book_Brown_Open
179,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Book_Brown_01.ObjMD_Book_Brown_01
180,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Book_Brown_02.ObjMD_Book_Brown_02
181,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Book_Brown_03.ObjMD_Book_Brown_03
182,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Book_Brown_04.ObjMD_Book_Brown_04
183,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Book_Brown_05.ObjMD_Book_Brown_05
184,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Book_Green_01_Foliage.ObjMD_Book_Green_01_Foliage
185,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Book_Green_Open.ObjMD_Book_Green_Open
186,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Book_Green_01.ObjMD_Book_Green_01
187,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Book_Green_02.ObjMD_Book_Green_02
188,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Book_Green_03.ObjMD_Book_Green_03
189,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Book_Green_04.ObjMD_Book_Green_04
190,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Book_Green_05.ObjMD_Book_Green_05
191,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Bookshelf_C_Brown.ObjMD_Bookshelf_C_Brown
192,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Bookshelf_B_Brown.ObjMD_Bookshelf_B_Brown
193,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Bookshelf_A.ObjMD_Bookshelf_A
194,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Bookshelf_A_B.ObjMD_Bookshelf_A_B
195,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Bookshelf_C.ObjMD_Bookshelf_C
196,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Bookshelf_B.ObjMD_Bookshelf_B
197,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Bookshelf_D4_1.ObjMD_Bookshelf_D4_1
198,,/Game/Object/Resource/V1_0_0/Obj/Obj_Furniture/StaticMesh/ObjMD_Bookshelf_D5_1.ObjMD_Bookshelf_D5_1
199,EvObj_Door_Leaven_A_On,
202,EvObj_Door_Leaven_A_Off,
200,EvObj_Tiesel_Hall_Flame_On,
201,EvObj_Tiesel_Hall_Flame_Off,
226,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC001_04_03a.BPI_Obj_EvPC001_04_03a_C
227,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC028_04_03b.BPI_Obj_EvPC028_04_03b_C
228,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC034_04_02a.BPI_Obj_EvPC034_04_02a_C
229,,/Game/Object/Resource/V1_0_0/Obj/Obj_Field/StaticMesh/ObjMD_Field_A_sprout.ObjMD_Field_A_sprout
230,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC033_03_03a.BPI_Obj_EvPC033_03_03a_C
231,,/Game/Object/Resource/V1_0_0/Obj/Obj_Trunk/StaticMesh/ObjMD_Trunk_B.ObjMD_Trunk_B
232,EvObj_EvB04_02_04b,
233,EvObj_EvB04_03_01a,
234,EvObj_EvB04_04_01b,
235,EvObj_EvB04_05_02a,
236,EvObj_EvB04_08_02a,
237,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC081_04_02b.BPI_Obj_EvPC081_04_02b_C
238,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC013_03_03b.BPI_Obj_EvPC013_03_03b_C
239,,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_ChrTX_AnmCat_Brown_Nidl_L.BPI_Obj_ChrTX_AnmCat_Brown_Nidl_L_C
240,BPI_Obj_Library_A,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_Library_A.BPI_Obj_Library_A_C
241,,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_Treasure_A.BPI_Obj_Treasure_A_C
242,BPI_Obj_SpotLight_A,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_SpotLight_A.BPI_Obj_SpotLight_A_C
244,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC119_03_02a.BPI_Obj_EvPC119_03_02a_C
245,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC112_02_03b.BPI_Obj_EvPC112_02_03b_C
246,EvObj_ConfessionBooth_Nomal,
247,EvObj_ConfessionBooth_Dark,
248,ObjMD_Objects_Confectionery_A,/Game/Object/Resource/V1_0_0/Obj/Obj_Objects/StaticMesh/ObjMD_Objects_Confectionery_A.ObjMD_Objects_Confectionery_A
249,ObjMD_Objects_StewSeven_A,/Game/Object/Resource/V1_0_0/Obj/Obj_Objects/StaticMesh/ObjMD_Objects_StewSeven_A.ObjMD_Objects_StewSeven_A
250,ObjMD_Objects_stew_A,/Game/Object/Resource/V1_0_0/Obj/Obj_Objects/StaticMesh/ObjMD_Objects_stew_A.ObjMD_Objects_stew_A
251,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC101_03_02b.BPI_Obj_EvPC101_03_02b_C
252,OspMD_Bridge_A_17_0_1,/Game/Object/Resource/BP/Spline/SPL_Bridge/StaticMesh/OspMD_Bridge_B_26_0_1.OspMD_Bridge_B_26_0_1
253,OspMD_Bridge_B,/Game/Object/Resource/BP/Spline/SPL_Bridge/StaticMesh/OspMD_Bridge_B.OspMD_Bridge_B
254,EvObj_EV_Other_N0_2006_A1_War,
255,,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_Store_A.BPI_Obj_Store_A_C
256,,/Game/Object/Resource/V1_0_0/Obj/Obj_Door/StaticMesh/ObjMD_Door_Scarab_A.ObjMD_Door_Scarab_A
257,EvObj_GranPort_Peace,
259,EvObj_GranPort_War,
260,Obj_Ship_A_03,/Game/Object/Resource/V1_0_0/Obj/Obj_Ship/StaticMesh/ObjMD_Ship_A_03.ObjMD_Ship_A_03
261,EvObj_Daiseidou_Altar_A,
262,,/Game/Object/Resource/V1_0_0/Obj/Obj_Boat/StaticMesh/ObjMD_Boat_A.ObjMD_Boat_A
263,,/Game/Object/Resource/V1_0_0/Obj/Obj_Auction/StaticMesh/ObjMD_Auction_A_Wall_Hide.ObjMD_Auction_A_Wall_Hide
264,ObjMD_Scarab_Knife_A,/Game/Object/Resource/V1_0_0/Obj/Obj_Scarab/StaticMesh/ObjMD_Scarab_Knife_A.ObjMD_Scarab_Knife_A
265,EvObj_Reoparudi_LightFlash,
266,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC084_02_02c.BPI_Obj_EvPC084_02_02c_C
268,EvObj_Daiseidou_Fence_On,
269,EvObj_Seika_Flame_Blue_A,
270,,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_Trapbox_A.BPI_Obj_Trapbox_A_C
271,,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_Trapbox_B.BPI_Obj_Trapbox_B_C
272,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC090_04_04a.BPI_Obj_EvPC090_04_04a_C
273,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC090_01_04a.BPI_Obj_EvPC090_01_04a_C
274,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC090_04_04b.BPI_Obj_EvPC090_04_04b_C
275,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC090_04_04b_2.BPI_Obj_EvPC090_04_04b_2_C
276,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC090_04_04b_3.BPI_Obj_EvPC090_04_04b_3_C
277,EvObj_Seika_Candle_On,
278,EvObj_Seika_Candle_Off,
280,ObjMD_Ev_Lantern_Black_A,/Game/Object/Resource/V1_0_0/Obj/Obj_Event/StaticMesh/ObjMD_Ev_Lantern_Black_A.ObjMD_Ev_Lantern_Black_A
281,EvObj_Daiseidou_PostWar,
282,EvObj_Zangeshitsu_Way_Off,
283,,/Game/Object/Resource/V1_0_0/Obj/Obj_Event/StaticMesh/ObjMD_Ev_NPC_Coliseum_B.ObjMD_Ev_NPC_Coliseum_B
284,,/Game/Object/Resource/V1_0_0/Obj/Obj_Event/StaticMesh/ObjMD_Ev_NPC_Coliseum_C.ObjMD_Ev_NPC_Coliseum_C
285,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC117_04_04a.BPI_Obj_EvPC117_04_04a_C
286,,/Game/Object/Resource/V1_0_0/Obj/Obj_Daiseido/StaticMesh/ObjMD_Daiseido_Pillar_B_NoDither.ObjMD_Daiseido_Pillar_B_NoDither
287,,/Game/Object/Resource/V1_0_0/Obj/Obj_Door/StaticMesh/ObjMD_Door_Theater_A.ObjMD_Door_Theater_A
291,,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_Zangeshitsu_Wall_A.BPI_Obj_Zangeshitsu_Wall_A_C
292,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC130_02_02c.BPI_Obj_EvPC130_02_02c_C
293,EvObj_Ship_Boat_A,
297,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC070_01_01a.BPI_Obj_EvPC070_01_01a_C
294,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC070_01_02a.BPI_Obj_EvPC070_01_02a_C
295,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC070_01_02a_2.BPI_Obj_EvPC070_01_02a_2_C
298,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC070_02_03a.BPI_Obj_EvPC070_02_03a_C
296,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC070_04_01a.BPI_Obj_EvPC070_04_01a_C
313,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC148_04_02a.BPI_Obj_EvPC148_04_02a_C
299,,/Game/Object/Resource/V1_0_0/Obj/Obj_Objects/StaticMesh/ObjMD_Objects_Dish_B.ObjMD_Objects_Dish_B
310,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC082_02_04a.BPI_Obj_EvPC082_02_04a_C
311,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC082_02_02a.BPI_Obj_EvPC082_02_02a_C
312,,/Game/Object/Resource/V1_0_0/Obj/Obj_Flower/StaticMesh/ObjMD_Flower_A_perple.ObjMD_Flower_A_perple
314,EvObj_Valore_Shortage,
315,EvObj_Valore_Riot,
316,EvObj_Valore_Burning,
317,EvObj_Valore_Reconstruction,
318,EvObj_House_Nefty_initial,
328,EvObj_House_Nefty_BuildNow,
319,EvObj_House_Nefty_BuiltAll,
320,EvObj_House_Restart_initial,
329,EvObj_House_Restart_BuildNow,
321,EvObj_House_Restart_BuiltAll,
322,EvObj_House_Artist_initial,
330,EvObj_House_Artist_BuildNow,
323,EvObj_House_Artist_BuiltAll,
331,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC117_01_02a.BPI_Obj_EvPC117_01_02a_C
332,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvTwn001_05_01a.BPI_Obj_EvTwn001_05_01a_C
333,,/Game/Object/Resource/V1_0_0/Obj/Obj_Cloth/StaticMesh/ObjMD_Cloth_A.ObjMD_Cloth_A
334,,/Game/Object/Resource/V1_0_0/Obj/Obj_WestSide/StaticMesh/ObjMD_WestSide_ClothBox.ObjMD_WestSide_ClothBox
335,,/Game/Object/Resource/V1_0_0/Obj/Obj_Cloth/StaticMesh/ObjMD_Cloth_B.ObjMD_Cloth_B
336,EvObj_ConfessionBooth_Dark,
337,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC117_02_02a.BPI_Obj_EvPC117_02_02a_C
338,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC117_03_03a.BPI_Obj_EvPC117_03_03a_C
339,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC117_03_03a_2.BPI_Obj_EvPC117_03_03a_2_C
340,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC117_03_03a_3.BPI_Obj_EvPC117_03_03a_3_C
341,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC117_04_03a.BPI_Obj_EvPC117_04_03a_C
342,,/Game/Object/Resource/V1_0_0/Obj/Obj_Objects/StaticMesh/ObjMD_Objects_A_rope.ObjMD_Objects_A_rope
343,,/Game/Object/Resource/V1_0_0/Obj/Obj_Flowerpots/StaticMesh/ObjMD_Flowerpots_B_blue.ObjMD_Flowerpots_B_blue
344,,/Game/Object/Resource/V1_0_0/Obj/Obj_Flowerpots/StaticMesh/ObjMD_Flowerpots_C_pink.ObjMD_Flowerpots_C_pink
345,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC107_02_03a.BPI_Obj_EvPC107_02_03a_C
346,EvObj_RainbowRoad_Torch_A,/Game/Object/Resource/BP/BP_Obj/BPI_EvObj_RainbowRoad_Torch_A.BPI_EvObj_RainbowRoad_Torch_A_C
347,EvObj_RainbowRoad_Torch_B,/Game/Object/Resource/BP/BP_Obj/BPI_EvObj_RainbowRoad_Torch_B.BPI_EvObj_RainbowRoad_Torch_B_C
440,EvObj_RainbowRoad_Torch_C,/Game/Object/Resource/BP/BP_Obj/BPI_EvObj_RainbowRoad_Torch_C.BPI_EvObj_RainbowRoad_Torch_C_C
352,EvObj_RainbowRoad_MapJump,/Game/Object/Resource/BP/BP_Obj/BPI_EvObj_RainbowRoad_MapJump.BPI_EvObj_RainbowRoad_MapJump_C
348,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC073_02_01b.BPI_Obj_EvPC073_02_01b_C
349,,/Game/Object/Resource/V1_0_0/Obj/Obj_Rock/StaticMesh/ObjMD_Rock_A_09.ObjMD_Rock_A_09
350,,/Game/Object/Resource/BP/BP_Obj/BPI_Obj_Fire_A_NoLod.BPI_Obj_Fire_A_NoLod_C
351,,/Game/Object/Resource/V1_0_0/Obj/Obj_Desert/StaticMesh/ObjMD_Desert_Bottle_A_01.ObjMD_Desert_Bottle_A_01
353,ObjMD_Ev_Paper_Room_A,/Game/Object/Resource/V1_0_0/Obj/Obj_Event/StaticMesh/ObjMD_Ev_Paper_Room_A.ObjMD_Ev_Paper_Room_A
354,ObjMD_Ev_Book_Room_A,/Game/Object/Resource/V1_0_0/Obj/Obj_Event/StaticMesh/ObjMD_Ev_Book_Room_A.ObjMD_Ev_Book_Room_A
355,,/Game/Object/Resource/V1_0_0/Obj/Obj_Screen/StaticMesh/ObjMD_Screen_A.ObjMD_Screen_A
356,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC132_02_03a.BPI_Obj_EvPC132_02_03a_C
357,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC133_01_02a.BPI_Obj_EvPC133_01_02a_C
358,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC133_01_02a_2.BPI_Obj_EvPC133_01_02a_2_C
359,ObjMD_TableAnimation_A,/Game/Object/Resource/BP/BP_Obj/TableAnimation/ObjMD_TableAnimation_A.ObjMD_TableAnimation_A
360,ObjMD_TableAnimation_B,/Game/Object/Resource/BP/BP_Obj/TableAnimation/ObjMD_TableAnimation_B.ObjMD_TableAnimation_B
361,BPI_EvObj_TableAnimation,/Game/Object/Resource/BP/BP_Obj/TableAnimation/BPI_EvObj_TableAnimation.BPI_EvObj_TableAnimation_C
362,,/Game/Object/Resource/V1_0_0/Obj/Obj_Cemetery/StaticMesh/ObjMD_Cemetery_A_02.ObjMD_Cemetery_A_02
363,Obj_EvTwn001_Blockage_01a,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvTwn001_Blockage_01a.BPI_Obj_EvTwn001_Blockage_01a_C
364,EvObj_House_Plant_initial,
365,EvObj_House_Plant_BuildNow,
366,EvObj_House_Plant_BuiltAll,
367,EvObj_House_Meadow_initial,
368,EvObj_House_Meadow_BuildNow,
369,EvObj_House_Meadow_BuiltAll_01,
370,EvObj_House_Meadow_BuiltAll_02,
376,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC103_01_03a.BPI_Obj_EvPC103_01_03a_C
377,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC131_03_02b.BPI_Obj_EvPC131_03_02b_C
378,Obj_Blockage_shifuro_A,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_Blockage_shifuro_A.BPI_Obj_Blockage_shifuro_A_C
379,Obj_EvTwn001_Blockage_01c,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvTwn001_Blockage_01c.BPI_Obj_EvTwn001_Blockage_01c_C
380,BPI_Obj_Timber_A,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_Timber_A.BPI_Obj_Timber_A_C
381,ObjMD_Timber_A_03,/Game/Object/Resource/V1_0_0/Obj/Obj_Timber/StaticMesh/ObjMD_Timber_A_03.ObjMD_Timber_A_03
382,EvObj_WS_Gate_Pyramid,
383,EvObj_Valore_House,
384,,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_Gold_A.BPI_Obj_Gold_A_C
385,,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_Gold_B.BPI_Obj_Gold_B_C
386,,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_Supplies_A.BPI_Obj_Supplies_A_C
389,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC117_04_04a_2.BPI_Obj_EvPC117_04_04a_2_C
390,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC117_04_04a_3.BPI_Obj_EvPC117_04_04a_3_C
391,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC117_03_03a_4.BPI_Obj_EvPC117_03_03a_4_C
393,,/Game/Object/Resource/V1_0_0/Obj/Obj_Event/StaticMesh/ObjMD_Ev_Fuusa_Chip_Plain_A.ObjMD_Ev_Fuusa_Chip_Plain_A
394,,/Game/Object/Resource/V1_0_0/Obj/Obj_Snowman/StaticMesh/ObjMD_Snowman_A.ObjMD_Snowman_A
395,,/Game/Object/Resource/V1_0_0/Obj/Obj_Snowman/StaticMesh/ObjMD_Snowman_A_small.ObjMD_Snowman_A_small
396,,/Game/Object/Resource/V1_0_0/Obj/Obj_Anvil/StaticMesh/ObjMD_Anvil_A.ObjMD_Anvil_A
397,,/Game/Object/Resource/BP/BP_Obj/BP_Photo/BPI_Obj_EvPht001_01_02a.BPI_Obj_EvPht001_01_02a_C
398,,/Game/Object/Resource/BP/BP_Obj/BP_Photo/BPI_Obj_EvPht001_01_01a.BPI_Obj_EvPht001_01_01a_C
402,,/Game/Object/Resource/BP/BP_Obj/BP_Photo/BPI_Obj_EvPht001_01_01a_4.BPI_Obj_EvPht001_01_01a_4_C
399,,/Game/Object/Resource/BP/BP_Obj/BP_Photo/BPI_Obj_EvPht001_01_01a_2.BPI_Obj_EvPht001_01_01a_2_C
400,,/Game/Object/Resource/BP/BP_Obj/BP_Photo/BPI_Obj_EvPht001_01_01a_3.BPI_Obj_EvPht001_01_01a_3_C
401,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC126_01_02a.BPI_Obj_EvPC126_01_02a_C
403,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/Obj_EvPC102_01_05a.Obj_EvPC102_01_05a_C
404,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC094_01_02a.BPI_Obj_EvPC094_01_02a_C
405,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC094_01_02a_2.BPI_Obj_EvPC094_01_02a_2_C
406,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC094_01_02a_3.BPI_Obj_EvPC094_01_02a_3_C
407,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC094_01_02a_4.BPI_Obj_EvPC094_01_02a_4_C
408,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC094_01_02a_5.BPI_Obj_EvPC094_01_02a_5_C
419,,/Game/Object/Resource/V1_0_0/Obj/Obj_Kadomatsu/StaticMesh/ObjMD_Kadomatsu_A.ObjMD_Kadomatsu_A
420,,/Game/Object/Resource/V1_0_0/Obj/Obj_Kadomatsu/StaticMesh/ObjMD_Kadomatsu_B.ObjMD_Kadomatsu_B
421,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC068_02_01b.BPI_Obj_EvPC068_02_01b_C
422,,/Game/Object/Resource/V1_0_0/Obj/Obj_Door/StaticMesh/ObjMD_Door_Scarab_A.ObjMD_Door_Scarab_A
423,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC132_02_03a_2.BPI_Obj_EvPC132_02_03a_2_C
424,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC132_02_03a_3.BPI_Obj_EvPC132_02_03a_3_C
430,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC133_01_02b.BPI_Obj_EvPC133_01_02b_C
431,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC132_02_02a.BPI_Obj_EvPC132_02_02a_C
432,EvObj_House_Smith_BuiltAll,
436,,/Game/Object/Resource/V1_0_0/Obj/Obj_Event/StaticMesh/ObjMD_ChocoFountain_A.ObjMD_ChocoFountain_A
437,,/Game/Object/Resource/V1_0_0/Obj/Obj_Event/StaticMesh/ObjMD_FlowerStand_A.ObjMD_FlowerStand_A
441,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC185_02_01a.BPI_Obj_EvPC185_02_01a_C
442,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC185_02_02a.BPI_Obj_EvPC185_02_02a_C
443,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC185_02_02a_2.BPI_Obj_EvPC185_02_02a_2_C
444,,/Game/Object/Resource/V1_0_0/Obj/Obj_Event/StaticMesh/ObjMD_WhitDay_Box_A.ObjMD_WhitDay_Box_A
445,,/Game/Object/Resource/V1_0_0/Obj/Obj_Event/StaticMesh/ObjMD_WhitDay_Box_B.ObjMD_WhitDay_Box_B
446,,/Game/Object/Resource/V1_0_0/Obj/Obj_Event/StaticMesh/ObjMD_WhitDay_Box_C.ObjMD_WhitDay_Box_C
447,,/Game/Object/Resource/V1_0_0/Obj/Obj_Event/StaticMesh/ObjMD_WhitDay_Box_D.ObjMD_WhitDay_Box_D
448,,/Game/Object/Resource/BP/BP_Obj/BP_Photo/BPI_Obj_EvPht001_01_04a_1.BPI_Obj_EvPht001_01_04a_1_C
449,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC184_01_03a.BPI_Obj_EvPC184_01_03a_C
450,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC184_02_03a.BPI_Obj_EvPC184_02_03a_C
451,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC184_03_02a.BPI_Obj_EvPC184_03_02a_C
452,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC184_03_02a_2.BPI_Obj_EvPC184_03_02a_2_C
453,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC127_03_02b.BPI_Obj_EvPC127_03_02b_C
493,EvObj_Doniesuku_Peace,
494,EvObj_Doniesuku_War,
454,EvObj_BigShip_Erutorikusu_On,
455,EvObj_BigShip_Erutorikusu_Rope_On,
456,EvObj_BigShip_PC_On,
457,EvObj_BigShip_PC_Rope_On,
458,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC187_01_02c.BPI_Obj_EvPC187_01_02c_C
463,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC186_02_06c.BPI_Obj_EvPC186_02_06c_C
464,EvObj_Clb_MapJump,/Game/Object/Resource/BP/BP_Obj/BPI_EvObj_Clb_MapJump.BPI_EvObj_Clb_MapJump_C
478,EvObj_Clb_MapJump_B,/Game/Object/Resource/BP/BP_Obj/BPI_EvObj_Clb_MapJump_B.BPI_EvObj_Clb_MapJump_B_C
479,EvObj_Clb_MapJump_C,/Game/Object/Resource/BP/BP_Obj/BPI_EvObj_Clb_MapJump_C.BPI_EvObj_Clb_MapJump_C_C
465,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC184_04_01a.BPI_Obj_EvPC184_04_01a_C
466,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC185_02_02a_3.BPI_Obj_EvPC185_02_02a_3_C
469,,/Game/Object/Resource/BP/BP_Obj/BPI_Ev_Room/BPI_Obj_EvPC098_04_02a.BPI_Obj_EvPC098_04_02a_C
