m_id,m_Label,m_TypeID,m_DisplayLevel,m_BreakRate,m_MaxSLD,m_MaxHP,m_MaxSP,m_AtkP,m_DefP,m_AtkM,m_DefM,m_Agi,m_Crt,m_CrtDef,m_EquipAtk,m_ResistAilmentID,m_ResistAilment,m_TacticalAssignID,m_SkillsID,m_Exp,m_Money,m_DropReward,m_EventDropRewards,m_StatusOffset,m_Bottle,m_NameUI,m_LevelUI,m_HpUI,m_ShieldUI,m_RaceIndices,m_DisplaySpecialSkillGauge,m_GenerateSpecialSkillValueOrverTurn,m_ReduceSpecialSkillValueBreak,m_MaxSpecialSkillValue
511,Forest_Enemy_04a_004_2,115,14,200,2,300,28,142,22,142,18,95,63,142,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,26,33,98,511,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 12, 0]",194,0,0,0
512,Forest_Enemy_04b_001_2,112,14,200,2,300,28,135,21,135,17,97,76,142,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,28,26,110,512,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 9, 0]",194,0,0,0
513,Forest_Enemy_04b_002_2,113,14,200,2,300,28,142,22,142,18,95,63,142,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,29,33,98,513,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 10, 0]",194,0,0,0
514,Forest_Enemy_04b_003_2,114,14,200,3,285,28,129,26,129,22,92,90,142,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,30,30,107,514,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 11, 0]",194,0,0,0
515,Forest_Enemy_04b_004_2,115,14,200,2,300,28,142,22,142,18,95,63,142,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,31,33,98,515,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 12, 0]",194,0,0,0
516,Forest_Enemy_06a_001_2,116,20,200,4,476,40,137,36,137,31,100,86,158,38,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,33,56,160,516,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 13, 0]",194,0,0,0
517,Forest_Enemy_06a_002_2,117,20,200,3,404,40,144,33,144,29,104,101,158,38,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,34,70,152,517,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 11, 0]",194,0,0,0
518,Forest_Enemy_06a_003_2,118,20,200,4,476,40,137,36,137,31,100,86,158,38,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,35,56,160,518,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 13, 0]",194,0,0,0
519,Forest_Enemy_06a_004_2,119,20,200,3,440,40,144,31,144,27,106,89,158,38,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,36,74,150,519,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 14, 0]",194,0,0,0
520,Forest_Enemy_06b_001_2,116,20,200,4,476,40,137,36,137,31,100,86,158,38,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,39,56,160,520,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 13, 0]",194,0,0,0
521,Forest_Enemy_06b_002_2,117,20,200,3,404,40,144,33,144,29,104,101,158,38,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,40,70,152,521,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 11, 0]",194,0,0,0
522,Forest_Enemy_06b_003_2,118,20,200,4,476,40,137,36,137,31,100,86,158,38,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,41,56,160,522,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 13, 0]",194,0,0,0
523,Forest_Enemy_06b_004_2,119,20,200,3,440,40,144,31,144,27,106,89,158,38,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,42,74,150,523,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 14, 0]",194,0,0,0
524,Snow_Enemy_01a_001_2,124,9,200,2,190,18,124,16,124,12,88,67,130,18,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50,8,71,524,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 17, 0]",194,0,0,0
525,Snow_Enemy_01a_002_2,125,9,200,2,208,18,112,22,112,18,80,74,130,18,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,51,10,69,525,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 18, 0]",194,0,0,0
526,Snow_Enemy_01a_003_2,126,9,200,2,180,18,118,20,118,17,83,80,130,18,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,52,9,69,526,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 11, 0]",194,0,0,0
527,Snow_Enemy_01a_004_2,127,9,200,2,198,18,118,19,118,16,84,70,130,18,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,53,10,68,527,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 14, 0]",194,0,0,0
528,Snow_Enemy_01b_001_2,124,9,200,2,190,18,124,16,124,12,88,67,130,18,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,55,8,71,528,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 17, 0]",194,0,0,0
529,Snow_Enemy_01b_002_2,125,9,200,2,208,18,112,22,112,18,80,74,130,18,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,56,10,69,529,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 18, 0]",194,0,0,0
530,Snow_Enemy_01b_003_2,126,9,200,2,180,18,118,20,118,17,83,80,130,18,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,57,9,69,530,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 11, 0]",194,0,0,0
531,Snow_Enemy_01b_004_2,127,9,200,2,198,18,118,19,118,16,84,70,130,18,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,58,10,68,531,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 14, 0]",194,0,0,0
532,Snow_Enemy_04a_001_2,136,14,200,2,300,28,135,21,135,17,97,76,142,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,72,26,110,532,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 21, 0]",194,0,0,0
533,Snow_Enemy_04a_002_2,137,14,200,3,312,28,129,25,129,21,93,78,142,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,73,32,105,533,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 14, 0]",194,0,0,0
534,Snow_Enemy_04a_003_2,138,14,200,3,285,28,129,26,129,22,92,90,142,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,74,30,107,534,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 11, 0]",194,0,0,0
535,Snow_Enemy_04a_004_2,139,14,200,2,300,28,142,22,142,18,95,63,142,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,75,33,98,535,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 12, 0]",194,0,0,0
536,Snow_Enemy_04b_001_2,136,14,200,2,300,28,135,21,135,17,97,76,142,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,78,26,110,536,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 21, 0]",194,0,0,0
537,Snow_Enemy_04b_002_2,137,14,200,3,312,28,129,25,129,21,93,78,142,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,79,32,105,537,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 14, 0]",194,0,0,0
538,Snow_Enemy_04b_003_2,138,14,200,3,285,28,129,26,129,22,92,90,142,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,80,30,107,538,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 11, 0]",194,0,0,0
539,Snow_Enemy_04b_004_2,139,14,200,2,300,28,142,22,142,18,95,63,142,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,81,33,98,539,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 12, 0]",194,0,0,0
540,Snow_Enemy_06a_001_2,140,20,200,4,476,40,137,36,137,31,100,86,158,38,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",6,84,56,160,540,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 23, 0]",194,0,0,0
541,Snow_Enemy_06a_002_2,141,20,200,3,460,40,137,34,137,30,101,95,158,38,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,85,74,152,541,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 18, 0]",194,0,0,0
542,Snow_Enemy_06a_003_2,142,20,200,3,404,40,144,33,144,29,104,101,158,38,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,86,70,152,542,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 11, 0]",194,0,0,0
543,Snow_Enemy_06a_004_2,143,20,200,2,424,40,158,29,158,25,107,73,158,38,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,87,77,140,543,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 12, 0]",194,0,0,0
544,Snow_Enemy_06b_001_2,140,20,200,4,476,40,137,36,137,31,100,86,158,38,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",6,90,56,160,544,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 23, 0]",194,0,0,0
545,Snow_Enemy_06b_002_2,141,20,200,3,460,40,137,34,137,30,101,95,158,38,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,91,74,152,545,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 18, 0]",194,0,0,0
546,Snow_Enemy_06b_003_2,142,20,200,3,404,40,144,33,144,29,104,101,158,38,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,92,70,152,546,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 11, 0]",194,0,0,0
547,Snow_Enemy_06b_004_2,143,20,200,2,424,40,158,29,158,25,107,73,158,38,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,93,77,140,547,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 12, 0]",194,0,0,0
548,Snow_Enemy_05b_001_2,144,14,200,4,339,28,123,28,123,25,88,76,142,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,101,24,112,548,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 20, 0]",194,0,0,0
549,Snow_Enemy_05b_002_2,145,14,200,3,294,28,129,25,129,21,91,90,142,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",6,102,29,111,549,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 16, 0]",194,0,0,0
550,Snow_Enemy_05b_003_2,146,14,200,2,300,28,142,22,142,18,95,63,142,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,103,33,98,550,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 19, 0]",194,0,0,0
551,Snow_Enemy_05b_004_2,147,14,200,2,300,28,135,21,135,17,97,76,142,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,104,26,110,551,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 17, 0]",194,0,0,0
552,Plain_Enemy_01a_001_2,148,9,200,2,190,18,124,16,124,12,88,67,130,18,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,106,8,71,552,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 24, 0]",194,0,0,0
553,Plain_Enemy_01a_002_2,149,9,200,2,180,18,118,20,118,17,83,80,130,18,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,107,9,69,553,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 11, 0]",194,0,0,0
554,Plain_Enemy_01a_003_2,150,9,200,2,216,18,112,23,112,19,79,67,130,18,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,108,8,72,554,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 24, 0]",194,0,0,0
555,Plain_Enemy_01a_004_2,151,9,200,2,190,18,130,17,130,13,85,55,130,18,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,109,10,63,555,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 24, 0]",194,0,0,0
556,Plain_Enemy_01b_001_2,148,9,200,2,190,18,124,16,124,12,88,67,130,18,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,111,8,71,556,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 24, 0]",194,0,0,0
557,Plain_Enemy_01b_002_2,149,9,200,2,180,18,118,20,118,17,83,80,130,18,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,112,9,69,557,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 11, 0]",194,0,0,0
558,Plain_Enemy_01b_003_2,150,9,200,2,216,18,112,23,112,19,79,67,130,18,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,113,8,72,558,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 24, 0]",194,0,0,0
559,Plain_Enemy_01b_004_2,151,9,200,2,190,18,130,17,130,13,85,55,130,18,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,114,10,63,559,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 24, 0]",194,0,0,0
560,Plain_Enemy_04_001_2,160,14,200,3,339,28,123,28,123,25,88,76,142,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,128,24,112,560,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 26, 0]",194,0,0,0
561,Plain_Enemy_04_002_2,161,14,200,2,300,28,135,21,135,17,97,76,142,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,129,26,110,561,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 3, 0]",194,0,0,0
562,Plain_Enemy_04_003_2,162,14,200,2,300,28,142,22,142,18,95,63,142,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,130,33,98,562,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 12, 0]",194,0,0,0
563,Plain_Enemy_04_004_2,163,14,200,3,285,28,129,26,129,22,92,90,142,29,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,131,30,107,563,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 11, 0]",194,0,0,0
564,Plain_Enemy_06a_001_2,164,20,200,3,460,40,137,34,137,30,101,95,158,38,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,133,74,152,564,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 24, 0]",194,0,0,0
565,Plain_Enemy_06a_002_2,165,20,200,3,460,40,137,34,137,30,101,95,158,38,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,134,74,152,565,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 24, 0]",194,0,0,0
566,Plain_Enemy_06a_003_2,166,20,200,2,424,40,158,29,158,25,107,73,158,38,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,135,77,140,566,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 12, 0]",194,0,0,0
567,Plain_Enemy_06a_004_2,167,20,200,2,424,40,151,27,151,23,110,86,158,38,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",5,136,60,156,567,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 27, 0]",194,0,0,0
568,Plain_Enemy_06b_001_2,164,20,200,3,460,40,137,34,137,30,101,95,158,38,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,139,74,152,568,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 24, 0]",194,0,0,0
569,Plain_Enemy_06b_002_2,165,20,200,3,460,40,137,34,137,30,101,95,158,38,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,140,74,152,569,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 24, 0]",194,0,0,0
570,Plain_Enemy_06b_003_2,166,20,200,2,424,40,158,29,158,25,107,73,158,38,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,141,77,140,570,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 12, 0]",194,0,0,0
571,Plain_Enemy_06b_004_2,167,20,200,2,424,40,151,27,151,23,110,86,158,38,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",5,142,60,156,571,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 27, 0]",194,0,0,0
572,Forest_Enemy_01a_001_3,100,11,200,2,253,22,121,21,121,18,87,73,134,22,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,16,83,572,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 1, 0]",194,0,0,0
573,Forest_Enemy_01a_002_3,101,11,200,2,230,22,121,22,121,19,86,84,134,22,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,2,15,84,573,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 2, 0]",194,0,0,0
574,Forest_Enemy_01a_003_3,102,11,200,2,243,22,128,18,128,14,91,70,134,22,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,3,13,86,574,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 3, 0]",194,0,0,0
575,Forest_Enemy_01a_004_3,103,11,200,2,265,22,115,24,115,20,84,77,134,22,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,4,16,84,575,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 4, 0]",194,0,0,0
576,Forest_Enemy_01b_001_3,100,11,200,2,253,22,121,21,121,18,87,73,134,22,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,6,16,83,576,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 1, 0]",194,0,0,0
577,Forest_Enemy_01b_002_3,101,11,200,2,230,22,121,22,121,19,86,84,134,22,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,7,15,84,577,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 2, 0]",194,0,0,0
578,Forest_Enemy_01b_003_3,102,11,200,2,243,22,128,18,128,14,91,70,134,22,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,8,13,86,578,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 3, 0]",194,0,0,0
579,Forest_Enemy_01b_004_3,103,11,200,2,265,22,115,24,115,20,84,77,134,22,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,9,16,84,579,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 4, 0]",194,0,0,0
580,Forest_Enemy_04a_001_3,112,16,200,2,357,32,141,23,141,19,102,79,148,32,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,23,26,125,580,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 9, 0]",194,0,0,0
581,Forest_Enemy_04a_002_3,113,16,200,2,357,32,148,24,148,20,99,66,148,32,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,24,33,112,581,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 10, 0]",194,0,0,0
582,Forest_Enemy_04a_003_3,114,16,200,3,340,32,135,28,135,24,97,94,148,32,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,25,30,122,582,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 11, 0]",194,0,0,0
583,Forest_Enemy_04a_004_3,115,16,200,2,357,32,148,24,148,20,99,66,148,32,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,26,33,112,583,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 12, 0]",194,0,0,0
584,Forest_Enemy_04b_001_3,112,16,200,2,357,32,141,23,141,19,102,79,148,32,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,28,26,125,584,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 9, 0]",194,0,0,0
585,Forest_Enemy_04b_002_3,113,16,200,2,357,32,148,24,148,20,99,66,148,32,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,29,33,112,585,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 10, 0]",194,0,0,0
586,Forest_Enemy_04b_003_3,114,16,200,3,340,32,135,28,135,24,97,94,148,32,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,30,30,122,586,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 11, 0]",194,0,0,0
587,Forest_Enemy_04b_004_3,115,16,200,2,357,32,148,24,148,20,99,66,148,32,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,31,33,112,587,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 12, 0]",194,0,0,0
588,Forest_Enemy_06a_001_3,116,21,200,4,480,42,139,37,139,33,102,88,160,40,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,33,56,168,588,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 13, 0]",194,0,0,0
589,Forest_Enemy_06a_002_3,117,21,200,3,408,42,146,34,146,30,106,103,160,40,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,34,70,160,589,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 11, 0]",194,0,0,0
590,Forest_Enemy_06a_003_3,118,21,200,4,480,42,139,37,139,33,102,88,160,40,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,35,56,168,590,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 13, 0]",194,0,0,0
591,Forest_Enemy_06a_004_3,119,21,200,3,444,42,146,33,146,28,107,91,160,40,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,36,74,158,591,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 14, 0]",194,0,0,0
592,Forest_Enemy_06b_001_3,116,21,200,4,480,42,139,37,139,33,102,88,160,40,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,39,56,168,592,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 13, 0]",194,0,0,0
593,Forest_Enemy_06b_002_3,117,21,200,3,408,42,146,34,146,30,106,103,160,40,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,40,70,160,593,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 11, 0]",194,0,0,0
594,Forest_Enemy_06b_003_3,118,21,200,4,480,42,139,37,139,33,102,88,160,40,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,41,56,168,594,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 13, 0]",194,0,0,0
595,Forest_Enemy_06b_004_3,119,21,200,3,444,42,146,33,146,28,107,91,160,40,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,42,74,158,595,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 14, 0]",194,0,0,0
596,Snow_Enemy_01a_001_3,124,11,200,2,243,22,128,18,128,14,91,70,134,22,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,50,13,86,596,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 17, 0]",194,0,0,0
597,Snow_Enemy_01a_002_3,125,11,200,2,265,22,115,24,115,20,84,77,134,22,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,51,16,84,597,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 18, 0]",194,0,0,0
598,Snow_Enemy_01a_003_3,126,11,200,2,230,22,121,22,121,19,86,84,134,22,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,52,15,84,598,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 11, 0]",194,0,0,0
599,Snow_Enemy_01a_004_3,127,11,200,2,253,22,121,21,121,18,87,73,134,22,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,53,16,83,599,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 14, 0]",194,0,0,0
600,Snow_Enemy_01b_001_3,124,11,200,2,243,22,128,18,128,14,91,70,134,22,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,55,13,86,600,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 17, 0]",194,0,0,0
601,Snow_Enemy_01b_002_3,125,11,200,2,265,22,115,24,115,20,84,77,134,22,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,56,16,84,601,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 18, 0]",194,0,0,0
602,Snow_Enemy_01b_003_3,126,11,200,2,230,22,121,22,121,19,86,84,134,22,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,57,15,84,602,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 11, 0]",194,0,0,0
603,Snow_Enemy_01b_004_3,127,11,200,2,253,22,121,21,121,18,87,73,134,22,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,58,16,83,603,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 14, 0]",194,0,0,0
604,Snow_Enemy_04a_001_3,136,16,200,2,357,32,141,23,141,19,102,79,148,32,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,72,26,125,604,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 21, 0]",194,0,0,0
605,Snow_Enemy_04a_002_3,137,16,200,3,371,32,135,27,135,23,98,82,148,32,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,73,32,120,605,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 14, 0]",194,0,0,0
606,Snow_Enemy_04a_003_3,138,16,200,3,340,32,135,28,135,24,97,94,148,32,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,74,30,122,606,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 11, 0]",194,0,0,0
607,Snow_Enemy_04a_004_3,139,16,200,2,357,32,148,24,148,20,99,66,148,32,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,75,33,112,607,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 12, 0]",194,0,0,0
608,Snow_Enemy_04b_001_3,136,16,200,2,357,32,141,23,141,19,102,79,148,32,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3,78,26,125,608,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 21, 0]",194,0,0,0
609,Snow_Enemy_04b_002_3,137,16,200,3,371,32,135,27,135,23,98,82,148,32,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8,79,32,120,609,"[0, 0, 0]","[0.0, 0.0]",0,195,195,195,195,"[0, 14, 0]",194,0,0,0
