m_id,m_Label,m_Inescapable,m_SkipResult,m_IgnoreDefeat,m_SkipBgmResult,m_Bgm,m_BgmType,m_Camera,m_Formation,m_EnemyID,m_EventIndices,m_AbortCondition,m_ForcedWinAbortCondition,m_TipsGroup,m_TipsTargets,m_ImportantFlags
3722,Plain_EnemyGroup_08_202,194,194,194,194,36,0,0,71,"[643, 643, 641, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
3723,Plain_EnemyGroup_08_203,194,194,194,194,36,0,0,71,"[640, 640, 643, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
3724,Plain_EnemyGroup_08_204,194,194,194,194,36,0,0,71,"[642, 643, 643, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
3725,Plain_EnemyGroup_08_205,194,194,194,194,36,0,0,71,"[640, 642, 643, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
3726,Plain_EnemyGroup_08_206,194,194,194,194,36,0,0,71,"[641, 642, 643, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
3727,Plain_EnemyGroup_08_207,194,194,194,194,36,0,0,71,"[643, 643, 643, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
3801,Plain_EnemyGroup_09_001,194,194,194,194,36,0,0,72,"[105, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
3802,Plain_EnemyGroup_09_002,194,194,194,194,36,0,0,73,"[107, 108, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
3803,Plain_EnemyGroup_09_003,194,194,194,194,36,0,0,73,"[105, 107, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
3804,Plain_EnemyGroup_09_004,194,194,194,194,36,0,0,73,"[106, 106, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
3805,Plain_EnemyGroup_09_005,194,194,194,194,36,0,0,73,"[105, 108, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
3806,Plain_EnemyGroup_09_006,194,194,194,194,36,0,0,71,"[107, 107, 108, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
3807,Plain_EnemyGroup_09_007,194,194,194,194,36,0,0,71,"[105, 106, 108, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
3808,Plain_EnemyGroup_09_008,194,194,194,194,36,0,0,71,"[107, 105, 106, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
3809,Plain_EnemyGroup_09_009,194,194,194,194,109,0,0,72,"[2040, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
3810,Plain_EnemyGroup_09_010,194,194,194,194,109,0,0,72,"[2124, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4001,Sea_EnemyGroup_01_001,194,194,194,194,36,0,0,73,"[109, 110, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4002,Sea_EnemyGroup_01_002,194,194,194,194,36,0,0,73,"[111, 110, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4003,Sea_EnemyGroup_01_003,194,194,194,194,36,0,0,73,"[109, 112, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4004,Sea_EnemyGroup_01_004,194,194,194,194,36,0,0,71,"[109, 111, 110, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4005,Sea_EnemyGroup_01_005,194,194,194,194,36,0,0,71,"[111, 110, 110, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4006,Sea_EnemyGroup_01_006,194,194,194,194,36,0,0,71,"[110, 111, 112, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4007,Sea_EnemyGroup_01_007,194,194,194,194,36,0,0,71,"[109, 109, 109, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4008,Sea_EnemyGroup_01_008,194,194,194,194,109,0,0,72,"[2041, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4009,Sea_EnemyGroup_01_009,194,194,194,194,109,0,0,72,"[2125, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4101,Sea_EnemyGroup_02_001,194,194,194,194,36,0,0,73,"[114, 115, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4102,Sea_EnemyGroup_02_002,194,194,194,194,36,0,0,73,"[113, 116, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4103,Sea_EnemyGroup_02_003,194,194,194,194,36,0,0,73,"[113, 114, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4104,Sea_EnemyGroup_02_004,194,194,194,194,36,0,0,71,"[113, 114, 115, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4105,Sea_EnemyGroup_02_005,194,194,194,194,36,0,0,71,"[113, 116, 116, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4106,Sea_EnemyGroup_02_006,194,194,194,194,36,0,0,71,"[113, 113, 116, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4107,Sea_EnemyGroup_02_007,194,194,194,194,36,0,0,71,"[114, 114, 114, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4108,Sea_EnemyGroup_02_008,194,194,194,194,109,0,0,72,"[2042, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4109,Sea_EnemyGroup_02_009,194,194,194,194,109,0,0,72,"[2126, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4201,Sea_EnemyGroup_03_001,194,194,194,194,36,0,0,73,"[117, 118, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4202,Sea_EnemyGroup_03_002,194,194,194,194,36,0,0,73,"[120, 119, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4203,Sea_EnemyGroup_03_003,194,194,194,194,36,0,0,71,"[120, 119, 117, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4204,Sea_EnemyGroup_03_004,194,194,194,194,36,0,0,71,"[118, 119, 117, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4205,Sea_EnemyGroup_03_005,194,194,194,194,109,0,0,72,"[2043, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4206,Sea_EnemyGroup_03_006,194,194,194,194,109,0,0,72,"[2044, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4301,Sea_EnemyGroup_04_001,194,194,194,194,36,0,0,73,"[121, 122, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4302,Sea_EnemyGroup_04_002,194,194,194,194,36,0,0,73,"[123, 124, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4303,Sea_EnemyGroup_04_003,194,194,194,194,36,0,0,71,"[124, 124, 123, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4304,Sea_EnemyGroup_04_004,194,194,194,194,36,0,0,71,"[121, 122, 123, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4305,Sea_EnemyGroup_04_005,194,194,194,194,109,0,0,72,"[2045, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4306,Sea_EnemyGroup_04_006,194,194,194,194,109,0,0,72,"[2046, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4401,Sea_EnemyGroup_05_001,194,194,194,194,36,0,0,73,"[127, 126, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4402,Sea_EnemyGroup_05_002,194,194,194,194,36,0,0,73,"[128, 125, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4403,Sea_EnemyGroup_05_003,194,194,194,194,36,0,0,73,"[125, 126, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4404,Sea_EnemyGroup_05_004,194,194,194,194,36,0,0,71,"[127, 125, 126, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4405,Sea_EnemyGroup_05_005,194,194,194,194,36,0,0,71,"[125, 128, 127, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4406,Sea_EnemyGroup_05_006,194,194,194,194,36,0,0,71,"[127, 125, 125, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4407,Sea_EnemyGroup_05_007,194,194,194,194,36,0,0,71,"[128, 126, 126, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4408,Sea_EnemyGroup_05_008,194,194,194,194,109,0,0,72,"[2047, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4409,Sea_EnemyGroup_05_009,194,194,194,194,109,0,0,72,"[2127, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4501,Sea_EnemyGroup_06_001,194,194,194,194,36,0,0,73,"[712, 713, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4502,Sea_EnemyGroup_06_002,194,194,194,194,36,0,0,103,"[715, 714, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4503,Sea_EnemyGroup_06_003,194,194,194,194,36,0,0,73,"[714, 713, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4504,Sea_EnemyGroup_06_004,194,194,194,194,36,0,0,104,"[714, 712, 713, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4505,Sea_EnemyGroup_06_005,194,194,194,194,36,0,0,104,"[714, 712, 715, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4506,Sea_EnemyGroup_06_006,194,194,194,194,36,0,0,104,"[712, 714, 714, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4507,Sea_EnemyGroup_06_007,194,194,194,194,36,0,0,104,"[715, 713, 713, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4508,Sea_EnemyGroup_06_008,194,194,194,194,109,0,0,72,"[2181, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4509,Sea_EnemyGroup_06_009,194,194,194,194,109,0,0,102,"[2182, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4601,Sea_EnemyGroup_07_001,194,194,194,194,36,0,0,70,"[716, 716, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4602,Sea_EnemyGroup_07_002,194,194,194,194,36,0,0,70,"[718, 719, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4603,Sea_EnemyGroup_07_003,194,194,194,194,36,0,0,70,"[718, 717, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4604,Sea_EnemyGroup_07_004,194,194,194,194,36,0,0,71,"[716, 717, 718, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4605,Sea_EnemyGroup_07_005,194,194,194,194,36,0,0,106,"[719, 719, 716, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4606,Sea_EnemyGroup_07_006,194,194,194,194,36,0,0,71,"[716, 717, 719, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4607,Sea_EnemyGroup_07_007,194,194,194,194,36,0,0,71,"[719, 717, 718, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4608,Sea_EnemyGroup_07_008,194,194,194,194,109,0,0,69,"[2183, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4609,Sea_EnemyGroup_07_009,194,194,194,194,109,0,0,102,"[2184, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4701,Sea_EnemyGroup_08_001,194,194,194,194,36,0,0,70,"[723, 721, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4702,Sea_EnemyGroup_08_002,194,194,194,194,36,0,0,70,"[720, 722, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4703,Sea_EnemyGroup_08_003,194,194,194,194,36,0,0,103,"[722, 723, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4704,Sea_EnemyGroup_08_004,194,194,194,194,36,0,0,104,"[720, 722, 721, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4705,Sea_EnemyGroup_08_005,194,194,194,194,36,0,0,71,"[722, 720, 723, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4706,Sea_EnemyGroup_08_006,194,194,194,194,36,0,0,106,"[723, 722, 722, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4707,Sea_EnemyGroup_08_007,194,194,194,194,36,0,0,71,"[720, 721, 721, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4708,Sea_EnemyGroup_08_008,194,194,194,194,109,0,0,69,"[2185, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
4709,Sea_EnemyGroup_08_009,194,194,194,194,109,0,0,102,"[2186, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5001,Clif_EnemyGroup_01_001,194,194,194,194,39,0,0,73,"[129, 130, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5002,Clif_EnemyGroup_01_002,194,194,194,194,39,0,0,73,"[131, 130, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5003,Clif_EnemyGroup_01_003,194,194,194,194,39,0,0,73,"[129, 131, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5004,Clif_EnemyGroup_01_004,194,194,194,194,39,0,0,71,"[129, 131, 130, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5005,Clif_EnemyGroup_01_005,194,194,194,194,39,0,0,71,"[130, 131, 130, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5006,Clif_EnemyGroup_01_006,194,194,194,194,39,0,0,71,"[130, 131, 131, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5007,Clif_EnemyGroup_01_007,194,194,194,194,39,0,0,71,"[129, 129, 129, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5008,Clif_EnemyGroup_01_008,194,194,194,194,109,0,0,72,"[2048, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5009,Clif_EnemyGroup_01_009,194,194,194,194,109,0,0,72,"[2049, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5101,Clif_EnemyGroup_02_001,194,194,194,194,39,0,0,73,"[134, 136, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5102,Clif_EnemyGroup_02_002,194,194,194,194,39,0,0,73,"[133, 136, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5103,Clif_EnemyGroup_02_003,194,194,194,194,39,0,0,73,"[133, 134, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5104,Clif_EnemyGroup_02_004,194,194,194,194,39,0,0,71,"[133, 136, 134, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5105,Clif_EnemyGroup_02_005,194,194,194,194,39,0,0,71,"[133, 136, 136, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5106,Clif_EnemyGroup_02_006,194,194,194,194,39,0,0,71,"[133, 136, 133, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5107,Clif_EnemyGroup_02_007,194,194,194,194,39,0,0,71,"[134, 134, 134, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5108,Clif_EnemyGroup_02_008,194,194,194,194,109,0,0,72,"[2050, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5109,Clif_EnemyGroup_02_009,194,194,194,194,109,0,0,81,"[2051, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5201,Clif_EnemyGroup_03_001,194,194,194,194,39,0,0,73,"[138, 139, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5202,Clif_EnemyGroup_03_002,194,194,194,194,39,0,0,73,"[140, 137, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5203,Clif_EnemyGroup_03_003,194,194,194,194,39,0,0,73,"[137, 139, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5204,Clif_EnemyGroup_03_004,194,194,194,194,39,0,0,73,"[138, 140, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5205,Clif_EnemyGroup_03_005,194,194,194,194,39,0,0,71,"[138, 139, 137, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5206,Clif_EnemyGroup_03_006,194,194,194,194,39,0,0,71,"[138, 139, 140, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5207,Clif_EnemyGroup_03_007,194,194,194,194,39,0,0,71,"[138, 140, 137, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5208,Clif_EnemyGroup_03_008,194,194,194,194,39,0,0,71,"[137, 140, 139, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
5209,Clif_EnemyGroup_03_009,194,194,194,194,109,0,0,81,"[2052, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,"[194, 194, 194, 194, 194, 194]","[194, 194, 194, 194, 194, 194]"
