m_id,m_Priority,m_NameID,m_RewardID,m_ItemID,m_ItemNum,m_PremiumShopID,m_ResourceID,m_Price,m_SalePrice,m_ProductNum,m_OpenTimestamp,m_CloseTimestamp,m_ResetCycle,m_AndCondition,m_Conditions
1013,9190,0,260,30073,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1014,9180,0,260,30074,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1015,9170,0,260,30075,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1016,9160,0,260,30076,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1017,9150,0,260,30077,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1018,9140,0,260,30078,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1019,9130,0,260,30079,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1020,9120,0,260,30080,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1021,9110,0,260,30081,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1022,9100,0,260,30082,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1023,9090,0,260,30083,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1024,9080,0,260,30084,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1025,9070,0,260,30085,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1026,9060,0,260,30086,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1027,9050,0,260,30087,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1028,9040,0,260,30088,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1029,9030,0,260,30089,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1030,9020,0,260,30090,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1031,9010,0,260,30091,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1032,9000,0,260,30092,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1033,8990,0,260,30093,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1034,8980,0,260,30094,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1035,8970,0,260,30095,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1036,8960,0,260,30096,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1037,8950,0,260,30097,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1038,8940,0,260,30098,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1039,8930,0,260,30099,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1040,8920,0,260,30100,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1041,8910,0,260,30101,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1042,8900,0,260,30102,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1043,8890,0,260,30103,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1044,8880,0,260,30104,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1045,8870,0,260,30105,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1046,8860,0,260,30106,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1047,8850,0,260,30107,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1048,8840,0,260,30108,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1049,8830,0,260,30109,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1050,8820,0,260,30110,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1051,8810,0,260,30111,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1052,8800,0,260,30112,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1053,8790,0,260,30113,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1054,8780,0,260,30114,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1055,8770,0,260,30115,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1056,8760,0,260,30116,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1057,8750,0,260,30117,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1058,8740,0,260,30118,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1059,8730,0,260,30119,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1060,8720,0,260,30120,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1061,8710,0,260,30121,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1062,8700,0,260,30127,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1063,8690,0,260,30133,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1064,8680,0,260,30139,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1065,8670,0,260,30122,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1066,8660,0,260,30128,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1067,8650,0,260,30134,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1068,8640,0,260,30140,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1069,8630,0,260,30123,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1070,8620,0,260,30129,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1071,8610,0,260,30135,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1072,8600,0,260,30141,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1073,8590,0,260,30124,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1074,8580,0,260,30130,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1075,8570,0,260,30136,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1076,8560,0,260,30142,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1077,8550,0,260,30125,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1078,8540,0,260,30131,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1079,8530,0,260,30137,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1080,8520,0,260,30143,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1081,8510,0,260,30126,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1082,8500,0,260,30132,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1083,8490,0,260,30138,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
1084,8480,0,260,30144,1,0,54,0,3,0,0,0,0,194,"[0, 0, 0]"
10001,10000,0,130,130038,1,0,1001,200,0,0,0,0,0,194,"[0, 0, 0]"
10002,9990,1000074,255,5,15,0,1001,40,0,0,0,0,0,194,"[0, 0, 0]"
10003,9980,0,210,50213,1,0,1001,30,0,0,0,0,0,194,"[0, 0, 0]"
10004,9970,1000075,270,17,10,0,1001,1,0,0,0,0,0,194,"[0, 0, 0]"
10005,10000,0,130,130040,1,0,1002,200,0,0,0,0,0,194,"[0, 0, 0]"
10006,9990,0,130,130034,1,0,1002,200,0,0,0,0,0,194,"[0, 0, 0]"
10007,9980,1000076,255,7,15,0,1002,40,0,0,0,0,0,194,"[0, 0, 0]"
10008,9970,1000077,255,1,15,0,1002,40,0,0,0,0,0,194,"[0, 0, 0]"
10009,9960,0,210,50213,1,0,1002,30,0,0,0,0,0,194,"[0, 0, 0]"
10010,9950,1000078,270,17,10,0,1002,1,0,0,0,0,0,194,"[0, 0, 0]"
10011,10000,0,130,130016,1,0,1003,200,0,0,0,0,0,194,"[0, 0, 0]"
10012,9990,1000080,255,70,15,0,1003,40,0,0,0,0,0,194,"[0, 0, 0]"
10013,9980,0,210,50213,1,0,1003,30,0,0,0,0,0,194,"[0, 0, 0]"
10014,9970,1000081,270,17,10,0,1003,1,0,0,0,0,0,194,"[0, 0, 0]"
10015,10000,0,130,130021,1,0,1004,200,0,0,0,0,0,194,"[0, 0, 0]"
10016,9990,1000082,255,83,15,0,1004,40,0,0,0,0,0,194,"[0, 0, 0]"
10017,9980,0,210,50213,1,0,1004,30,0,0,0,0,0,194,"[0, 0, 0]"
10018,9970,1000083,270,17,10,0,1004,1,0,0,0,0,0,194,"[0, 0, 0]"
10019,10000,0,130,130035,1,0,1005,200,0,0,0,0,0,194,"[0, 0, 0]"
10020,9990,0,130,130034,1,0,1005,200,0,0,0,0,0,194,"[0, 0, 0]"
10021,9980,1000084,255,2,15,0,1005,40,0,0,0,0,0,194,"[0, 0, 0]"
10022,9970,1000085,255,1,15,0,1005,40,0,0,0,0,0,194,"[0, 0, 0]"
10023,9960,0,210,50213,1,0,1005,30,0,0,0,0,0,194,"[0, 0, 0]"
10024,9950,1000086,270,17,10,0,1005,1,0,0,0,0,0,194,"[0, 0, 0]"
10025,10000,0,130,130061,1,0,1006,200,0,0,0,0,0,194,"[0, 0, 0]"
10026,9990,1000087,255,68,15,0,1006,40,0,0,0,0,0,194,"[0, 0, 0]"
10027,9980,0,210,50213,1,0,1006,30,0,0,0,0,0,194,"[0, 0, 0]"
10028,9970,1000088,270,17,10,0,1006,1,0,0,0,0,0,194,"[0, 0, 0]"
10029,10000,0,130,130013,1,0,1007,200,0,0,0,0,0,194,"[0, 0, 0]"
10030,9990,1000089,255,81,15,0,1007,40,0,0,0,0,0,194,"[0, 0, 0]"
10031,9980,0,210,50213,1,0,1007,30,0,0,0,0,0,194,"[0, 0, 0]"
10032,9970,1000090,270,17,10,0,1007,1,0,0,0,0,0,194,"[0, 0, 0]"
10033,10000,0,130,130038,1,0,1008,200,0,0,0,0,0,194,"[0, 0, 0]"
10034,9990,0,130,130041,1,0,1008,200,0,0,0,0,0,194,"[0, 0, 0]"
10035,9980,1000091,255,5,15,0,1008,40,0,0,0,0,0,194,"[0, 0, 0]"
10036,9970,1000092,255,8,15,0,1008,40,0,0,0,0,0,194,"[0, 0, 0]"
10037,9960,0,210,50213,1,0,1008,30,0,0,0,0,0,194,"[0, 0, 0]"
10038,9950,1000093,270,17,10,0,1008,1,0,0,0,0,0,194,"[0, 0, 0]"
10039,10000,0,130,130062,1,0,1009,200,0,0,0,0,0,194,"[0, 0, 0]"
10040,9990,1000097,255,133,15,0,1009,40,0,0,0,0,0,194,"[0, 0, 0]"
10041,9980,0,210,50213,1,0,1009,30,0,0,0,0,0,194,"[0, 0, 0]"
10042,9970,1000098,270,17,10,0,1009,1,0,0,0,0,0,194,"[0, 0, 0]"
10043,10000,0,130,130068,1,0,1010,200,0,0,0,0,0,194,"[0, 0, 0]"
10044,9990,1000099,255,132,15,0,1010,40,0,0,0,0,0,194,"[0, 0, 0]"
10045,9980,0,210,50213,1,0,1010,30,0,0,0,0,0,194,"[0, 0, 0]"
10046,9970,1000100,270,17,10,0,1010,1,0,0,0,0,0,194,"[0, 0, 0]"
10047,10000,0,130,130036,1,0,1011,200,0,0,0,0,0,194,"[0, 0, 0]"
10048,9990,0,130,130040,1,0,1011,200,0,0,0,0,0,194,"[0, 0, 0]"
10049,9980,1000101,255,3,15,0,1011,40,0,0,0,0,0,194,"[0, 0, 0]"
10050,9970,1000102,255,7,15,0,1011,40,0,0,0,0,0,194,"[0, 0, 0]"
10051,9960,0,210,50213,1,0,1011,30,0,0,0,0,0,194,"[0, 0, 0]"
10052,9950,1000103,270,17,10,0,1011,1,0,0,0,0,0,194,"[0, 0, 0]"
10053,10000,0,130,130012,1,0,1012,200,0,0,0,0,0,194,"[0, 0, 0]"
10054,9990,1000104,255,72,15,0,1012,40,0,0,0,0,0,194,"[0, 0, 0]"
10055,9980,0,210,50213,1,0,1012,30,0,0,0,0,0,194,"[0, 0, 0]"
10056,9970,1000105,270,17,10,0,1012,1,0,0,0,0,0,194,"[0, 0, 0]"
10057,10000,0,130,130048,1,0,1013,200,0,0,0,0,0,194,"[0, 0, 0]"
10058,9990,1000106,255,99,15,0,1013,40,0,0,0,0,0,194,"[0, 0, 0]"
10059,9980,0,210,50213,1,0,1013,30,0,0,0,0,0,194,"[0, 0, 0]"
10060,9970,1000107,270,17,10,0,1013,1,0,0,0,0,0,194,"[0, 0, 0]"
10061,10000,0,130,130037,1,0,1014,200,0,0,0,0,0,194,"[0, 0, 0]"
10062,9990,0,130,130039,1,0,1014,200,0,0,0,0,0,194,"[0, 0, 0]"
10063,9980,1000108,255,4,15,0,1014,40,0,0,0,0,0,194,"[0, 0, 0]"
10064,9970,1000109,255,6,15,0,1014,40,0,0,0,0,0,194,"[0, 0, 0]"
10065,9960,0,210,50213,1,0,1014,30,0,0,0,0,0,194,"[0, 0, 0]"
10066,9950,1000110,270,17,10,0,1014,1,0,0,0,0,0,194,"[0, 0, 0]"
10067,10000,0,130,130060,1,0,1015,200,0,0,0,0,0,194,"[0, 0, 0]"
10068,9990,0,260,30771,1,0,1015,100,0,1,0,0,0,194,"[0, 0, 0]"
10069,9980,1000115,255,103,15,0,1015,40,0,0,0,0,0,194,"[0, 0, 0]"
10070,9970,0,210,50213,1,0,1015,30,0,0,0,0,0,194,"[0, 0, 0]"
10071,9960,1000116,270,17,10,0,1015,1,0,0,0,0,0,194,"[0, 0, 0]"
10072,10000,0,130,130045,1,0,1016,200,0,0,0,0,0,194,"[0, 0, 0]"
10073,9990,0,130,130043,1,0,1016,200,0,0,0,0,0,194,"[0, 0, 0]"
10074,9980,1000119,255,105,15,0,1016,40,0,0,0,0,0,194,"[0, 0, 0]"
10075,9970,1000117,255,84,15,0,1016,40,0,0,0,0,0,194,"[0, 0, 0]"
10076,9960,0,210,50213,1,0,1016,30,0,0,0,0,0,194,"[0, 0, 0]"
10077,9950,1000118,270,17,10,0,1016,1,0,0,0,0,0,194,"[0, 0, 0]"
10078,10000,0,130,130052,1,0,1017,200,0,0,0,0,0,194,"[0, 0, 0]"
10079,9990,1000120,255,187,15,0,1017,40,0,0,0,0,0,194,"[0, 0, 0]"
10080,9980,0,210,50213,1,0,1017,30,0,0,0,0,0,194,"[0, 0, 0]"
10081,9970,1000121,270,17,10,0,1017,1,0,0,0,0,0,194,"[0, 0, 0]"
10082,10000,0,130,130053,1,0,1018,200,0,0,0,0,0,194,"[0, 0, 0]"
10083,9990,1000122,255,184,15,0,1018,40,0,0,0,0,0,194,"[0, 0, 0]"
10084,9980,0,210,50213,1,0,1018,30,0,0,0,0,0,194,"[0, 0, 0]"
10085,9970,1000124,270,17,10,0,1018,1,0,0,0,0,0,194,"[0, 0, 0]"
10086,10000,0,130,130054,1,0,1019,200,0,0,0,0,0,194,"[0, 0, 0]"
10087,9990,1000125,255,185,15,0,1019,40,0,0,0,0,0,194,"[0, 0, 0]"
10088,9980,0,210,50213,1,0,1019,30,0,0,0,0,0,194,"[0, 0, 0]"
10089,9970,1000126,270,17,10,0,1019,1,0,0,0,0,0,194,"[0, 0, 0]"
10090,10000,0,130,130063,1,0,1020,200,0,0,0,0,0,194,"[0, 0, 0]"
10091,9990,1000127,255,107,15,0,1020,40,0,0,0,0,0,194,"[0, 0, 0]"
10092,9980,0,210,50213,1,0,1020,30,0,0,0,0,0,194,"[0, 0, 0]"
10093,9970,1000128,270,17,10,0,1020,1,0,0,0,0,0,194,"[0, 0, 0]"
10094,10000,0,130,130022,1,0,1021,200,0,0,0,0,0,194,"[0, 0, 0]"
10095,9990,1000129,255,66,15,0,1021,40,0,0,0,0,0,194,"[0, 0, 0]"
10096,9980,0,210,50213,1,0,1021,30,0,0,0,0,0,194,"[0, 0, 0]"
10097,9970,1000130,270,17,10,0,1021,1,0,0,0,0,0,194,"[0, 0, 0]"
10098,10000,0,130,130017,1,0,1022,200,0,0,0,0,0,194,"[0, 0, 0]"
10099,9990,1000131,255,80,15,0,1022,40,0,0,0,0,0,194,"[0, 0, 0]"
10100,9980,0,210,50213,1,0,1022,30,0,0,0,0,0,194,"[0, 0, 0]"
10101,9970,1000132,270,17,10,0,1022,1,0,0,0,0,0,194,"[0, 0, 0]"
10135,10000,0,130,130079,1,0,1023,100,0,0,0,0,0,194,"[0, 0, 0]"
10136,9990,1000133,255,75,15,0,1023,40,0,0,0,0,0,194,"[0, 0, 0]"
10137,9980,0,210,50213,1,0,1023,30,0,0,0,0,0,194,"[0, 0, 0]"
10138,9970,1000134,270,17,10,0,1023,1,0,0,0,0,0,194,"[0, 0, 0]"
10139,10000,0,130,130065,1,0,1024,200,0,0,0,0,0,194,"[0, 0, 0]"
10140,9990,0,130,130060,1,0,1024,200,0,0,0,0,0,194,"[0, 0, 0]"
10141,9980,0,260,30792,1,0,1024,100,0,1,0,0,0,194,"[103974, 0, 0]"
10142,9970,0,260,30771,1,0,1024,100,0,1,0,0,0,194,"[103973, 0, 0]"
10143,9960,1000135,255,82,15,0,1024,40,0,0,0,0,0,194,"[0, 0, 0]"
10144,9950,1000136,255,103,15,0,1024,40,0,0,0,0,0,194,"[0, 0, 0]"
10145,9940,0,210,50213,1,0,1024,30,0,0,0,0,0,194,"[0, 0, 0]"
10146,9930,1000137,270,17,10,0,1024,1,0,0,0,0,0,194,"[0, 0, 0]"
10147,10000,0,130,130087,1,0,1025,150,0,0,0,0,0,194,"[0, 0, 0]"
10148,9990,1000138,255,71,15,0,1025,40,0,0,0,0,0,194,"[0, 0, 0]"
10149,9980,0,210,50213,1,0,1025,30,0,0,0,0,0,194,"[0, 0, 0]"
10150,9970,1000139,270,17,10,0,1025,1,0,0,0,0,0,194,"[0, 0, 0]"
10151,10000,0,130,130014,1,0,1026,200,0,0,0,0,0,194,"[0, 0, 0]"
10212,9995,0,130,12000067,1,0,1026,100,0,1,0,0,0,194,"[0, 0, 0]"
10152,9990,1000140,255,67,15,0,1026,40,0,0,0,0,0,194,"[0, 0, 0]"
10153,9980,0,210,50213,1,0,1026,30,0,0,0,0,0,194,"[0, 0, 0]"
10154,9970,1000141,270,17,10,0,1026,1,0,0,0,0,0,194,"[0, 0, 0]"
10155,10000,0,130,130023,1,0,1027,200,0,0,0,0,0,194,"[0, 0, 0]"
10213,9995,0,130,12000112,1,0,1027,100,0,1,0,0,0,194,"[0, 0, 0]"
10156,9990,1000142,255,112,15,0,1027,40,0,0,0,0,0,194,"[0, 0, 0]"
10157,9980,0,210,50213,1,0,1027,30,0,0,0,0,0,194,"[0, 0, 0]"
10158,9970,1000143,270,17,10,0,1027,1,0,0,0,0,0,194,"[0, 0, 0]"
10159,10000,0,130,130015,1,0,1028,200,0,0,0,0,0,194,"[0, 0, 0]"
10214,9995,0,130,12000086,1,0,1028,100,0,1,0,0,0,194,"[0, 0, 0]"
10160,9990,1000161,255,86,15,0,1028,40,0,0,0,0,0,194,"[0, 0, 0]"
10161,9980,0,210,50213,1,0,1028,30,0,0,0,0,0,194,"[0, 0, 0]"
10162,9970,1000162,270,17,10,0,1028,1,0,0,0,0,0,194,"[0, 0, 0]"
10163,10000,0,130,130050,1,0,1029,200,0,0,0,0,0,194,"[0, 0, 0]"
10218,9995,0,130,12000122,1,0,1029,100,0,1,0,0,0,194,"[0, 0, 0]"
10164,9990,1000163,255,122,15,0,1029,40,0,0,0,0,0,194,"[0, 0, 0]"
10165,9980,0,210,50213,1,0,1029,30,0,0,0,0,0,194,"[0, 0, 0]"
10166,9970,1000164,270,17,10,0,1029,1,0,0,0,0,0,194,"[0, 0, 0]"
10167,10000,0,130,130056,1,0,1030,200,0,0,0,0,0,194,"[0, 0, 0]"
10215,9995,0,130,12000088,1,0,1030,100,0,1,0,0,0,194,"[0, 0, 0]"
10168,9990,1000165,255,88,15,0,1030,40,0,0,0,0,0,194,"[0, 0, 0]"
10169,9980,0,210,50213,1,0,1030,30,0,0,0,0,0,194,"[0, 0, 0]"
10170,9970,1000166,270,17,10,0,1030,1,0,0,0,0,0,194,"[0, 0, 0]"
10171,10000,0,130,130047,1,0,1031,100,0,0,0,0,0,194,"[0, 0, 0]"
10172,9990,1000167,255,73,15,0,1031,40,0,0,0,0,0,194,"[0, 0, 0]"
10173,9980,0,210,50213,1,0,1031,30,0,0,0,0,0,194,"[0, 0, 0]"
10174,9970,1000168,270,17,10,0,1031,1,0,0,0,0,0,194,"[0, 0, 0]"
10102,10000,0,260,30686,1,0,26,300,0,1,0,0,0,194,"[0, 0, 0]"
10103,9990,0,255,113,1,0,26,1,0,2000,0,0,0,194,"[0, 0, 0]"
10104,9980,0,210,50209,1,0,26,3,0,5,0,0,1,194,"[0, 0, 0]"
10105,9970,0,230,50370,1,0,26,0,3,0,0,0,0,194,"[0, 0, 0]"
10107,10000,0,260,30696,1,0,27,300,0,1,0,0,0,194,"[0, 0, 0]"
10108,9990,0,255,130,1,0,27,1,0,2000,0,0,0,194,"[0, 0, 0]"
10109,9980,0,210,50209,1,0,27,3,0,5,0,0,1,194,"[0, 0, 0]"
10110,9970,0,230,50371,1,0,27,0,3,0,0,0,0,194,"[0, 0, 0]"
10112,10000,0,260,30707,1,0,32,300,0,1,0,0,0,194,"[0, 0, 0]"
10113,9990,0,255,89,1,0,32,1,0,2000,0,0,0,194,"[0, 0, 0]"
10114,9980,0,210,50209,1,0,32,3,0,5,0,0,1,194,"[0, 0, 0]"
10115,9970,0,230,50373,1,0,32,0,3,0,0,0,0,194,"[0, 0, 0]"
10202,10000,0,260,30774,1,0,41,300,0,1,0,0,0,194,"[0, 0, 0]"
10203,9990,0,255,97,1,0,41,1,0,2000,0,0,0,194,"[0, 0, 0]"
10204,9980,0,210,50209,1,0,41,3,0,5,0,0,1,194,"[0, 0, 0]"
10205,9970,0,230,50381,1,0,41,0,3,0,0,0,0,194,"[0, 0, 0]"
10207,10000,0,260,30778,1,0,42,300,0,1,0,0,0,194,"[0, 0, 0]"
10208,9990,0,255,131,1,0,42,1,0,2000,0,0,0,194,"[0, 0, 0]"
10209,9980,0,210,50209,1,0,42,3,0,5,0,0,1,194,"[0, 0, 0]"
10210,9970,0,230,50382,1,0,42,0,3,0,0,0,0,194,"[0, 0, 0]"
10117,10000,0,240,50222,1,0,29,1000,0,50,0,0,0,194,"[0, 0, 0]"
10118,9990,0,240,50225,1,0,29,5000,0,1,0,0,0,194,"[0, 0, 0]"
10119,9980,0,240,50223,1,0,29,2000,0,30,0,0,0,194,"[0, 0, 0]"
10120,9970,0,240,50224,1,0,29,10000,0,1,0,0,0,194,"[0, 0, 0]"
10121,9960,0,255,186,1,0,29,200,0,2000,0,0,0,194,"[0, 0, 0]"
10122,9950,0,310,9119,1,0,29,60000,0,5,0,0,0,194,"[0, 0, 0]"
10123,9940,0,250,2100,1,0,29,2000,0,1,0,0,0,194,"[0, 0, 0]"
10124,9930,0,250,2101,1,0,29,2000,0,1,0,0,0,194,"[0, 0, 0]"
10125,9920,0,250,2102,1,0,29,2000,0,1,0,0,0,194,"[0, 0, 0]"
10126,9910,0,250,2103,1,0,29,2000,0,1,0,0,0,194,"[0, 0, 0]"
10127,9900,0,250,2104,1,0,29,2000,0,1,0,0,0,194,"[0, 0, 0]"
10128,9890,0,250,2105,1,0,29,2000,0,1,0,0,0,194,"[0, 0, 0]"
10129,9880,0,250,2106,1,0,29,2000,0,1,0,0,0,194,"[0, 0, 0]"
10130,9870,0,260,30637,1,0,29,10000,0,1,0,0,0,194,"[0, 0, 0]"
10131,9860,0,260,30636,1,0,29,2000,0,1,0,0,0,194,"[0, 0, 0]"
10132,9850,0,210,50207,1,0,29,200,0,0,0,0,0,194,"[0, 0, 0]"
10133,9840,0,210,50204,1,0,29,40,0,0,0,0,0,194,"[0, 0, 0]"
10134,10000,0,230,50372,1,0,29,0,100,0,0,0,0,194,"[0, 0, 0]"
10230,10000,0,130,130034,1,0,1037,200,0,1,0,0,0,194,"[0, 0, 0]"
10231,9990,0,130,130035,1,0,1037,200,0,1,0,0,0,194,"[0, 0, 0]"
10232,9980,0,130,130036,1,0,1037,200,0,1,0,0,0,194,"[0, 0, 0]"
10233,9970,0,130,130037,1,0,1037,200,0,1,0,0,0,194,"[0, 0, 0]"
10234,9960,0,130,130038,1,0,1037,200,0,1,0,0,0,194,"[0, 0, 0]"
10235,9950,0,130,130039,1,0,1037,200,0,1,0,0,0,194,"[0, 0, 0]"
10236,9940,0,130,130040,1,0,1037,200,0,1,0,0,0,194,"[0, 0, 0]"
10237,9930,0,130,130041,1,0,1037,200,0,1,0,0,0,194,"[0, 0, 0]"
10238,9920,0,130,130022,1,0,1037,200,0,1,0,0,0,194,"[0, 0, 0]"
10239,9910,0,130,130061,1,0,1037,200,0,1,0,0,0,194,"[0, 0, 0]"
10240,9900,0,130,130016,1,0,1037,200,0,1,0,0,0,194,"[0, 0, 0]"
10241,9890,0,130,130012,1,0,1037,200,0,1,0,0,0,194,"[0, 0, 0]"
10242,9880,0,130,130079,1,0,1037,200,0,1,0,0,0,194,"[0, 0, 0]"
10243,9870,0,130,130017,1,0,1037,200,0,1,0,0,0,194,"[0, 0, 0]"
10244,9860,0,130,130013,1,0,1037,200,0,1,0,0,0,194,"[0, 0, 0]"
10245,9850,0,130,130021,1,0,1037,200,0,1,0,0,0,194,"[0, 0, 0]"
10246,9840,0,130,130043,1,0,1037,200,0,1,0,0,0,194,"[0, 0, 0]"
10247,9830,0,130,130048,1,0,1037,200,0,1,0,0,0,194,"[0, 0, 0]"
10248,9820,0,130,130045,1,0,1037,200,0,1,0,0,0,194,"[0, 0, 0]"
10249,9810,0,130,130063,1,0,1037,200,0,1,0,0,0,194,"[0, 0, 0]"
10250,9800,0,130,130068,1,0,1037,200,0,1,0,0,0,194,"[0, 0, 0]"
10251,9790,0,130,130062,1,0,1037,200,0,1,0,0,0,194,"[0, 0, 0]"
10252,9780,0,240,50214,1,0,1037,40,0,0,0,0,0,194,"[0, 0, 0]"
10253,9770,0,240,50215,1,0,1037,40,0,0,0,0,0,194,"[0, 0, 0]"
10254,9760,0,240,50216,1,0,1037,40,0,0,0,0,0,194,"[0, 0, 0]"
10255,9750,0,240,50217,1,0,1037,40,0,0,0,0,0,194,"[0, 0, 0]"
10256,9740,0,240,50218,1,0,1037,40,0,0,0,0,0,194,"[0, 0, 0]"
10257,9730,0,240,50219,1,0,1037,40,0,0,0,0,0,194,"[0, 0, 0]"
10258,9720,0,240,50220,1,0,1037,40,0,0,0,0,0,194,"[0, 0, 0]"
10259,9710,0,240,50221,1,0,1037,40,0,0,0,0,0,194,"[0, 0, 0]"
10260,9700,1100059,270,17,10,0,1037,1,0,0,0,0,0,194,"[0, 0, 0]"
