m_id,m_ConditionID,m_OwnerQuest,m_OwnerQuestTask,m_OwnerUniqueChara,m_EventID,m_EnemyID,m_EnemyRaceID,m_ItemID,m_EquipID,m_JobID,m_GenderID,m_InfluenceID,m_TowerTypeID,m_EventFlagVariableID,m_ArenaID,m_EquipType,m_UtcDateTime,m_IntParam,m_StrParam
90616,137,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90617,137,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90618,137,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90619,137,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90620,137,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90621,137,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90622,137,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90623,137,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90624,137,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90625,137,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90626,137,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90627,137,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90628,137,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90629,137,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90630,137,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90631,137,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90632,137,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90633,137,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90637,137,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90638,137,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90639,137,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90640,137,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90641,137,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90642,137,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90643,137,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90644,137,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90645,137,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90649,137,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90650,137,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90651,137,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90652,137,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90653,137,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90654,137,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90655,137,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90656,137,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90657,137,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90658,137,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90659,137,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90660,137,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90661,137,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90662,137,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90663,137,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90664,137,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90665,137,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90666,137,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90667,137,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90668,137,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90669,137,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90670,137,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90671,137,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90672,137,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90673,137,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90674,137,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90675,137,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90676,137,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90677,137,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90678,137,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90679,137,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90680,137,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90681,137,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90682,137,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90683,137,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90684,137,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90685,137,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90686,137,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90687,137,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90688,137,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90689,137,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90690,137,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90691,137,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90692,137,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90693,137,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90694,137,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90695,137,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90696,137,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90697,137,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90698,137,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90699,137,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90700,137,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90701,137,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90702,137,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90703,137,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90704,137,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90705,137,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90706,137,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90707,137,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90708,137,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90709,137,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90710,137,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90711,137,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90712,137,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90713,137,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90714,137,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90715,137,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90716,137,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90717,137,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90718,137,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90719,137,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90720,137,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90721,137,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90722,137,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90723,137,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90724,137,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90725,137,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90726,137,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90727,137,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90728,137,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90729,137,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90730,137,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90731,137,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90732,137,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90733,137,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90734,137,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90735,137,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90736,137,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90737,137,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90738,137,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103757,137,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103758,137,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103759,137,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103760,137,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103761,137,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103762,137,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103763,137,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103764,137,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103765,137,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90074,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90075,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[10, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90076,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[15, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90077,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90078,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[25, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90219,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[30, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90220,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[35, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90221,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[40, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90222,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[45, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90223,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[50, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90255,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[55, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90256,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[60, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90257,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[65, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90258,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[70, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90259,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[75, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90260,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[80, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90261,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[85, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90262,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[90, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90263,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[95, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90264,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103766,39,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,"[10, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103767,39,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,"[20, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103768,39,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,"[30, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103769,39,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,"[40, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103770,39,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,"[50, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103771,39,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,"[60, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103772,39,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,"[70, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103773,39,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,"[80, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103774,39,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,"[90, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103775,39,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103776,195,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,"[4, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
103777,195,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,"[5, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90084,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[50, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90085,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[100, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90086,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[150, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90087,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[200, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90088,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[250, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90089,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[300, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90090,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[350, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90091,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[400, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90092,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[450, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90093,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[500, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90265,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[550, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
90266,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[600, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '', '', '', '', '']"
