m_id,m_OwnerQuest,m_TaskType,m_TaskNo,m_HideTask,m_Purpose,m_Synopsis,m_NextDestination,m_DestNpcSetLabel,m_DestPathName,m_ClearedQuest,m_OpenConditionID,m_StartConditionID,m_InvalidConditionID,m_ReorderMax,m_ReorderInterval,m_SubClearConditionID,m_ClearConditionID,m_CondQuest,m_CondQuestTask,m_OwnerUniqueChara,m_EventID,m_EnemyID,m_EnemyRaceID,m_ItemID,m_EquipID,m_IntParam,m_StrParam,m_StartEvent,m_ShowStartUI,m_QuestStartEffectType,m_ClearEvent,m_ShowClearUI,m_QuestClearEffectType,m_TaskItemId,m_TaskItemNum,m_BlockadeIgnoreRouteSearch
128,2021020,2,1,194,202102015,202102016,2,QuTr_PC021_02_02,PathActorBP79,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1005,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1004,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
427,2021020,2,2,194,202102025,202102026,7,QuTr_PC021_02_03,PathActorBP15,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1007,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
428,2021020,2,3,194,202102035,202102036,2,QuTr_PC021_02_04,PathActorBP79,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1008,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
429,2021030,1,0,194,0,0,2,QuTr_PC021_03_01,PathActorBP30,"[2021020, 0, 0, 0]","[0, 0]","[103012, 10102, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
430,2021030,2,1,194,202103015,202103016,3,QuTr_PC021_03_02,PathActorBP43,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1011,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1009,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
703,2021030,2,2,194,202103025,202103026,2,QuTr_PC021_03_03,PathActorBP109,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1012,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
704,2021040,1,0,194,0,0,2,QuTr_PC021_04_01,PathActorBP30,"[2021030, 0, 0, 0]","[0, 0]","[103012, 10102, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
705,2021040,2,1,194,202104015,202104016,125,QuTr_PC021_04_02,PathActorBP55,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1015,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1013,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
706,2021040,2,2,194,202104025,202104026,2,QuTr_PC021_04_03,PathActorBP109,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1017,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
707,2022010,1,0,194,0,0,58,QuTr_PC022_01_01,PathActorBP,"[1002010, 0, 0, 0]","[0, 0]","[103012, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
129,2022010,2,1,194,202201015,202201016,59,QuTr_PC022_01_02,PathActorBP60,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1023,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1021,195,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
323,2022010,2,2,194,202201025,202201026,56,QuTr_PC022_01_03,PathActorBP15,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1024,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
708,2022020,1,0,194,0,0,56,QuTr_PC022_02_01,PathActorBP15,"[2022010, 0, 0, 0]","[10106, 0]","[103012, 10107, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
130,2022020,2,1,194,202202015,202202016,132,QuTr_PC022_02_02,PathActorBP36,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,5099,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1025,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
324,2022020,2,2,194,202202025,202202026,56,QuTr_PC022_02_03,PathActorBP15,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1027,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
709,2022030,1,0,194,0,0,56,QuTr_PC022_03_01,PathActorBP15,"[2022020, 0, 0, 0]","[0, 0]","[103012, 10107, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
131,2022030,2,1,194,202203015,202203016,57,QuTr_PC022_03_02,PathActorBP42,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1030,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1028,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
710,2022040,1,0,194,0,0,56,QuTr_PC022_04_01,PathActorBP15,"[2022030, 0, 0, 0]","[0, 0]","[103012, 10107, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
132,2022040,2,1,194,202204015,202204016,56,QuTr_PC022_04_02,PathActorBP120,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1032,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1031,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
325,2022040,2,2,194,202204025,202204026,56,QuTr_PC022_04_03,PathActorBP3,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1033,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
326,2022040,2,3,194,202204035,202204036,56,QuTr_PC022_04_04,PathActorBP11,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1034,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
327,2022040,2,4,194,202204045,202204046,59,QuTr_PC022_04_05,PathActorBP13,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1035,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
974,2023010,1,0,194,0,0,46,QuTr_PC023_01_01,PathActorBP159,"[1001010, 0, 0, 0]","[0, 0]","[103012, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
975,2023010,2,1,194,202301015,202301016,48,QuTr_PC023_01_02,PathActorBP20,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1043,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1041,195,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
976,2023010,2,2,194,202301025,202301026,46,QuTr_PC023_01_03,PathActorBP159,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1044,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
977,2023020,1,0,194,0,0,46,QuTr_PC023_02_01,PathActorBP159,"[2023010, 0, 0, 0]","[10111, 0]","[103012, 10112, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
978,2023020,2,1,194,202302015,202302016,48,QuTr_PC023_02_02,PathActorBP11,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1047,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1045,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
979,2023030,1,0,194,0,0,49,QuTr_PC023_03_01,PathActorBP25,"[2023020, 0, 0, 0]","[0, 0]","[103012, 10112, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
980,2023030,2,1,194,202303015,202303016,48,QuTr_PC023_03_02,PathActorBP22,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1050,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1048,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
981,2023030,2,2,194,202303025,202303026,49,QuTr_PC023_03_03,PathActorBP28,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1051,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
982,2023030,2,3,194,202303035,202303036,46,QuTr_PC023_03_04,PathActorBP159,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1052,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
983,2023040,1,0,194,0,0,46,QuTr_PC023_04_01,PathActorBP33,"[2023030, 0, 0, 0]","[0, 0]","[103012, 10112, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
984,2023040,2,1,194,202304015,202304016,49,QuTr_PC023_04_02,PathActorBP30,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1055,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1053,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
985,2023040,2,2,194,202304025,202304026,46,QuTr_PC023_04_03,PathActorBP33,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1056,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
715,2024010,1,0,194,0,0,77,QuTr_PC024_01_01,PathActorBP82,"[1003010, 0, 0, 0]","[0, 0]","[103012, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
137,2024010,2,1,194,202401015,202401016,79,QuTr_PC024_01_02,PathActorBP24,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1063,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1061,195,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
315,2024010,2,2,194,202401025,202401026,77,QuTr_PC024_01_03,PathActorBP82,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1064,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
716,2024020,1,0,194,0,0,77,QuTr_PC024_02_01,PathActorBP81,"[2024010, 0, 0, 0]","[10116, 0]","[103012, 10117, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
138,2024020,2,1,194,202402015,202402016,80,QuTr_PC024_02_02,PathActorBP14,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1067,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1065,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
316,2024020,2,2,194,202402025,202402026,77,QuTr_PC024_02_03,PathActorBP3,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1068,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
717,2024030,1,0,194,0,0,77,QuTr_PC024_03_01,PathActorBP81,"[2024020, 0, 0, 0]","[0, 0]","[103012, 10117, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
139,2024030,2,1,194,202403015,202403016,77,QuTr_PC024_03_02,PathActorBP9,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1071,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1069,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
318,2024030,2,2,194,202403025,202403026,77,QuTr_PC024_03_03,PathActorBP81,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1072,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
718,2024040,1,0,194,0,0,77,QuTr_PC024_04_01,PathActorBP81,"[2024030, 0, 0, 0]","[0, 0]","[103012, 10117, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
140,2024040,2,1,194,202404015,202404016,129,QuTr_PC024_04_02,PathActorBP17,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1075,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1073,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
320,2024040,2,2,194,202404025,202404026,77,QuTr_PC024_04_03,PathActorBP81,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1076,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
719,2025010,1,0,194,0,0,2,QuTr_PC025_01_01,PathActorBP25,"[1004010, 0, 0, 0]","[0, 0]","[103012, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
141,2025010,2,1,194,202501015,202501016,3,QuTr_PC025_01_02,PathActorBP25,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1082,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1081,195,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
142,2025010,2,2,194,202501025,202501026,2,QuTr_PC025_01_03,PathActorBP25,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1083,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
720,2025020,1,0,194,0,0,2,QuTr_PC025_02_01,PathActorBP25,"[2025010, 0, 0, 0]","[10121, 0]","[103012, 10122, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
143,2025020,2,1,194,202502015,202502016,3,QuTr_PC025_02_02,PathActorBP12,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1086,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1084,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
144,2025020,2,2,194,202502025,202502026,2,QuTr_PC025_02_03,PathActorBP25,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1087,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
721,2025030,1,0,194,0,0,2,QuTr_PC025_03_01,PathActorBP25,"[2025020, 0, 0, 0]","[0, 0]","[103012, 10122, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
431,2025030,2,1,194,202503015,202503016,2,QuTr_PC025_03_02,PathActorBP17,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1089,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1088,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
722,2025030,2,2,194,202503025,202503026,2,QuTr_PC025_03_03,PathActorBP25,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1090,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
432,2025040,1,0,194,0,0,2,QuTr_PC025_04_01,PathActorBP20,"[2025030, 0, 0, 0]","[0, 0]","[103012, 10122, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
957,2025040,2,1,194,202504015,202504016,2,QuTr_PC025_04_02,PathActorBP75,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1095,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1091,194,0,0,195,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
905,2026010,1,0,194,0,0,2,QuTr_PC026_01_01,PathActorBP43,"[1004010, 0, 0, 0]","[0, 0]","[103012, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
906,2026010,2,1,194,202601015,202601016,7,QuTr_PC026_01_02,PathActorBP8,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1102,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1101,195,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
907,2026010,2,2,194,202601025,202601026,3,QuTr_PC026_01_03,PathActorBP20,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1103,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
908,2026020,1,0,194,0,0,2,QuTr_PC026_02_01,PathActorBP60,"[2026010, 0, 0, 0]","[10126, 0]","[103012, 10127, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
909,2026020,2,1,194,202602015,202602016,3,QuTr_PC026_02_02,PathActorBP20,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1105,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1104,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
910,2026020,2,2,194,202602025,202602026,7,QuTr_PC026_02_03,PathActorBP22,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1106,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
911,2026030,1,0,194,0,0,2,QuTr_PC026_03_01,PathActorBP60,"[2026020, 0, 0, 0]","[0, 0]","[103012, 10127, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
912,2026030,2,1,194,202603015,202603016,3,QuTr_PC026_03_02,PathActorBP20,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1108,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1107,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
913,2026030,2,2,194,202603025,202603026,2,QuTr_PC026_03_03,PathActorBP60,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1109,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
914,2026040,1,0,194,0,0,2,QuTr_PC026_04_01,PathActorBP60,"[2026030, 0, 0, 0]","[0, 0]","[103012, 10127, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",0,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
915,2026040,2,1,194,202604015,202604016,7,QuTr_PC026_04_02,PathActorBP33,"[0, 0, 0, 0]","[0, 0]","[0, 0, 0]","[0, 0, 0, 0]",0,0,"[0, 0, 0, 0]",19,0,0,0,1112,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]","['', '', '', '']",1110,194,0,0,194,0,"[0, 0, 0, 0]","[0, 0, 0, 0]",194
