m_id,m_CatMap,m_CatRegion,m_CatVariation,m_CatBlock,m_MapLabel,m_RegionIconTexID,m_RegionText,m_MapText,m_CameraSet,m_LightSet,m_BGM,m_FootSE,m_FootEffect,m_ReverbFlag,m_LanthanumFlag,m_RidingVehicle,m_WorldId,m_Battlemap,m_SubLevelList,m_JoinMap,m_MapPath,m_PathDataPath,m_PlayerAttachEffectTriggers,m_PlayerAttachEffectInvalidConditions,m_PlayerAttachEffectGroups
10004,TP,Forest,N0,D1,Map_TP_Forest_N0_2001_D1,6251,3108,10004,1,1,55,860,0,194,194,0,0,Map_TB_Other_N0_2050_A1,"['', '']","[10002, 10006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Forest/Map_TP_Forest_N0_2001_D1,/Game/Level/PathActor/V1_0_0/Forest/Map_TP_Forest_N0_2001_D1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
10005,FP,Forest,N0,A1,Map_FP_Forest_N0_2001_A1,6251,3108,10005,2,2,17,434,0,194,194,0,0,Map_FB_Forest_N0_1001_A1,"['', '']","[10001, 49, 10008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Forest/Map_FP_Forest_N0_2001_A1,/Game/Level/PathActor/V1_0_0/Forest/Map_FP_Forest_N0_2001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
10006,DP,Forest,N0,A1,Map_DP_Forest_N0_2001_A1,6251,3108,10006,3,3,62,860,0,194,195,0,0,Map_DB_Other_R0_0003_A1,"['', '']","[10004, 10007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Forest/Map_DP_Forest_N0_2001_A1,/Game/Level/PathActor/V1_0_0/Forest/Map_DP_Forest_N0_2001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
10007,DP,Forest,N0,B1,Map_DP_Forest_N0_2001_B1,6251,3108,10007,2,2,0,78799,0,194,195,0,0,Map_FB_Forest_N0_1001_A1,"['', '']","[10006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Forest/Map_DP_Forest_N0_2001_B1,/Game/Level/PathActor/V1_0_0/Forest/Map_DP_Forest_N0_2001_B1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
10008,DP,Forest,N0,A1,Map_DP_Forest_N0_2009_A1,6251,3108,10008,3,3,22,434,0,195,195,0,0,Map_DB_Other_C0_0001_A1,"['', '']","[10005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Forest/Map_DP_Forest_N0_2009_A1,/Game/Level/PathActor/V1_0_0/Forest/Map_DP_Forest_N0_2009_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
120,TP,Mount,N0,A1,Map_TP_Mount_N0_1002_A1,6247,3104,3321,1,1,53,860,0,194,194,0,0,Map_FB_Mount_N0_1001_A1,"['', '']","[121, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Mount/Map_TP_Mount_N0_1002_A1,/Game/Level/PathActor/V1_0_0/Mount/Map_TP_Mount_N0_1002_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
121,TP,Mount,N0,B1,Map_TP_Mount_N0_1002_B1,6247,3104,3322,1,1,53,860,0,194,194,0,0,Map_FB_Mount_N0_1001_A1,"['', '']","[120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Mount/Map_TP_Mount_N0_1002_B1,/Game/Level/PathActor/V1_0_0/Mount/Map_TP_Mount_N0_1002_B1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
36,FP,Mount,N0,A1,Map_FP_Mount_N0_1001_A1,6247,3104,3237,2,2,16,434,0,194,194,0,0,Map_FB_Mount_N0_1001_A1,"['', '']","[37, 120, 38, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Mount/Map_FP_Mount_N0_1001_A1,/Game/Level/PathActor/V1_0_0/Mount/Map_FP_Mount_N0_1001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
37,FP,Mount,N0,A1,Map_FP_Mount_N0_1002_A1,6247,3104,3238,2,2,16,434,0,194,194,0,0,Map_FB_Mount_N0_1001_A1,"['', '']","[36, 128, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Mount/Map_FP_Mount_N0_1002_A1,/Game/Level/PathActor/V1_0_0/Mount/Map_FP_Mount_N0_1002_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
38,DP,Mount,N0,A1,Map_DP_Mount_N0_1001_A1,6247,3104,3239,2,2,62,434,0,194,194,0,0,Map_FB_Mount_N0_1001_A1,"['', '']","[39, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Mount/Map_DP_Mount_N0_1001_A1,/Game/Level/PathActor/V1_0_0/Mount/Map_DP_Mount_N0_1001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
39,DP,Mount,N0,B1,Map_DP_Mount_N0_1001_B1,6247,3104,3240,2,2,62,434,0,194,194,0,0,Map_FB_Mount_N0_1001_A1,"['', '']","[38, 40, 100090, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Mount/Map_DP_Mount_N0_1001_B1,/Game/Level/PathActor/V1_0_0/Mount/Map_DP_Mount_N0_1001_B1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
40,DP,Mount,N0,C1,Map_DP_Mount_N0_1001_C1,6247,3104,3241,2,2,62,434,0,194,194,0,0,Map_FB_Mount_N0_1001_A1,"['', '']","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Mount/Map_DP_Mount_N0_1001_C1,/Game/Level/PathActor/V1_0_0/Mount/Map_DP_Mount_N0_1001_C1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
128,DP,Mount,N0,A1,Map_DP_Mount_N0_1009_A1,6247,3104,3329,3,3,22,434,0,195,195,0,0,Map_DB_Other_C0_0001_A1,"['', '']","[37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Mount/Map_DP_Mount_N0_1009_A1,/Game/Level/PathActor/V1_0_0/Mount/Map_DP_Mount_N0_1009_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
101,HP,Mount,N0,A1,Map_HP_Mount_N0_1009_A1,6247,3104,3302,3,3,22,434,0,195,195,0,0,Map_DB_Other_C0_0001_A1,"['', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Mount/Map_HP_Mount_N0_1009_A1,/Game/Level/PathActor/V1_0_0/Mount/Map_HP_Mount_N0_1009_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
102,HP,Mount,N0,A2,Map_HP_Mount_N0_1009_A2,6247,3104,3302,3,3,22,434,0,195,195,0,0,Map_DB_Other_C0_0001_A1,"['', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Mount/Map_HP_Mount_N0_1009_A1,/Game/Level/PathActor/V1_0_0/Mount/Map_HP_Mount_N0_1009_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
77,TP,Plain,N0,A1,Map_TP_Plain_N0_1001_A1,6245,3102,3278,1,1,52,860,0,194,194,0,0,Map_FB_Plain_N0_1001_A1,"['', '']","[79, 133, 10036, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Plain/Map_TP_Plain_N0_1001_A1,/Game/Level/PathActor/V1_0_0/Plain/Map_TP_Plain_N0_1001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
78,TP,Plain,N0,B1,Map_TP_Plain_N0_1001_B1,6245,3102,3279,1,1,52,873,0,195,194,0,0,Map_BB_Other_N0_1003_A1,"['', '']","[133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Plain/Map_TP_Plain_N0_1001_B1,/Game/Level/PathActor/V1_0_0/Plain/Map_TP_Plain_N0_1001_B1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
133,TP,Plain,N0,C1,Map_TP_Plain_N0_1001_C1,6245,3102,3334,1,1,52,873,0,194,194,0,0,Map_FB_Plain_N0_1001_A1,"['', '']","[81, 77, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Plain/Map_TP_Plain_N0_1001_C1,/Game/Level/PathActor/V1_0_0/Plain/Map_TP_Plain_N0_1001_C1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
79,FP,Plain,N0,A1,Map_FP_Plain_N0_1001_A1,6245,3102,3280,2,2,60,434,0,194,194,0,0,Map_FB_Plain_N0_1001_A1,"['', '']","[80, 77, 85, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Plain/Map_FP_Plain_N0_1001_A1,/Game/Level/PathActor/V1_0_0/Plain/Map_FP_Plain_N0_1001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
80,FP,Plain,N0,A1,Map_FP_Plain_N0_1002_A1,6245,3102,3281,2,2,60,434,0,194,194,0,0,Map_FB_Plain_N0_1001_A1,"['', '']","[79, 129, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Plain/Map_FP_Plain_N0_1002_A1,/Game/Level/PathActor/V1_0_0/Plain/Map_FP_Plain_N0_1002_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
81,DP,Plain,N0,A1,Map_DP_Plain_N0_1001_A1,6245,3102,3282,3,3,63,873,0,195,195,0,0,Map_DB_Other_H1_0003_A1,"['', '']","[133, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Plain/Map_DP_Plain_N0_1001_A1,/Game/Level/PathActor/V1_0_0/Plain/Map_DP_Plain_N0_1001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
82,DP,Plain,N0,B1,Map_DP_Plain_N0_1001_B1,6245,3102,3283,3,3,63,873,0,195,195,0,0,Map_DB_Other_H1_0004_A1,"['', '']","[81, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Plain/Map_DP_Plain_N0_1001_B1,/Game/Level/PathActor/V1_0_0/Plain/Map_DP_Plain_N0_1001_B1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
83,DP,Plain,N0,A1,Map_DP_Plain_N0_1002_A1,6245,3102,3284,3,3,101,873,0,195,195,0,0,Map_DB_Other_H1_0004_A1,"['', '']","[82, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Plain/Map_DP_Plain_N0_1002_A1,/Game/Level/PathActor/V1_0_0/Plain/Map_DP_Plain_N0_1002_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
84,DP,Plain,N0,B1,Map_DP_Plain_N0_1002_B1,6245,3102,3285,3,3,101,873,0,195,195,0,0,Map_DB_Other_H1_0005_A1,"['', '']","[83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Plain/Map_DP_Plain_N0_1002_B1,/Game/Level/PathActor/V1_0_0/Plain/Map_DP_Plain_N0_1002_B1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
85,DP,Plain,N0,A1,Map_DP_Plain_N0_1003_A1,6245,3102,3286,3,2,60,434,0,194,194,0,0,Map_FB_Plain_N0_1001_A1,"['', '']","[79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Plain/Map_DP_Plain_N0_1003_A1,/Game/Level/PathActor/V1_0_0/Plain/Map_DP_Plain_N0_1003_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
129,DP,Plain,N0,A1,Map_DP_Plain_N0_1009_A1,6245,3102,3330,3,3,22,434,0,195,195,0,0,Map_DB_Other_C0_0001_A1,"['', '']","[80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Plain/Map_DP_Plain_N0_1009_A1,/Game/Level/PathActor/V1_0_0/Plain/Map_DP_Plain_N0_1009_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
113,HP,Plain,N0,A1,Map_HP_Plain_N0_1009_A1,6245,3102,3314,3,3,22,434,0,195,195,0,0,Map_DB_Other_C0_0001_A1,"['', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Plain/Map_HP_Plain_N0_1009_A1,/Game/Level/PathActor/V1_0_0/Plain/Map_HP_Plain_N0_1009_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
114,HP,Plain,N0,A2,Map_HP_Plain_N0_1009_A2,6245,3102,3314,3,3,22,434,0,195,195,0,0,Map_DB_Other_C0_0001_A1,"['', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Plain/Map_HP_Plain_N0_1009_A1,/Game/Level/PathActor/V1_0_0/Plain/Map_HP_Plain_N0_1009_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
10033,TP,Plain,N0,B1,Map_TP_Plain_N0_2001_B1,6245,3102,16056,1,1,52,860,0,194,194,0,0,Map_FB_Plain_N0_1001_A1,"['', '']","[10032, 100033, 100028, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Plain/Map_TP_Plain_N0_2001_B1,/Game/Level/PathActor/V1_0_0/Plain/Map_TP_Plain_N0_2001_B1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
72,TP,River,N0,A1,Map_TP_River_N0_1001_A1,6249,3106,3273,1,1,14,864,0,194,194,0,0,Map_FB_River_N0_1001_A1,"['', '']","[73, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/River/Map_TP_River_N0_1001_A1,/Game/Level/PathActor/V1_0_0/River/Map_TP_River_N0_1001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
73,FP,River,N0,A1,Map_FP_River_N0_1001_A1,6249,3106,3274,2,2,21,434,0,194,194,0,0,Map_FB_River_N0_1001_A1,"['', '']","[74, 72, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/River/Map_FP_River_N0_1001_A1,/Game/Level/PathActor/V1_0_0/River/Map_FP_River_N0_1001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
74,FP,River,N0,A1,Map_FP_River_N0_1002_A1,6249,3106,3275,2,2,21,434,0,194,194,0,0,Map_FB_River_N0_1001_A1,"['', '']","[73, 130, 27, 10022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/River/Map_FP_River_N0_1002_A1,/Game/Level/PathActor/V1_0_0/River/Map_FP_River_N0_1002_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
75,DP,River,N0,A1,Map_DP_River_N0_1001_A1,6249,3106,3276,3,2,21,434,0,194,194,0,0,Map_FB_River_N0_1001_A1,"['', '']","[76, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/River/Map_DP_River_N0_1001_A1,/Game/Level/PathActor/V1_0_0/River/Map_DP_River_N0_1001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
76,DP,River,N0,B1,Map_DP_River_N0_1001_B1,6249,3106,3277,3,3,22,434,0,195,195,0,0,Map_DB_Other_C0_0001_A1,"['', '']","[75, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/River/Map_DP_River_N0_1001_B1,/Game/Level/PathActor/V1_0_0/River/Map_DP_River_N0_1001_B1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
123,DP,River,N0,A1,Map_DP_River_N0_1002_A1,6249,3106,3324,3,3,62,434,0,195,195,0,0,Map_DB_Other_R0_0001_A1,"['', '']","[124, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/River/Map_DP_River_N0_1002_A1,/Game/Level/PathActor/V1_0_0/River/Map_DP_River_N0_1002_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
124,DP,River,N0,B1,Map_DP_River_N0_1002_B1,6249,3106,3325,3,3,63,873,0,195,195,0,0,Map_DB_Other_H3_0001_A1,"['', '']","[123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/River/Map_DP_River_N0_1002_B1,/Game/Level/PathActor/V1_0_0/River/Map_DP_River_N0_1002_B1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
130,DP,River,N0,A1,Map_DP_River_N0_1009_A1,6249,3106,3331,3,3,22,434,0,195,195,0,0,Map_DB_Other_C0_0001_A1,"['', '']","[74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/River/Map_DP_River_N0_1009_A1,/Game/Level/PathActor/V1_0_0/River/Map_DP_River_N0_1009_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
111,HP,River,N0,A1,Map_HP_River_N0_1009_A1,6249,3106,3312,3,3,22,434,0,195,195,0,0,Map_DB_Other_C0_0001_A1,"['', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/River/Map_HP_River_N0_1009_A1,/Game/Level/PathActor/V1_0_0/River/Map_HP_River_N0_1009_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
112,HP,River,N0,A2,Map_HP_River_N0_1009_A2,6249,3106,3312,3,3,22,434,0,195,195,0,0,Map_DB_Other_C0_0001_A1,"['', '']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/River/Map_HP_River_N0_1009_A1,/Game/Level/PathActor/V1_0_0/River/Map_HP_River_N0_1009_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
10020,TP,River,N0,A1,Map_TP_River_N0_2001_A1,6249,3106,16024,1,1,51,860,0,194,194,0,0,Map_FB_River_N0_1001_A1,"['', '']","[10021, 10022, 10023, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/River/Map_TP_River_N0_2001_A1,/Game/Level/PathActor/V1_0_0/River/Map_TP_River_N0_2001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
10021,TP,River,N0,B1,Map_TP_River_N0_2001_B1,6249,3106,16025,1,1,51,860,0,194,194,0,0,Map_FB_River_N0_1001_A1,"['', '']","[10020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/River/Map_TP_River_N0_2001_B1,/Game/Level/PathActor/V1_0_0/River/Map_TP_River_N0_2001_B1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
10022,FP,River,N0,A1,Map_FP_River_N0_2001_A1,6249,3106,16026,2,2,21,434,0,194,194,0,0,Map_FB_River_N0_1001_A1,"['', '']","[10020, 10025, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/River/Map_FP_River_N0_2001_A1,/Game/Level/PathActor/V1_0_0/River/Map_FP_River_N0_2001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
10023,DP,River,N0,A1,Map_DP_River_N0_2001_A1,6249,3106,16027,3,2,65,434,0,194,194,0,0,Map_FB_River_N0_2001_A1,"['', '']","[10020, 10024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/River/Map_DP_River_N0_2001_A1,/Game/Level/PathActor/V1_0_0/River/Map_DP_River_N0_2001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
10024,DP,River,N0,B1,Map_DP_River_N0_2001_B1,6249,3106,16028,3,2,65,434,0,195,194,0,0,Map_FB_River_N0_2001_A1,"['', '']","[10023, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/River/Map_DP_River_N0_2001_B1,/Game/Level/PathActor/V1_0_0/River/Map_DP_River_N0_2001_B1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
10025,DP,River,N0,A1,Map_DP_River_N0_2009_A1,6249,3106,16029,3,3,22,434,0,195,195,0,0,Map_DB_Other_C0_0001_A1,"['', '']","[10022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/River/Map_DP_River_N0_2009_A1,/Game/Level/PathActor/V1_0_0/River/Map_DP_River_N0_2009_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
21,TP,Sea,N0,A1,Map_TP_Sea_N0_1001_A1,6246,3103,3222,1,1,9,860,0,194,194,0,0,Map_FB_Sea_N0_1001_A1,"['', '']","[22, 24, 10029, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Sea/Map_TP_Sea_N0_1001_A1,/Game/Level/PathActor/V1_0_0/Sea/Map_TP_Sea_N0_1001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
22,FP,Sea,N0,A1,Map_FP_Sea_N0_1001_A1,6246,3103,3223,2,2,15,434,0,194,194,0,0,Map_FB_Sea_N0_1001_A1,"['', '']","[23, 21, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Sea/Map_FP_Sea_N0_1001_A1,/Game/Level/PathActor/V1_0_0/Sea/Map_FP_Sea_N0_1001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
23,FP,Sea,N0,A1,Map_FP_Sea_N0_1002_A1,6246,3103,3224,2,2,15,434,0,194,194,0,0,Map_FB_Sea_N0_1001_A1,"['', '']","[22, 131, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Sea/Map_FP_Sea_N0_1002_A1,/Game/Level/PathActor/V1_0_0/Sea/Map_FP_Sea_N0_1002_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
24,DP,Sea,N0,A1,Map_DP_Sea_N0_1001_A1,6246,3103,3225,2,2,103,434,0,194,194,0,0,Map_FB_Sea_N0_1001_A1,"['', '']","[25, 21, 100128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Sea/Map_DP_Sea_N0_1001_A1,/Game/Level/PathActor/V1_0_0/Sea/Map_DP_Sea_N0_1001_A1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
25,DP,Sea,N0,B1,Map_DP_Sea_N0_1001_B1,6246,3103,3226,2,2,103,434,0,194,194,0,0,Map_FB_Sea_N0_1001_A1,"['', '']","[24, 259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",/Game/Level/Area/V1_0_0/Sea/Map_DP_Sea_N0_1001_B1,/Game/Level/PathActor/V1_0_0/Sea/Map_DP_Sea_N0_1001_B1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
